접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330000656,Y,00409672,티비에이치글로벌,소액주주,"8,318",-,99.89%,"8,755,971",-,41.98%,2015-12-31,2015,Q4
20170331000135,Y,00409672,티비에이치글로벌,소액주주,"6,541",-,99.70%,"8,958,919",-,42.95%,2016-12-31,2016,Q4
20180330000507,Y,00409672,티비에이치글로벌,소액주주,"5,631",-,99.66%,"10,044,109",-,48.16%,2017-12-31,2017,Q4
20190401002816,Y,00409672,티비에이치글로벌,소액주주,"5,215",-,99.58%,"8,339,135",-,39.98%,2018-12-31,2018,Q4
20200330001222,Y,00409672,티비에이치글로벌,소액주주,"5,959",-,99.67%,"9,182,350",-,44.03%,2019-12-31,2019,Q4
20210318001348,Y,00409672,티비에이치글로벌,소액주주,"5,414","5,445",99.4%,"9,409,060","20,856,819",45.1%,2020-12-31,2020,Q4
20220322000879,Y,00409672,티비에이치글로벌,소액주주,"5,740","5,772",99.5%,"8,969,164","20,856,819",43.0%,2021-12-31,2021,Q4
20230322000665,Y,00409672,티비에이치글로벌,소액주주,"5,872","5,901",99.51%,"9,494,575","20,856,819",45.52%,2022-12-31,2022,Q4
20240321000242,Y,00409672,티비에이치글로벌,소액주주,"5,561","5,587",99.5%,"9,395,497","20,856,819",45.1%,2023-12-31,2023,Q4
20250320000173,Y,00409672,티비에이치글로벌,소액주주,"4,649","4,677",99.4%,"8,666,580","20,856,819",41.6%,2024-12-31,2024,Q4
