접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330001901,Y,00133858,세방전지,소액주주,"5,471",-,99.76%,"4,415,643",-,31.54%,2015-12-31,2015,Q4
20170331002975,Y,00133858,세방전지,소액주주,"4,545",-,99.56%,"4,537,064",-,32.41%,2016-12-31,2016,Q4
20180402003163,Y,00133858,세방전지,소액주주,"4,422",-,99.37%,"3,588,458",-,25.63%,2017-12-31,2017,Q4
20190401001699,Y,00133858,세방전지,소액주주,"3,899",-,99.48%,"3,647,046",-,26.05%,2018-12-31,2018,Q4
20200330002420,Y,00133858,세방전지,소액주주,"3,937",-,99.54%,"3,731,419",-,26.65%,2019-12-31,2019,Q4
20210316001173,Y,00133858,세방전지,소액주주,"9,730","9,775",99.54%,"4,089,786","14,000,000",29.21%,2020-12-31,2020,Q4
20220315000920,Y,00133858,세방전지,소액주주,"25,486","25,505",99.93%,"3,976,003","14,000,000",28.40%,2021-12-31,2021,Q4
20230308000717,Y,00133858,세방전지,소액주주,"27,471","27,550",99.71%,"2,821,393","14,000,000",20.15%,2022-12-31,2022,Q4
20240313000935,Y,00133858,세방전지,소액주주,"22,839","22,884",99.80%,"4,169,367","13,140,453",31.73%,2023-12-31,2023,Q4
20250312000986,Y,00133858,세방전지,소액주주,"17,663","17,768",99.92%,"3,950,973","14,000,000",28.22%,2024-12-31,2024,Q4
