접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330003174,Y,00160047,한국앤컴퍼니,소액주주,"11,622",-,99.85%,"18,729,353",-,20.13%,2015-12-31,2015,Q4
20170814001002,Y,00160047,한국앤컴퍼니,소액주주,"9,854",-,99.80%,"18,382,332",-,19.75%,2016-12-31,2016,Q4
20180402005232,Y,00160047,한국앤컴퍼니,소액주주,"10,207",-,99.81%,"16,130,075",-,17.34%,2017-12-31,2017,Q4
20190401005003,Y,00160047,한국앤컴퍼니,소액주주,"8,246",-,99.77%,"17,034,881",-,18.30%,2018-12-31,2018,Q4
20221215000222,Y,00160047,한국앤컴퍼니,소액주주,"8,576",-,99.76%,"16,353,842",-,17.57%,2019-12-31,2019,Q4
20221215000231,Y,00160047,한국앤컴퍼니,소액주주,"24,442","24,458",99.93%,"21,016,743","93,020,173",22.61%,2020-12-31,2020,Q4
20221215000241,Y,00160047,한국앤컴퍼니,소액주주,"22,746","22,762",99.93%,"22,297,182","94,935,240",23.49%,2021-12-31,2021,Q4
20230324001090,Y,00160047,한국앤컴퍼니,소액주주,"22,044","22,069",99.91%,"21,379,476","94,934,050",22.52%,2022-12-31,2022,Q4
20240320001601,Y,00160047,한국앤컴퍼니,소액주주,"22,372","22,394",99.90%,"17,096,933","94,935,240",18.01%,2023-12-31,2023,Q4
20250318000944,Y,00160047,한국앤컴퍼니,소액주주,"16,450","16,468",99.89%,"16,936,488","94,935,240",17.84%,2024-12-31,2024,Q4
