접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330003853,Y,00302926,현대로템,소액주주,"30,137",-,99.98%,"23,370,736",-,27.48%,2015-12-31,2015,Q4
20170331005218,Y,00302926,현대로템,소액주주,"26,007",-,99.99%,"22,252,006",-,26.17%,2016-12-31,2016,Q4
20180330000059,Y,00302926,현대로템,소액주주,"23,239",-,99.96%,"22,162,191",-,26.06%,2017-12-31,2017,Q4
20190401004553,Y,00302926,현대로템,소액주주,"101,766",-,99.9%,"41,192,932",-,48.5%,2018-12-31,2018,Q4
20200330004260,Y,00302926,현대로템,소액주주,-,-,-,-,-,-,2019-12-31,2019,Q4
20210602000352,Y,00302926,현대로템,소액주주,-,-,-,-,-,-,2020-12-31,2020,Q4
20220315000952,Y,00302926,현대로템,소액주주,"165,702","165,708",99.9%,"67,551,000","109,142,000",61.9%,2021-12-31,2021,Q4
20230310001083,Y,00302926,현대로템,소액주주,"156,264","156,273",99.9%,"61,035,000","109,142,000",55.9%,2022-12-31,2022,Q4
20240320000873,Y,00302926,현대로템,소액주주,"173,773","173,781",99.9%,"63,912,000","109,142,000",58.6%,2023-12-31,2023,Q4
20250321001612,Y,00302926,현대로템,소액주주,"144,278","144,288",99.9%,"60,822,000","109,142,000",55.7%,2024-12-31,2024,Q4
