접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330002534,Y,00146269,일신방직,소액주주,"1,106",-,96.93%,"499,035",-,20.8%,2015-12-31,2015,Q4
20170331002042,Y,00146269,일신방직,소액주주,"1,241",-,96.95%,"480,627",-,20.03%,2016-12-31,2016,Q4
20180330000861,Y,00146269,일신방직,소액주주,"1,414",-,98.06%,"1,103,334",-,46.97%,2017-12-31,2017,Q4
20190401001048,Y,00146269,일신방직,소액주주,"1,722",-,98.34%,"804,135",-,33.51%,2018-12-31,2018,Q4
20200330002341,Y,00146269,일신방직,소액주주,"1,870",-,98.47%,"796,716",-,33.20%,2019-12-31,2019,Q4
20210317000634,Y,00146269,일신방직,소액주주,"2,288","2,317",98.75%,"1,046,518","2,400,000",43.6%,2020-12-31,2020,Q4
20220725000075,Y,00146269,일신방직,소액주주,"2,945","2,973",99.06%,"1,057,178","2,400,000",44.05%,2021-12-31,2021,Q4
20230315001185,Y,00146269,일신방직,소액주주,"2,746","2,774",98.99%,"1,057,298","2,400,000",44.05%,2022-12-31,2022,Q4
20240320001530,Y,00146269,일신방직,소액주주,"2,746","2,774",98.99%,"10,572,980","23,280,000",45.41%,2023-12-31,2023,Q4
20250319000250,Y,00146269,일신방직,소액주주,"2,398","2,431",98.64%,"6,881,974","23,280,000",29.56%,2024-12-31,2024,Q4
