접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160328000528,Y,00557508,GKL,소액주주,"20,468",-,99.9%,"24,958,291",-,40.4%,2015-12-31,2015,Q4
20170330000237,Y,00557508,GKL,소액주주,"18,971",-,99.9%,"25,312,786",-,40.9%,2016-12-31,2016,Q4
20180402001914,Y,00557508,GKL,소액주주,"15,554",-,99.9%,"23,625,206",-,38.19%,2017-12-31,2017,Q4
20190705000387,Y,00557508,GKL,소액주주,"15,166",-,99.96%,"24,859,429",-,40.18%,2018-12-31,2018,Q4
20200330001284,Y,00557508,GKL,소액주주,"16,347",-,99.98%,"16,957,280",-,27.41%,2019-12-31,2019,Q4
20210317000681,Y,00557508,GKL,소액주주,"25,091","25,096",99.99%,"24,111,864","61,855,670",38.99%,2020-12-31,2020,Q4
20220321000040,Y,00557508,GKL,소액주주,"38,835","38,838",99.99%,"25,837,819","61,855,670",41.77%,2021-12-31,2021,Q4
20230713000041,Y,00557508,GKL,소액주주,"25,068","25,072",99.99%,"25,231,609","61,855,670",40.80%,2022-12-31,2022,Q4
20240320000077,Y,00557508,GKL,소액주주,"24,874","24,879",99.9%,"23,298,017","61,855,670",37.7%,2023-12-31,2023,Q4
20250321000291,Y,00557508,GKL,소액주주,"23,118","23,124",99.9%,"23,345,909","61,855,670",37.7%,2024-12-31,2024,Q4
