접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20180710000623,Y,00164830,HD한국조선해양,소액주주,"165,177",-,99.99%,"34,845,882",-,45.85%,2015-12-31,2015,Q4
20180710000633,Y,00164830,HD한국조선해양,소액주주,"118,693",-,99.99%,"32,737,505",-,43.07%,2016-12-31,2016,Q4
20180710000643,Y,00164830,HD한국조선해양,소액주주,"99,491",-,99.94%,"21,297,507",-,37.58%,2017-12-31,2017,Q4
20190401004390,Y,00164830,HD한국조선해양,소액주주,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330003961,Y,00164830,HD한국조선해양,소액주주,-,-,-,-,-,-,2019-12-31,2019,Q4
20210316001006,Y,00164830,HD한국조선해양,소액주주,"116,614","116,668",99.95%,"30,293,283","70,714,630",42.84%,2020-12-31,2020,Q4
20220314000893,Y,00164830,HD한국조선해양,소액주주,"202,258","202,287",99.99%,"34,531,229","70,714,630",48.83%,2021-12-31,2021,Q4
20230320000758,Y,00164830,HD한국조선해양,소액주주,"188,065","188,097",99.98%,"36,088,834","70,714,630",51.03%,2022-12-31,2022,Q4
20240321000061,Y,00164830,HD한국조선해양,소액주주,"142,808","142,845",99.97%,"37,051,269","70,714,630",52.40%,2023-12-31,2023,Q4
20250318001131,Y,00164830,HD한국조선해양,소액주주,"101,146","101,201",99.95%,"34,542,472","70,714,630",48.85%,2024-12-31,2024,Q4
