접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160516001952,Y,00356361,LG화학,소액주주,"80,347",-,99.98%,"37,190,988",-,56.11%,2015-12-31,2015,Q4
20170814001049,Y,00356361,LG화학,소액주주,"100,177",-,99.99%,"36,887,753",-,56.66%,2016-12-31,2016,Q4
20180402003684,Y,00356361,LG화학,소액주주,"91,061",-,99.99%,"43,688,608",-,55.80%,2017-12-31,2017,Q4
20190401003134,Y,00356361,LG화학,소액주주,"103,772",-,99.99%,"46,098,348",-,58.88%,2018-12-31,2018,Q4
20200330004537,Y,00356361,LG화학,소액주주,"126,806",-,99.99%,"45,360,930",-,57.95%,2019-12-31,2019,Q4
20210317001094,Y,00356361,LG화학,소액주주,"180,484","180,494",99.99%,"40,218,803","70,592,343",56.97%,2020-12-31,2020,Q4
20220315001036,Y,00356361,LG화학,소액주주,"268,112","268,123",99.99%,"39,616,207","70,592,343",56.14%,2021-12-31,2021,Q4
20230324001178,Y,00356361,LG화학,소액주주,"204,417","204,426",99.99%,"38,653,424","70,592,343",54.76%,2022-12-31,2022,Q4
20240315000957,Y,00356361,LG화학,소액주주,"306,264","306,272",99.99%,"40,054,675","70,592,343",56.76%,2023-12-31,2023,Q4
20250314000996,Y,00356361,LG화학,소액주주,-,-,-,-,-,-,2024-12-31,2024,Q4
