접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330002726,Y,00102858,고려아연,소액주주,"13,411",-,99.60%,"7,155,519",-,37.91%,2015-12-31,2015,Q4
20170331002299,Y,00102858,고려아연,소액주주,"12,868",-,99.59%,"7,372,615",-,39.06%,2016-12-31,2016,Q4
20180405000065,Y,00102858,고려아연,소액주주,"17,818",-,99.70%,"7,438,858",-,39.41%,2017-12-31,2017,Q4
20190401003964,Y,00102858,고려아연,소액주주,"15,551",-,99.64%,"7,463,522",-,39.54%,2018-12-31,2018,Q4
20200330003334,Y,00102858,고려아연,소액주주,"13,662",-,99.62%,"7,634,311",-,40.47%,2019-12-31,2019,Q4
20210316000528,Y,00102858,고려아연,소액주주,"35,949","36,008",99.85%,"7,335,224","18,870,000",38.88%,2020-12-31,2020,Q4
20220315001010,Y,00102858,고려아연,소액주주,"33,783","33,843",99.84%,"7,233,965","18,870,000",38.34%,2021-12-31,2021,Q4
20230309000731,Y,00102858,고려아연,소액주주,"26,053","26,112",99.77%,"8,951,977","19,863,158",45.07%,2022-12-31,2022,Q4
20240328001400,Y,00102858,고려아연,소액주주,"39,303","39,378",99.81%,"6,456,899","20,908,588",30.88%,2023-12-31,2023,Q4
20250320001542,Y,00102858,고려아연,소액주주,"13,791","13,823",99.77%,"3,156,310","20,703,283",15.25%,2024-12-31,2024,Q4
