접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160513003466,Y,00166315,화신,소액주주,"6,666",-,99.63%,"11,467,450",-,32.83%,2015-12-31,2015,Q4
20170330001166,Y,00166315,화신,소액주주,"5,893",-,99.6%,"11,406,625",-,32.7%,2016-12-31,2016,Q4
20180330001076,Y,00166315,화신,소액주주,"5,629",-,99.6%,"10,659,072",-,30.5%,2017-12-31,2017,Q4
20190329002808,Y,00166315,화신,소액주주,"5,666",-,99.56%,"10,670,652",-,30.55%,2018-12-31,2018,Q4
20200330003805,Y,00166315,화신,소액주주,"5,081",-,99.52%,"11,841,599",-,33.91%,2019-12-31,2019,Q4
20210322000570,Y,00166315,화신,소액주주,"8,618","8,642",99.74%,"12,829,144","34,920,410",36.75%,2020-12-31,2020,Q4
20220321001215,Y,00166315,화신,소액주주,"18,348","18,372",99.87%,"12,430,495","34,920,410",35.60%,2021-12-31,2021,Q4
20230320000645,Y,00166315,화신,소액주주,"18,821","18,845",99.87%,"12,942,194","34,920,410",37.06%,2022-12-31,2022,Q4
20240320000628,Y,00166315,화신,소액주주,"30,941","30,963",99.93%,"15,091,282","34,920,410",43.21%,2023-12-31,2023,Q4
20250317000376,Y,00166315,화신,소액주주,"30,672","30,692",99.93%,"16,158,710","34,920,410",46.27%,2024-12-31,2024,Q4
