접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20200330003306,Y,00159209,한전기술,소액주주,"21,023",-,99.97%,"10,989,668",-,28.75%,2015-12-31,2015,Q4
20200330003368,Y,00159209,한전기술,소액주주,"20,060",-,99.97%,"10,097,825",-,26.42%,2016-12-31,2016,Q4
20200330003430,Y,00159209,한전기술,소액주주,"18,110",-,99.97%,"10,134,294",-,26.52%,2017-12-31,2017,Q4
20200330003484,Y,00159209,한전기술,소액주주,"17,470",-,99.96%,"9,584,941",-,25.08%,2018-12-31,2018,Q4
20200330002349,Y,00159209,한전기술,소액주주,"17,833",-,99.97%,"10,478,950",-,27.41%,2019-12-31,2019,Q4
20210322000901,Y,00159209,한전기술,소액주주,"20,196","20,200",99.98%,"11,148,948","38,220,000",29.17%,2020-12-31,2020,Q4
20220321000881,Y,00159209,한전기술,소액주주,"52,830","52,833",99.99%,"8,986,554","38,043,505",23.62%,2021-12-31,2021,Q4
20230321000487,Y,00159209,한전기술,소액주주,"66,221","66,253",99.99%,"9,621,567","38,043,505",23.62%,2022-12-31,2022,Q4
20240320001238,Y,00159209,한전기술,소액주주,"46,215","46,247",99.9%,"8,457,020","38,043,505",22.23%,2023-12-31,2023,Q4
20250321000310,Y,00159209,한전기술,소액주주,"54,642","54,683",99.9%,"10,569,210","38,043,505",27.78%,2024-12-31,2024,Q4
