접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330003710,Y,00937324,한국타이어앤테크놀로지,소액주주,"16,883",-,99.86%,"57,264,784",-,46.22%,2015-12-31,2015,Q4
20170331005254,Y,00937324,한국타이어앤테크놀로지,소액주주,"14,147",-,99.86%,"60,480,931",-,48.81%,2016-12-31,2016,Q4
20180402005158,Y,00937324,한국타이어앤테크놀로지,소액주주,"16,013",-,99.80%,"57,284,456",-,46.23%,2017-12-31,2017,Q4
20190401004884,Y,00937324,한국타이어앤테크놀로지,소액주주,"16,230",-,99.81%,"59,094,345",-,47.69%,2018-12-31,2018,Q4
20200330003986,Y,00937324,한국타이어앤테크놀로지,소액주주,"18,193",-,99.83%,"59,920,393",-,48.36%,2019-12-31,2019,Q4
20210330001593,Y,00937324,한국타이어앤테크놀로지,소액주주,"19,933","19,965",99.84%,"60,270,657","123,875,069",48.66%,2020-12-31,2020,Q4
20220322001106,Y,00937324,한국타이어앤테크놀로지,소액주주,"28,889","28,919",99.91%,"59,353,633","123,875,069",47.92%,2021-12-31,2021,Q4
20230324001266,Y,00937324,한국타이어앤테크놀로지,소액주주,"38,411","38,442",99.93%,"59,164,511","123,875,069",47.77%,2022-12-31,2022,Q4
20240325000791,Y,00937324,한국타이어앤테크놀로지,소액주주,"26,242","26,270",99.90%,"59,735,647","121,988,753",48.97%,2023-12-31,2023,Q4
20250318001355,Y,00937324,한국타이어앤테크놀로지,소액주주,"34,981","35,010",99.92%,"59,725,003","121,988,753",48.96%,2024-12-31,2024,Q4
