접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330004370,Y,00148984,시알홀딩스,소액주주,"2,426",-,98.22%,"615,356",-,15.38%,2015-12-31,2015,Q4
20170331001058,Y,00148984,시알홀딩스,소액주주,"2,304",-,97.75%,"610,433",-,15.26%,2016-12-31,2016,Q4
20180406002335,Y,00148984,시알홀딩스,소액주주,"2,044",-,97.80%,"615,520",-,15.39%,2017-12-31,2017,Q4
20190401004999,Y,00148984,시알홀딩스,소액주주,"1,860",-,97.74%,"618,653",-,15.47%,2018-12-31,2018,Q4
20200402000570,Y,00148984,시알홀딩스,소액주주,"2,506",-,97.89%,"660,824",-,16.52%,2019-12-31,2019,Q4
20210311001234,Y,00148984,시알홀딩스,소액주주,"2,304","2,354",97.88%,"548,246","4,000,000",13.71%,2020-12-31,2020,Q4
20220314000889,Y,00148984,시알홀딩스,소액주주,"3,324","3,538",93.95%,"356,573","4,000,000",8.91%,2021-12-31,2021,Q4
20230315001326,Y,00148984,시알홀딩스,소액주주,"4,070","4,133",98.48%,"543,869","4,000,000",13.60%,2022-12-31,2022,Q4
20240315000607,Y,00148984,시알홀딩스,소액주주,"7,788","7,840",99.34%,"4,721,385","46,890,490",10.07%,2023-12-31,2023,Q4
20250311001197,Y,00148984,시알홀딩스,소액주주,"6,078","6,127",99.20%,"4,653,587","46,890,490",9.92%,2024-12-31,2024,Q4
