,name,sector,year,quarter,영업이익변화율,매출액변화율,비유동자산변화율,발행금액변화율,1인평균급여변화율,Relative Return,전체 주주 수변화율,전체 주식 수변화율,증자주식수변화율,주식액면가액변화율,Label,Code
10,S-1_Corporation,일반서비스,2022,Q1,-4.486026808571306,0.004500889193295166,0.010460845049127032,0.0,0.13910939611158402,-0.09627284951384148,0.35863824757168394,0.3407856021343405,0.0,0.0,0.05481521401127212,012750
10,Daekyo,일반서비스,2022,Q1,0.4160677275070076,-0.013403784936177665,-0.0928246371450645,0.0,0.17544427329854295,-0.10039993807285569,0.2592494801130858,0.25113073422860643,0.10013143806243208,0.1001314380624323,0.06519031235763562,019680
10,Coway,일반서비스,2022,Q1,-0.2703987576955975,0.043851278049518494,0.05671172983591699,0.0,-0.0307758385441832,0.025610602662209665,0.08162931107031379,0.177255698903253,0.0,0.0,0.010145538759978479,021240
10,Samsung_Engineering,일반서비스,2022,Q1,-1.7391609357329068,0.09083965678819139,0.017986500076528578,0.10853091793786185,0.2436719498440575,-0.08149595537602539,0.47014689935925846,0.2772736361543301,0.10853091793786185,0.10853091793786185,0.22354382051429783,028050
11,Cheil_Worldwide,일반서비스,2022,Q1,0.09522728146889159,0.056999417177961864,0.00788041488060831,0.0,0.2771891325194249,0.006843965572591212,0.42815266865912727,0.3665785145678886,-0.019252791625291144,-0.0192527916252907,0.11460385218568321,030000
10,KEPCO_E&C,일반서비스,2022,Q1,1.2788533635749786,0.5091623910325646,-0.0034704756334360543,0.12077300503885224,0.36332578139286276,0.7569554482927696,0.3431577771341332,0.2388125136049547,0.12077300503885247,0.12077300503885224,-0.016259907710334753,052690
