,name,sector,year,quarter,Relative Return,영업이익 변화율,매출액 변화율,실업률 변화율,소비자물가지수 변화율,발행금액 변화율,특정 증권 등 소유 증감 비율 변화율,전체 주식 수 변화율,1인평균급여 변화율,전체 주주 수 변화율,Label,Code
13,S-1_Corporation,일반서비스,2021,Q2,-0.0929521975670885,-0.11465998688755574,-0.03680945827530957,0.11023622047244086,-0.7421096287815034,0.0,0.0,-0.06500841903380761,-0.06500841903380761,-0.06500841903380739,-0.04995135769746707,012750
13,Daekyo,일반서비스,2021,Q2,0.09838539438025955,1.5207035496903822,-0.02282461298865801,0.11023622047244086,-0.7421096287815034,0.0,0.0,-0.06502277025775594,-0.06502277025775594,-0.06502277025775594,0.16790054654612252,019680
13,Coway,일반서비스,2021,Q2,-0.1683109712135334,-0.09369926351001157,-0.053487456687530965,0.11023622047244086,-0.7421096287815034,0.0,-0.06498549363039041,-0.06498549363039063,-0.06498549363039063,-0.06498549363039063,0.14729578383759578,021240
13,Samsung_Engineering,일반서비스,2021,Q2,-0.016882106609357093,-0.042712731214217925,-0.019519863643765678,0.11023622047244086,-0.7421096287815034,-0.0648977892037399,-0.0648977892037399,-0.06489778920373968,-0.0648977892037399,-0.06489778920373968,0.636646598282136,028050
14,Cheil_Worldwide,일반서비스,2021,Q2,-0.026451440785158126,-2.013867402893098,-0.2915962481673817,0.11023622047244086,-0.7421096287815034,0.0,-0.0650249110068879,-0.0650249110068879,-0.06502491100688768,-0.06502491100688768,0.13113007365108215,030000
13,KEPCO_E&C,일반서비스,2021,Q2,0.18165097703608613,2.658592177371536,0.0691621660483297,0.11023622047244086,-0.7421096287815034,-0.06502224934020617,-0.06502224934020617,-0.06502224934020617,-0.06502224934020617,-0.06502224934020595,1.1103415612439778,052690
