,name,sector,year,quarter,Relative Return,영업이익 변화율,매출액 변화율,실업률 변화율,소비자물가지수 변화율,발행금액 변화율,특정 증권 등 소유 증감 비율 변화율,전체 주식 수 변화율,1인평균급여 변화율,전체 주주 수 변화율,Label,Code
2,S-1_Corporation,일반서비스,2024,Q1,-0.051466962009102654,-0.19227093697947484,0.03920992312159599,0.011764705882352788,0.11265192787422551,0.0,0.0,0.5436783555524061,0.3115748380390537,0.5419886632432508,-0.05272304915961092,012750
2,Daekyo,일반서비스,2024,Q1,-0.041626783096758796,1.5375216555541593,-0.030179965740816606,0.011764705882352788,0.11265192787422551,0.0,0.0,0.22020566048581736,0.06915715608852258,0.15048375034938133,-0.07344997929299715,019680
2,Coway,일반서비스,2024,Q1,0.30968681849951657,-0.569293126255648,-0.022526196449726532,0.011764705882352788,0.11265192787422551,0.0,-0.02368633202981041,0.3933418397019106,0.11874869224705609,0.4195504226040351,-0.052844450785800516,021240
2,Samsung_Engineering,일반서비스,2024,Q1,-0.15884834807901332,5.001597074459847,-0.07597742609652025,0.011764705882352788,0.11265192787422551,-0.023668182430270024,0.0,0.040938835694101394,0.1168279272581575,-0.23684974275436677,-0.18300636403594905,028050
3,Cheil_Worldwide,일반서비스,2024,Q1,-0.16054083816527306,0.7094246593806505,0.1496869789609433,0.011764705882352788,0.11265192787422551,0.0,1.05,0.03513328420199224,0.03963676307447328,0.19047128593696439,-0.06419907145698017,030000
2,KEPCO_E&C,일반서비스,2024,Q1,-0.1363137882352392,-4.239997322517398,0.35291013043755415,0.011764705882352788,0.11265192787422551,-0.147077300095398,-1.930961281530036,0.0643603450543967,0.17440748865076827,0.025611458518172925,0.003954261638268848,052690
