,name,sector,year,quarter,Relative Return,영업이익 변화율,매출액 변화율,실업률 변화율,소비자물가지수 변화율,발행금액 변화율,특정 증권 등 소유 증감 비율 변화율,전체 주식 수 변화율,1인평균급여 변화율,전체 주주 수 변화율,Label,Code
31,S-1_Corporation,일반서비스,2016,Q4,-0.11133639354573385,-0.08900198533004056,-0.10125370054142024,0.06896551724137923,-0.9720054193181309,0.0,0.0,-0.0886469878786893,-0.7609829029867443,-0.0886469878786893,-0.14631695192910465,012750
31,Daekyo,일반서비스,2016,Q4,-0.06142518096328839,-0.05737653781385221,-0.005110175887157009,0.06896551724137923,-0.9720054193181309,0.0,0.0,-0.0886582945761969,-0.0886582945761969,-0.0886582945761969,-0.08224345010811361,019680
31,Coway,일반서비스,2016,Q4,-0.13384351605285635,0.10924783272703231,-0.005121283292894185,0.06896551724137923,-0.9720054193181309,0.0,-0.08863457588506463,-0.08863457588506463,-0.7324194420132795,-0.08863457588506485,-0.08117592596201496,021240
31,Samsung_Engineering,일반서비스,2016,Q4,-0.002607519040160315,-0.05983395304708039,-0.24627936118906546,0.06896551724137923,-0.9720054193181309,-0.3941797404787277,-0.08846655541786563,-0.08846655541786541,-0.07732357814331947,-0.08846655541786541,-0.05261795226629698,028050
32,Cheil_Worldwide,일반서비스,2016,Q4,-0.10997473777231337,-3.820757737937172,-0.274688246507905,0.06896551724137923,-0.9720054193181309,0.0,-0.08866831924133778,-0.08866831924133778,-0.04930884679348124,-0.08866831924133778,-0.014465892979643695,030000
31,KEPCO_E&C,일반서비스,2016,Q4,0.03249191431603127,-15.323901817072649,-0.5451574618551169,0.06896551724137923,-0.9720054193181309,-0.415712233956371,-0.08865190385354382,-0.0886519038535436,0.9999982595127864,-0.0886519038535436,-0.1864094666473553,052690
