,name,sector,year,quarter,매출액변화율,영업이익변화율,비유동자산변화율,이익잉여금변화율,비유동부채변화율,1인평균급여변화율,Relative Return,발행금액변화율,전체 주주 수변화율,전체 주식 수변화율,Label,Code
3,S-1_Corporation,일반서비스,2023,Q4,-0.07423783487651181,0.20023252860577445,0.023253966963827644,-0.01885088711405225,-0.07343098933243875,-0.17236744570286566,0.10173618474516069,0.0,-0.37676242822355377,-0.37770952844117067,-0.051466962009102654,012750
3,Daekyo,일반서비스,2023,Q4,0.01671326799418782,-0.14694012911741527,0.13331553665053186,0.22606397248597698,-0.060484045257620966,-0.35758074960748343,-0.023884075021440528,0.0,-0.33344293215983156,-0.45955944814907856,-0.041626783096758796,019680
3,Coway,일반서비스,2023,Q4,-0.008030275937873865,0.36759460280033907,-0.014407853466654297,0.0003712238949256097,-0.009673797307771181,-0.01638617730235703,-0.018330304929472033,0.0,-0.14022662212709336,-0.10649977526278676,0.30968681849951657,021240
3,Samsung_Engineering,일반서비스,2023,Q4,-0.04703684216560888,1.1794707980526034,0.021763019430125263,0.006739248112189511,-0.22551927892088286,-0.22927330828048187,0.09936714717899359,-0.08114200810308159,0.03936564380157359,-0.16056974226816423,-0.15884834807901332,028050
4,Cheil_Worldwide,일반서비스,2023,Q4,-0.21478620181307329,0.2593973654058588,0.11227460018553848,0.07283682502893873,0.14611202184982097,-0.4968135644441356,0.14147084033347482,0.0,-1.0904659258049434,-0.6979071844518447,-0.16054083816527306,030000
3,KEPCO_E&C,일반서비스,2023,Q4,-0.6521462036455439,0.6591908411627551,0.01551914216222483,0.01106487921519872,-0.3241958334663104,-0.3590593715711832,-0.0468252385876041,-0.03419412929566579,-0.09922557546487476,-0.18191359159731668,-0.1363137882352392,052690
