,name,year,quarter,sector,Relative Return,국제유가 변화율,이익잉여금 변화율,당기순이익(손실) 변화율,비유동자산 변화율,Label,Code
13,하이트진로,2021,Q3,생활소비재,0.08553042000862286,0.06736077481840197,0.023598230002784604,-0.6609428435290708,-0.010429713121749784,0.20334813704858318,000080
13,CJ,2021,Q3,생활소비재,0.019682560711275984,0.06736077481840197,0.01294688481611983,2.0166830503291355,-0.0010171429316341296,-0.049183820687011576,001040
13,대상,2021,Q3,생활소비재,-0.029237376103471387,0.06736077481840197,0.026442307744815485,-0.25748056950187037,0.04099591593784102,0.017341955966959574,001680
13,오리온,2021,Q3,생활소비재,0.05424610026085463,0.06736077481840197,0.800574194613731,70.72642876607597,0.003449369446522743,-0.041456974598205895,001800
13,아모레G,2021,Q3,생활소비재,-0.08556041872996603,0.06736077481840197,0.018567930205739547,-0.7096777138904435,0.08861735067847731,-0.00833068060234668,002790
13,남양유업,2021,Q3,생활소비재,-0.1549867908396843,0.06736077481840197,-0.01589649551061645,-0.19579261309033447,-0.016377330673513324,0.0018168583606366084,003920
13,농심,2021,Q3,생활소비재,-0.010734772595054225,0.06736077481840197,0.010720752177248105,0.7592720451484749,-0.00478453812924029,0.10709349271989102,004370
13,빙그레,2021,Q3,생활소비재,0.025614074810165338,0.06736077481840197,0.9306133576446585,0.4807526805234157,0.0046739451202113536,0.06609510289579595,005180
13,롯데칠성,2021,Q3,생활소비재,0.0729633033194919,0.06736077481840197,0.042638731008894926,1.8682996961959883,0.005777892870768131,0.2759766312462517,005300
13,현대그린푸드,2021,Q3,생활소비재,0.02095656937228,0.06736077481840197,0.010775177517396983,-0.30798341150027775,-0.03524828556496851,0.011690806518644348,005440
13,삼립식품,2021,Q3,생활소비재,-0.03146818545343109,0.06736077481840197,0.018381964149829733,-0.4470806841158008,-0.03335581699311363,0.39023344982245645,005610
13,크라운제과,2021,Q3,생활소비재,-0.0902816358710794,0.06736077481840197,-0.001323251769958067,3.129643885382203,-0.0005121923568434106,0.1232020655509444,005740
13,GS리테일,2021,Q3,생활소비재,0.0064834991478803575,0.06736077481840197,0.354943043572566,20.002445911201125,0.28107197520382177,-0.03777362464368331,007070
13,오뚜기,2021,Q3,생활소비재,-0.04661728940459673,0.06736077481840197,0.02158131225086346,0.4927123271352811,-0.0033662954842730297,0.006480859993874724,007310
13,한국전력,2021,Q3,생활소비재,-0.004189184261386418,0.06736077481840197,-0.029943443221027044,0.2729891367048376,-0.0004507824965080953,0.12009923295027176,015760
13,KT&G,2021,Q3,생활소비재,0.09704264623873676,0.06736077481840197,0.6120770717100623,0.223289739766803,0.029105280375611775,0.03996938806834977,033780
13,무학,2021,Q3,생활소비재,0.22930544792434523,0.06736077481840197,-0.045946930450436296,-3.5440985211014,-0.0424557182281351,0.20651612967875932,033920
13,한국가스공사,2021,Q3,생활소비재,0.296508782531001,0.06736077481840197,-0.05262680995331237,3.1260716222776104,0.009081386801230495,-0.0009766287031386933,036460
13,팜스코,2021,Q3,생활소비재,-0.016460494916744117,0.06736077481840197,0.0025851455421188607,-0.9301797684560514,-0.043837707592764064,0.08116460271344214,036580
13,동원F&B,2021,Q3,생활소비재,0.026418884917824653,0.06736077481840197,0.7818500257465513,1.9773400957454426,0.05110687190006136,-0.04598433884068101,049770
13,LG생활건강,2021,Q3,생활소비재,-0.09579271961492178,0.06736077481840197,0.0605721779770092,0.3543852744198508,0.06461657139715582,-0.2218117191255289,051900
13,에이블씨엔씨,2021,Q3,생활소비재,-0.05973502730722947,0.06736077481840197,0.010611881037732696,-0.9884449457140437,-0.03163301463007162,0.06701185328629161,078520
13,아모레퍼시픽,2021,Q3,생활소비재,-0.09863362870583087,0.06736077481840197,0.016979416502708178,-0.06613239801611115,0.04493425259156458,-0.06489539016131383,090430
13,CJ제일제당,2021,Q3,생활소비재,-0.1160790324640838,0.06736077481840197,0.03864332624928224,2.131479583184525,0.06614820868605675,0.0304322616811891,097950
13,락앤락,2021,Q3,생활소비재,-0.1419039947034696,0.06736077481840197,0.08300363468662209,-14.753468163565552,-0.004694544663929379,0.11552311647803348,115390
13,이마트,2021,Q3,생활소비재,-0.021463623569724026,0.06736077481840197,0.037868123993603175,-0.6687318090234041,0.029023253895088974,-0.08982717403374538,139480
13,삼양사,2021,Q3,생활소비재,0.11234407283790843,0.06736077481840197,0.009781796895500738,-0.8012993186499762,0.03393752275825124,-0.12780411507583744,145990
13,한국콜마,2021,Q3,생활소비재,-0.09361826633460368,0.06736077481840197,0.030171036026765963,-0.1960287201973665,-0.0033344223118995098,0.09004746118110586,161890
13,코스맥스,2021,Q3,생활소비재,-0.13651241658461874,0.06736077481840197,-0.07389320585701209,-1.6701973534664392,-0.015300710402096462,-0.17655126501799015,192820
