,name,year,quarter,sector,Relative Return,이익잉여금 변화율,비유동자산 변화율,비유동부채 변화율,자본총계 변화율,GDP 변화율,매출액 변화율,Label,Code
36,하이트진로,2016,Q2,생활소비재,-0.19938043633462196,0.03565536001713587,-0.01278768375772199,-0.08062696440096995,0.00842012655509694,0.05338315645739189,0.23038273714967517,-0.017501746296968736,000080
36,CJ,2016,Q2,생활소비재,-0.19481124968343594,0.004545587279831453,2.998635143214301e-05,0.0072292199775858546,0.003558826977634766,0.05338315645739189,-0.5946921647564738,-0.13886939248534486,001040
36,대상,2016,Q2,생활소비재,0.024553516639247902,0.037867127047358284,0.004025403210617284,0.005528093952218871,0.02434976139185352,0.05338315645739189,0.023981937709230072,-0.13692647654911805,001680
36,오리온,2016,Q2,생활소비재,-0.3036057155171823,0.0011200660028105602,0.006360994631070316,0.018276932877049568,0.0010344717346546517,0.05338315645739189,-0.041603277527825555,-0.05526912571958499,001800
36,아모레G,2016,Q2,생활소비재,-0.13955924097926853,-0.0004412610287386487,0.000231187205032235,-0.00453202231882166,-0.00023851968615817842,0.05338315645739189,-0.8679754047569299,-0.1404182867965668,002790
36,남양유업,2016,Q2,생활소비재,-0.06043336656899853,0.012882603226104461,-0.0030317113324968004,-0.19925423295573153,0.013030719419212966,0.05338315645739189,0.11942139963329734,0.020407359322971566,003920
36,농심,2016,Q2,생활소비재,-0.2765674483042426,0.006493477010582893,0.008573434334518959,-0.20368961434244914,0.00612638442825264,0.05338315645739189,-0.07801058916523507,0.027595161170070576,004370
36,빙그레,2016,Q2,생활소비재,-0.23970006895131415,1.9420546648583596,-0.02393667263633148,-0.14858791219877743,0.004218359236114244,0.05338315645739189,0.38029037953384104,0.08068134815600067,005180
36,롯데칠성,2016,Q2,생활소비재,-0.2295668534757873,0.011534706840914843,-0.007538595202371434,-0.01243528318788445,-0.012534437969069168,0.05338315645739189,0.14874134185044174,-0.027578225310182166,005300
36,현대그린푸드,2016,Q2,생활소비재,-0.17649207729642635,0.020044772680589018,-0.03262489121738055,-0.04789121403052987,-0.01332860608306441,0.05338315645739189,-0.09974389788571869,-0.06028676406034897,005440
