,name,year,quarter,sector,Relative Return,국제유가 변화율,비유동자산 변화율,이익잉여금 변화율,영업이익 변화율,비유동부채 변화율,소비자물가지수 변화율,Label,Code
33,하이트진로,2016,Q3,생활소비재,-0.03598531033709729,0.005784579336604034,-0.00035696854703115566,0.019400058661172448,-0.08459790919232058,0.007578404108758541,-0.1224419591674838,-0.17068264442794995,000080
33,CJ,2016,Q3,생활소비재,-0.1523368496930036,0.005784579336604034,-0.0006186861606024552,0.004574507703857478,0.008895097874344726,0.007249193258550113,-0.1224419591674838,-0.06228555020128465,001040
33,대상,2016,Q3,생활소비재,-0.13602207737328315,0.005784579336604034,0.03836325979662458,0.05498587715038128,0.06880401883909926,0.01379193633164566,-0.1224419591674838,-0.27888938087563453,001680
33,오리온,2016,Q3,생활소비재,-0.18535685414290062,0.005784579336604034,-0.031217306569349512,0.024592276178315498,-0.2727874488290898,-0.1605360508029724,-0.1224419591674838,-0.17317446296599925,001800
33,아모레G,2016,Q3,생활소비재,0.025949920262107042,0.005784579336604034,0.0013426432607561711,-0.0010731504098437927,0.039920644608754996,0.01301595309686876,-0.1224419591674838,-0.3155265935223543,002790
33,남양유업,2016,Q3,생활소비재,0.005181239854440141,0.005784579336604034,-0.03387612013010277,0.008543108875769923,-0.2689808475024904,-0.11207685588350424,-0.1224419591674838,0.1127092949915663,003920
33,농심,2016,Q3,생활소비재,-0.1457451772756213,0.005784579336604034,-0.0025486343369718334,0.011822760087215833,2.2155567310119544,-0.03885686732472038,-0.1224419591674838,-0.12867600189882653,004370
33,빙그레,2016,Q3,생활소비재,-0.015148782523825285,0.005784579336604034,-0.013879962506929466,1.2952123035638423,1.0318687306605288,-0.01389388780367462,-0.1224419591674838,-0.039775037143353675,005180
33,롯데칠성,2016,Q3,생활소비재,-0.04036610090069271,0.005784579336604034,0.018941164879079375,0.018555124496791864,0.13336283085808542,0.002219944672770202,-0.1224419591674838,-0.208945235739463,005300
33,현대그린푸드,2016,Q3,생활소비재,-0.06730279186944621,0.005784579336604034,-0.028787918353178954,0.019720730260001984,0.030166099784161515,-0.08802069287186154,-0.1224419591674838,-0.18310686026381745,005440
33,삼립식품,2016,Q3,생활소비재,-0.08257330918951808,0.005784579336604034,0.05875043309831973,0.02211577162651479,-0.4663016180226891,0.06398974857759443,-0.1224419591674838,0.15027343740866905,005610
33,크라운제과,2016,Q3,생활소비재,-0.20353549157697867,0.005784579336604034,0.07138020417287705,0.00913437778955739,-0.15061214695296998,0.004276006770203011,-0.1224419591674838,0.03330212457718697,005740
33,GS리테일,2016,Q3,생활소비재,-0.01442743672275524,0.005784579336604034,-0.16255403805763158,-0.05054044103852395,0.36956666668815674,-0.43176300413297997,-0.1224419591674838,-0.04133650312588509,007070
33,오뚜기,2016,Q3,생활소비재,-0.17209549331982874,0.005784579336604034,0.004465816828976621,0.03866694768792689,0.13748167236197695,-0.0215868369313601,-0.1224419591674838,0.04818200962376175,007310
33,한국전력,2016,Q3,생활소비재,-0.22526467783428658,0.005784579336604034,-0.0031957093662793312,0.05629705268722707,0.467263465209695,-0.018146853813134523,-0.1224419591674838,-0.09982619946331711,015760
33,KT&G,2016,Q3,생활소비재,-0.10410088890544986,0.005784579336604034,0.004248354666054555,0.39259406030563504,0.08223300493439889,0.036714611639130146,-0.1224419591674838,-0.18682754603796783,033780
33,무학,2016,Q3,생활소비재,-0.022529302909010077,0.005784579336604034,0.01921501748116672,0.08008946014636709,-0.15980179054835109,1.9246006705882355,-0.1224419591674838,-0.1610136296638855,033920
33,한국가스공사,2016,Q3,생활소비재,0.003573029335047398,0.005784579336604034,-0.007316689425116318,-0.00714254969567496,5.280938831382203,-0.050415273094832624,-0.1224419591674838,-0.08167581703302781,036460
33,팜스코,2016,Q3,생활소비재,-0.15791100369136207,0.005784579336604034,-0.10328136465057236,0.08412934460294252,0.038826853280079954,-0.2951097310214065,-0.1224419591674838,-0.056758347454124905,036580
33,동원F&B,2016,Q3,생활소비재,-0.1043702443845416,0.005784579336604034,-0.0035388197560863865,-0.05061352277248399,4.911351553852989,0.0054479532680524745,-0.1224419591674838,0.012064274627888005,049770
33,LG생활건강,2016,Q3,생활소비재,-0.1205356677915323,0.005784579336604034,0.010216617182770227,0.1006314843397591,0.09952570843442654,0.008195613934162793,-0.1224419591674838,-0.14670661495958995,051900
33,에이블씨엔씨,2016,Q3,생활소비재,-0.22232169398249998,0.005784579336604034,-0.006771142983362899,-0.02306969009956905,-0.9862196884957369,0.052620234103508245,-0.1224419591674838,0.13080745708407376,078520
33,아모레퍼시픽,2016,Q3,생활소비재,-0.04223509512476246,0.005784579336604034,0.028048668003799904,0.03714748546911517,-0.27849851625588506,0.09135382375339995,-0.1224419591674838,-0.33883019855786173,090430
33,CJ제일제당,2016,Q3,생활소비재,-0.05723364738805751,0.005784579336604034,0.011301427397757413,0.031443136148381345,0.5749601078879303,-0.0014454880890318877,-0.1224419591674838,-0.1466937667737538,097950
33,락앤락,2016,Q3,생활소비재,0.12702067764508873,0.005784579336604034,-0.002580991132729138,0.11813718707160792,-0.2581132749399453,-0.12903767750159012,-0.1224419591674838,-0.097978548455144,115390
33,이마트,2016,Q3,생활소비재,0.15427269156707332,0.005784579336604034,0.013598501001148788,0.08742372921295849,2.4517141534927944,0.11411624985293667,-0.1224419591674838,0.001773946808808033,139480
