,name,year,quarter,sector,Relative Return,이익잉여금 변화율,비유동자산 변화율,비유동부채 변화율,자본총계 변화율,GDP 변화율,매출액 변화율,Label,Code
0,하이트진로,2025,Q2,생활소비재,-0.22050463504538786,0.14879052034271467,0.0006384264850933796,0.011364849235394825,0.025808164619562035,0.047557177658022365,0.0505203586738765,-0.22050463504538786,000080
0,CJ,2025,Q2,생활소비재,0.0193903780779717,0.03084304341989519,-0.000998626157587168,0.02067813306562294,0.019509846434134337,0.047557177658022365,1.2043743423363251,0.0193903780779717,001040
0,대상,2025,Q2,생활소비재,-0.2947633279153907,0.01803943825786125,-0.0035489806066663077,0.02798964193912612,-0.001694257209335026,0.047557177658022365,-0.03349962708177601,-0.2947633279153907,001680
0,오리온,2025,Q2,생활소비재,-0.19363015930330923,0.035023255837598244,0.004560770670620107,0.0008046522285349855,0.000549871658572787,0.047557177658022365,-0.8491121857408395,-0.19363015930330923,001800
0,아모레G,2025,Q2,생활소비재,-0.03775297026986035,-0.0005091517046444949,0.0009893257823494483,0.15425679595943897,-0.0002531881001833769,0.047557177658022365,-0.9502969487204118,-0.03775297026986035,002790
0,남양유업,2025,Q2,생활소비재,-0.5046162587294554,0.0005663044893606806,-0.005066381858210289,-0.004416578365811552,-0.022796713953169734,0.047557177658022365,0.07546489859441818,-0.5046162587294554,003920
0,농심,2025,Q2,생활소비재,-0.34672971712518164,0.014177915393940532,-0.005064789405216152,0.008329982933741098,0.013711715419812975,0.047557177658022365,0.0003706767749604989,-0.34672971712518164,004370
0,빙그레,2025,Q2,생활소비재,-0.4595365926791956,0.39990341254653416,0.012934116090572934,0.0076596418320036275,0.035600849283983216,0.047557177658022365,0.22904314305642504,-0.4595365926791956,005180
0,롯데칠성,2025,Q2,생활소비재,-0.05040910919542144,0.007681122526903339,0.005906424006619337,-0.004513532966810119,0.014606342584047693,0.047557177658022365,0.13281358887417993,-0.05040910919542144,005300
0,현대그린푸드,2025,Q2,생활소비재,0.047785805736257486,0.03345217732870531,0.033014617495743304,-0.03460614264543893,0.02919482980960386,0.047557177658022365,4.2143237572806544,0.047785805736257486,005440
0,삼립식품,2025,Q2,생활소비재,-0.32708781385452135,0.0047097139284482115,-0.01681465645635649,-0.029152600360106473,0.004512534051604344,0.047557177658022365,-0.012410109293000682,-0.32708781385452135,005610
0,크라운제과,2025,Q2,생활소비재,-0.022420140799476296,-0.002833124419632016,-0.00037896636679835005,-0.005691306994505152,-0.0018498301085515534,0.047557177658022365,-0.6311383062074063,-0.022420140799476296,005740
0,GS리테일,2025,Q2,생활소비재,-0.05957316361763673,0.01752132445316068,-0.0069271628743551306,9.10186340083996e-05,0.023629893614725006,0.047557177658022365,0.08419072478123368,-0.05957316361763673,007070
0,오뚜기,2025,Q2,생활소비재,-0.2565258574871602,0.010576988864609227,0.0346100826804252,0.31430932343539686,0.010244735180748421,0.047557177658022365,-0.04312660899068066,-0.2565258574871602,007310
0,한국전력,2025,Q2,생활소비재,0.26725174722327216,0.0561847004112217,0.010177804651985367,0.012207363911852731,0.015176827837471984,0.047557177658022365,-0.09477549677966379,0.26725174722327216,015760
0,KT&G,2025,Q2,생활소비재,-0.05073210661144212,11.035493827160494,-0.008301019279977062,0.39660752604320715,0.02544444518900235,0.047557177658022365,0.1408116874267491,-0.05073210661144212,033780
0,무학,2025,Q2,생활소비재,-0.1548987732781088,0.03396230999363126,0.02921512965225559,0.3000091358532697,0.033679829025456964,0.047557177658022365,0.03135337540317229,-0.1548987732781088,033920
0,한국가스공사,2025,Q2,생활소비재,-0.12244293878252534,0.05409913290206658,-0.007843028787099193,-0.015130864552896583,0.04614620135492076,0.047557177658022365,-0.41575957124625385,-0.12244293878252534,036460
0,팜스코,2025,Q2,생활소비재,0.05745502789148185,0.2441228506594224,-0.0013109755510716248,-0.2027964151074737,0.1541140374221006,0.047557177658022365,0.06464799077487204,0.05745502789148185,036580
0,동원F&B,2025,Q2,생활소비재,-0.0657570259899235,0.20837288304178148,0.03487160366611275,0.2533113356084915,0.011964532122470395,0.047557177658022365,-0.14177452684556024,-0.0657570259899235,049770
0,LG생활건강,2025,Q2,생활소비재,-0.3257967060946463,0.004744865001522047,0.032453719677793647,-0.10025324102364142,0.0045134379258884305,0.047557177658022365,-0.10308475884704005,-0.3257967060946463,051900
0,에이블씨엔씨,2025,Q2,생활소비재,0.16938927527464567,0.06298106066892095,-0.04640044167604618,-0.053153657322374426,0.025313248871977168,0.047557177658022365,0.0699498671156693,0.16938927527464567,078520
0,아모레퍼시픽,2025,Q2,생활소비재,-0.24842858357621178,0.0036482863208189276,0.007377997653885471,0.11377872086313356,0.003923650202636075,0.047557177658022365,-0.03178222382039675,-0.24842858357621178,090430
