,name,year,quarter,sector,Relative Return,이익잉여금 변화율,비유동자산 변화율,비유동부채 변화율,자본총계 변화율,GDP 변화율,매출액 변화율,Label,Code
1,하이트진로,2025,Q1,생활소비재,-0.015941594825388008,-0.08828265512799871,0.0020143468896982597,0.06537450713867599,-0.012172772967802836,-0.07669212801374647,-0.04009781040516658,-0.22050463504538786,000080
1,CJ,2025,Q1,생활소비재,0.002718753535267729,-0.04027022487860954,-0.0005445665812374711,-0.43789627438080925,-0.025855624918876607,-0.07669212801374647,-0.12059983553025522,0.0193903780779717,001040
1,대상,2025,Q1,생활소비재,-0.005100098090748531,0.009005158915604605,0.013707950110589895,-0.015999785309943282,0.003841466805811544,-0.07669212801374647,0.07206920881747858,-0.2947633279153907,001680
1,오리온,2025,Q1,생활소비재,0.22707742890840205,-0.008668820119894671,0.0013890796431619279,0.00206385968688938,-0.0017427078099414572,-0.07669212801374647,7.753802969759464,-0.19363015930330923,001800
1,아모레G,2025,Q1,생활소비재,0.08450175587171632,-0.04835356490687481,-0.0015981450830543364,-0.6697780608304666,0.00717808934571762,-0.07669212801374647,14.656141473960897,-0.03775297026986035,002790
1,남양유업,2025,Q1,생활소비재,0.1374568697324508,-0.05954745410095108,-0.02122211958177489,-0.06380274185498014,-0.019139101997749375,-0.07669212801374647,-0.09140807145012264,-0.5046162587294554,003920
1,농심,2025,Q1,생활소비재,0.002698437341414301,0.005050912730789392,0.008605509472249917,0.02570319059984638,0.005029004987430863,-0.07669212801374647,0.0455487307934721,-0.34672971712518164,004370
1,빙그레,2025,Q1,생활소비재,0.03059441842888475,-0.6156201916613228,0.014119232253031466,0.12190500029999463,-0.025253063182160473,-0.07669212801374647,0.08548643043372994,-0.4595365926791956,005180
1,롯데칠성,2025,Q1,생활소비재,-0.062383539630199894,-0.005131319468384188,-0.00825283123949816,-0.1099755654246024,-0.007395378914911266,-0.07669212801374647,0.012673471167205408,-0.05040910919542144,005300
1,현대그린푸드,2025,Q1,생활소비재,0.15789269221451302,-0.016918738714535975,0.025033024090891143,-0.0058666919447232235,-0.020110661568969346,-0.07669212801374647,-0.8442101096601142,0.047785805736257486,005440
1,삼립식품,2025,Q1,생활소비재,0.09799930650924542,-0.015490356471634437,0.004365425630827868,0.0005672594894174932,-0.014811290920150433,-0.07669212801374647,-0.10351672017046176,-0.32708781385452135,005610
1,크라운제과,2025,Q1,생활소비재,0.14557345244037723,0.02290674968416906,-0.0004379525020078434,0.01630566309679571,0.014823270789111387,-0.07669212801374647,1.701509974088343,-0.022420140799476296,005740
1,GS리테일,2025,Q1,생활소비재,-0.023606438444254457,0.008202427392213218,-0.013516871762752403,-0.0035567469615556124,-0.006792529404717751,-0.07669212801374647,-0.05907895368661864,-0.05957316361763673,007070
1,오뚜기,2025,Q1,생활소비재,-0.06309260809810477,-0.009742935478371129,-0.016292966777348705,-0.10666338468558878,-0.009162000519129632,-0.07669212801374647,0.04780625998335042,-0.2565258574871602,007310
1,한국전력,2025,Q1,생활소비재,0.1914261398989041,1.136991759187603,0.01735481981132403,0.019838972137943944,0.13611229233430122,-0.07669212801374647,0.03823992293310208,0.26725174722327216,015760
1,KT&G,2025,Q1,생활소비재,0.1595179490798222,-0.8677692374964776,0.026476817480914683,0.023221286234077265,-0.03190997439375898,-0.07669212801374647,-0.055418989350582204,-0.05073210661144212,033780
1,무학,2025,Q1,생활소비재,0.06078097860858151,0.013296780542521924,0.6112738563747777,4.219248192079239,0.01310437057325653,-0.07669212801374647,0.007655266473639344,-0.1548987732781088,033920
1,한국가스공사,2025,Q1,생활소비재,-0.003236251651454263,0.03843913604375748,0.009552323222130177,0.01207415605332951,0.027120158535223204,-0.07669212801374647,0.30670960053236573,-0.12244293878252534,036460
1,팜스코,2025,Q1,생활소비재,0.06061805909082328,0.015559413627102003,0.003916652140010912,-0.10846303281104042,0.009766583098302695,-0.07669212801374647,-0.09904985522234822,0.05745502789148185,036580
1,동원F&B,2025,Q1,생활소비재,0.1260064563376276,-0.611651649066927,0.011514571362417847,-0.03721594318148114,0.022515312297654022,-0.07669212801374647,0.21736979687045732,-0.0657570259899235,049770
1,LG생활건강,2025,Q1,생활소비재,0.0019808394366544776,0.04792832138279124,-0.003554817838916313,-0.002066940142195106,0.04567713710925947,-0.07669212801374647,0.20643287872454685,-0.3257967060946463,051900
1,에이블씨엔씨,2025,Q1,생활소비재,0.027919646392410586,0.027038780102950355,-0.04765325753154259,-0.05727010142432887,0.01841536495161611,-0.07669212801374647,-0.03976920129335082,0.16938927527464567,078520
1,아모레퍼시픽,2025,Q1,생활소비재,0.12983481683217118,-0.004484746404771256,-0.008913316967372631,-0.060093198144357984,-0.0032881791919543435,-0.07669212801374647,0.05146851595326196,-0.24842858357621178,090430
1,CJ제일제당,2025,Q1,생활소비재,-0.10437145872888322,0.03582877496035364,-0.003452103212138513,-0.2016536634298317,0.025720666058879793,-0.07669212801374647,-0.0004898928425532967,-0.2557922623085405,097950
