,name,year,quarter,sector,Relative Return,이익잉여금 변화율,비유동자산 변화율,비유동부채 변화율,GDP 변화율,자본총계 변화율,매출액 변화율,Label,Code
30,하이트진로,2017,Q4,생활소비재,-0.023534308423521215,-0.05718061831079546,-0.0030302297680568913,-0.08452672996428379,0.044392221530626275,-0.013233501701021555,-0.1441622781027092,-0.0493505668556139,000080
30,CJ,2017,Q4,생활소비재,-0.12332689610236605,0.004043668339337225,0.0005426634733078917,-0.34741853558148783,0.044392221530626275,0.0014742302808898877,1.0829472030615817,0.05919873942706584,001040
30,대상,2017,Q4,생활소비재,-0.002421057413362987,-0.007328889159956775,0.006247545486386175,-0.03258289644425971,0.044392221530626275,-0.0170793153509059,-0.1495729973994836,0.02797127356775445,001680
30,오리온,2017,Q4,생활소비재,-0.05679936097733431,0.0017108290075638077,2.0868898080065463,-0.9829185932862967,0.044392221530626275,2.337575327179428,0.45155240496746574,-0.10431789820217621,001800
30,아모레G,2017,Q4,생활소비재,-0.012013010713925555,0.007404789595870875,0.008014574683023357,0.08302487517460944,0.044392221530626275,0.004155625487458403,1.129401576886941,-0.1360954223272263,002790
30,남양유업,2017,Q4,생활소비재,0.015781494168882616,0.0009463002730525361,0.039206243256012296,-0.18084116939856332,0.044392221530626275,0.0008264127413166733,-0.05919045157517555,-0.005378676854668178,003920
30,농심,2017,Q4,생활소비재,-0.12783099423269578,0.006615244155272704,-0.005549012165146805,-0.04251798088753578,0.044392221530626275,0.0062015034877642705,-0.04050508507010464,0.054211131596110476,004370
30,빙그레,2017,Q4,생활소비재,-0.022366865030403478,0.2843639779369027,-0.008048803070420663,-0.29628455634469064,0.044392221530626275,-0.005056071239829096,-0.3716402266828225,0.048984254228570764,005180
30,롯데칠성,2017,Q4,생활소비재,0.2818374507395457,0.24153167954900634,0.02053853853605281,0.10632506453339707,0.044392221530626275,0.03877999663676235,-0.30645669884694204,0.03748557998739653,005300
30,현대그린푸드,2017,Q4,생활소비재,-0.04306671805902363,0.07282065976532337,0.11635033936760153,0.2987261364360334,0.044392221530626275,0.07092939354119476,-0.08922718606686919,0.09398526413280744,005440
30,삼립식품,2017,Q4,생활소비재,-0.07211452184366951,0.052911470361692636,-0.04317309691810711,0.28827825767032067,0.044392221530626275,0.05139114824842106,-0.032156731250339576,-0.046527513696990264,005610
30,크라운제과,2017,Q4,생활소비재,-0.1475323563708158,0.002626254056954158,0.38927166101405186,0.7970204267977035,0.044392221530626275,0.41747077332537597,0.04427901665168488,0.3741074069379304,005740
30,GS리테일,2017,Q4,생활소비재,-0.07746860326952576,0.020315229417828817,0.008742354985624257,-0.07616408635835425,0.044392221530626275,0.01800528588917505,-0.09193998463435715,0.17180550795627417,007070
30,오뚜기,2017,Q4,생활소비재,-0.0894041226572978,0.018173126400485184,0.008200821908171951,-0.5829216652642478,0.044392221530626275,0.017958673253329005,-0.11505084753713524,0.03797295315641777,007310
30,한국전력,2017,Q4,생활소비재,-0.08710277989036105,-0.011181089206153683,0.0027363130853956807,0.0176311121315198,0.044392221530626275,-0.007688523701589567,-0.04468164098180505,0.12861925734019172,015760
30,KT&G,2017,Q4,생활소비재,-0.13959090510952646,0.24008635838894343,0.010367853652527792,-0.477990578473227,0.044392221530626275,0.027110475989346572,-0.13445217196662174,-0.0008389680084445739,033780
30,무학,2017,Q4,생활소비재,-0.05240028780496451,-0.01094649998189734,0.15041422581200647,-0.37851035013047707,0.044392221530626275,-0.0032968517228390004,-0.08803700949596682,-0.03293193053618971,033920
