,name,year,quarter,sector,Relative Return,국제유가 변화율,비유동자산 변화율,부채총계 변화율,유동부채 변화율,자본총계 변화율,Label,Code
27,하이트진로,2018,Q1,생활소비재,-0.04948171985198782,0.08575762500677153,-0.006427551945900167,-0.07394347021207714,-0.2220574739411194,-0.04017936805941125,-0.08982263492396855,000080
27,CJ,2018,Q1,생활소비재,0.06456432208947764,0.08575762500677153,-0.03821583594984923,0.2647838509458065,0.2672515575443688,-0.01597892675759849,-0.07695835042899499,001040
27,대상,2018,Q1,생활소비재,0.02797127356775445,0.08575762500677153,-0.0025025979558674916,-0.03758065557103929,0.1291922151265399,-0.00015303284369039272,-0.0001030087557442605,001680
27,오리온,2018,Q1,생활소비재,-0.10431789820217621,0.08575762500677153,-0.0005003488068403561,5.1557784364029615,6.393965883260188,-0.005433963134464093,-0.02112350920796012,001800
27,아모레G,2018,Q1,생활소비재,-0.1360954223272263,0.08575762500677153,0.012505046940913589,0.7281673227098895,7.912938383986498,0.00915845066838461,-0.15131130972098725,002790
27,남양유업,2018,Q1,생활소비재,-0.005378676854668178,0.08575762500677153,0.02179172064419732,0.02364220508534176,0.0062880255588440015,-0.0010421763271928342,0.039370590936152326,003920
27,농심,2018,Q1,생활소비재,0.05797105464624123,0.08575762500677153,-0.002533320351179147,0.08606057070953699,0.09905823567403549,0.002706275996884555,-0.0013150414660246385,004370
27,빙그레,2018,Q1,생활소비재,0.048984254228570764,0.08575762500677153,0.0037599412134861065,0.2090640500783736,0.20700193687575474,-0.01841170128954528,0.10809174648389712,005180
27,롯데칠성,2018,Q1,생활소비재,0.034072599802839096,0.08575762500677153,-0.006659311599715334,0.0929251450164097,-0.12748361281845888,-0.01947470889380487,-0.019506453568047727,005300
27,현대그린푸드,2018,Q1,생활소비재,0.09398526413280744,0.08575762500677153,-0.07219000489774574,0.0337024112438129,0.07877864377358756,-0.012399815123429359,-0.039169150428335436,005440
27,삼립식품,2018,Q1,생활소비재,-0.046527513696990264,0.08575762500677153,-0.002916270507513974,-0.0698751651829701,-0.08864461848673477,-0.01214791502611634,-0.007293863780074225,005610
27,크라운제과,2018,Q1,생활소비재,0.3741074069379304,0.08575762500677153,0.007983670854391223,0.07391908634766953,0.115824923016564,0.006364918619427895,-0.18138182906496925,005740
27,GS리테일,2018,Q1,생활소비재,0.24640237284137154,0.08575762500677153,0.003284533097656972,0.04413976418470589,0.05157577197241392,-0.017653804031516063,0.010624514228784923,007070
27,오뚜기,2018,Q1,생활소비재,0.03997906446173767,0.08575762500677153,0.02570919000034988,0.18603100442243803,0.20906927753656546,0.010129174324849943,0.2499458499548869,007310
27,한국전력,2018,Q1,생활소비재,0.12546416759389964,0.08575762500677153,0.011883242923087733,0.03506761660543267,0.04858164097723594,-0.020192101602879542,-0.061159645291161246,015760
27,KT&G,2018,Q1,생활소비재,-0.0008389680084445739,0.08575762500677153,0.010318531584567303,0.30335052302167065,0.32797386171732,-0.043265975928506784,0.16882853961505645,033780
27,무학,2018,Q1,생활소비재,-0.03293193053618971,0.08575762500677153,0.07451584677820833,0.008313189148954514,0.016255835311854483,-0.013432787965489634,-0.034640601167517174,033920
27,한국가스공사,2018,Q1,생활소비재,0.2188319700870702,0.08575762500677153,0.020923383104883175,0.008084564516928516,-0.06554847463043001,0.11113310047418223,0.012370574111864818,036460
27,팜스코,2018,Q1,생활소비재,0.020848069893140805,0.08575762500677153,0.03646401248897213,0.12471967089802583,0.13248571876797222,0.01203167703746355,-0.01854721701905933,036580
27,동원F&B,2018,Q1,생활소비재,0.08545927449712974,0.08575762500677153,0.007291629814813572,0.06575551090499476,-0.10688512377542048,0.0032732085891471474,0.3095261187910555,049770
27,LG생활건강,2018,Q1,생활소비재,0.051399488659872636,0.08575762500677153,0.040256371700781335,-0.01635775446747534,-0.03996304339187673,0.03090286641925366,0.013155383941900772,051900
27,에이블씨엔씨,2018,Q1,생활소비재,-0.0977540649235415,0.08575762500677153,0.0035453247873040716,-0.1440239020108518,-0.15814898683231016,-0.003291757881609181,-0.15180685901477114,078520
27,아모레퍼시픽,2018,Q1,생활소비재,-0.003791538899946763,0.08575762500677153,0.00039997578317430005,0.1437571497854413,0.1802350074750947,0.011943109153985443,-0.12990855364258475,090430
27,CJ제일제당,2018,Q1,생활소비재,0.10988981946141195,0.08575762500677153,0.09805373635022185,0.0786820895175302,0.26961180360316583,0.23084652954769092,0.06397123475775159,097950
27,락앤락,2018,Q1,생활소비재,-0.013116533487313689,0.08575762500677153,0.00482313939138268,0.3643078307109382,0.5093660446117818,-0.010548361739349144,-0.144944129473842,115390
27,이마트,2018,Q1,생활소비재,-0.014081006886579848,0.08575762500677153,-0.0013937154838263854,0.006183374917834827,0.04412399102410647,0.0005872419137804563,-0.09304350191800204,139480
27,삼양사,2018,Q1,생활소비재,0.03278206561258905,0.08575762500677153,0.0021105893136457166,-0.028202321364407368,-0.05743964316296668,0.007655993587077248,-0.060234604246293705,145990
27,한국콜마,2018,Q1,생활소비재,0.010545752675484705,0.08575762500677153,0.23250656929794378,0.015718105567247065,0.020577919034088676,0.01840085348949816,-0.018581655390075266,161890
27,코스맥스,2018,Q1,생활소비재,0.14180227740722787,0.08575762500677153,0.20503005402719743,0.11826695469008897,0.16096841893683167,0.00937444025408829,-0.03390975317040015,192820
