,Feature,Average_Importance
0,M_국제유가 변화율,0.10754651440763201
1,F_비유동자산 변화율,0.0700321071262275
2,F_영업이익 변화율,0.06886412993519395
3,F_비유동부채 변화율,0.06746315499546117
4,F_이익잉여금 변화율,0.0664380845335208
