,name,year,quarter,sector,Relative Return,이익잉여금 변화율,비유동자산 변화율,비유동부채 변화율,GDP 변화율,자본총계 변화율,매출액 변화율,Label,Code
5,하이트진로,2024,Q1,생활소비재,0.0020583686608788643,-0.21501944174767285,-0.009810786724987808,0.10537445508692156,-0.06637393544250225,-0.032777774062303755,-0.030612977371867522,0.08072042935574156,000080
5,CJ,2024,Q1,생활소비재,0.30446339024885205,-0.021317405139378076,-0.00016710716567569506,0.6238143001296939,-0.06637393544250225,-0.01336497416393767,-0.6274824866221511,-0.17122467059725835,001040
5,대상,2024,Q1,생활소비재,0.11368818449220293,0.0007292395704567856,0.007963995634372445,-0.1443264454562655,-0.06637393544250225,0.0058405438332131965,0.061817674152355284,0.1485137855390761,001680
5,오리온,2024,Q1,생활소비재,0.03679603803376938,25.828223048348697,0.0012711798063707036,-0.00921173292604116,-0.06637393544250225,-0.014484603328560941,3.6423587374146438,0.1064926806430334,001800
5,아모레G,2024,Q1,생활소비재,0.34180484330834365,0.007428406960557465,-0.008844912977743924,-0.1427736363344846,-0.06637393544250225,0.00010506466564108585,-0.0949463499400448,-0.2562303020917185,002790
5,남양유업,2024,Q1,생활소비재,-0.13964426314076286,-0.008250651204264714,-0.013589851858126112,-0.013194016464505354,-0.06637393544250225,-0.00837334357319841,-0.030874997632905354,0.045951548082037684,003920
5,농심,2024,Q1,생활소비재,0.16975980731303136,0.004628581425496048,0.004738440974621172,0.04346354167030397,-0.06637393544250225,0.004565503679954341,0.03758933139362286,0.08444982766988073,004370
5,빙그레,2024,Q1,생활소비재,0.39672908573258603,-0.6367621316089003,0.03492000151509922,0.21896577675845408,-0.06637393544250225,-0.0018150858934200542,0.10762329646298707,0.12835130908752176,005180
5,롯데칠성,2024,Q1,생활소비재,0.002551108448076869,-0.0045818220042876945,0.0006906934775940954,-0.04183302726624083,-0.06637393544250225,-0.005825406384875387,0.0396759147669703,0.12366439729131246,005300
5,현대그린푸드,2024,Q1,생활소비재,0.10146567177651153,-0.001624161929779433,0.01783952668693911,0.04212032724339165,-0.06637393544250225,0.012786866577686906,0.023693051298204537,-0.0636380536335483,005440
5,삼립식품,2024,Q1,생활소비재,0.021886634673320818,-0.017337920060118917,-0.011507429320074092,-0.05896422380404287,-0.06637393544250225,-0.01642558140134831,-0.10825397750749866,-0.06261279233431438,005610
5,크라운제과,2024,Q1,생활소비재,0.0636607746352647,0.014585971778762197,-0.0004586533966759454,0.017397446816761475,-0.06637393544250225,0.00930381904021571,1.5874070752278477,0.018625563830069178,005740
5,GS리테일,2024,Q1,생활소비재,-0.0124356022229826,0.003553837406037985,0.019242283440360053,0.0359293884146521,-0.06637393544250225,0.0005924872658911173,-0.018513281767889245,0.0586600120846085,007070
5,오뚜기,2024,Q1,생활소비재,0.12731620694470724,0.009262477206215314,-0.0030574552810636035,-0.17640659161086714,-0.06637393544250225,0.00888977482957487,0.06421916646948334,-0.007607883268906927,007310
5,한국전력,2024,Q1,생활소비재,-0.12778101527751498,1.1441900331560495,0.00993074176691544,-0.06802905349690291,-0.06637393544250225,0.032118939007214964,0.03874752283659233,0.02358362834619821,015760
5,KT&G,2024,Q1,생활소비재,-0.022564257536167073,-0.7901544739143107,0.0025869366590567378,0.015653169872950512,-0.06637393544250225,-0.019660581996227222,-0.12695216488836003,0.19194711079139515,033780
5,무학,2024,Q1,생활소비재,0.03414491064841095,0.01896808860610233,0.23344205007226604,0.8384811425237821,-0.06637393544250225,0.018714030255523095,0.09557066304932582,0.23803609014585864,033920
5,한국가스공사,2024,Q1,생활소비재,0.0007310620171710152,0.04769739132406592,0.01512088738177364,0.02992766945155556,-0.06637393544250225,0.024146136768381288,0.21763248545006197,0.7475192575237629,036460
5,팜스코,2024,Q1,생활소비재,-0.06378956228606199,-0.016730660221247584,-0.0015900710692967612,-0.04270861766256917,-0.06637393544250225,-0.011519737188351198,-0.10652279847989066,-0.10081361142766279,036580
5,동원F&B,2024,Q1,생활소비재,0.19025429105685676,-0.5571414093272926,0.006764823296287803,-0.022134779183868636,-0.06637393544250225,0.02223702918685233,0.18004847371641963,-0.05815360283659749,049770
5,LG생활건강,2024,Q1,생활소비재,0.21993396056789563,1.1969274515744033e-05,-0.0033205251602163033,0.0051938421891748465,-0.06637393544250225,7.5535959145334175e-06,0.22353415565779589,-0.22010182890920474,051900
5,에이블씨엔씨,2024,Q1,생활소비재,0.2684493370260081,0.03275053274630779,0.023782279310447185,-0.004976875394983482,-0.06637393544250225,0.0222129576815131,0.013406757558845683,-0.023821494993460236,078520
5,아모레퍼시픽,2024,Q1,생활소비재,0.4847839299494021,0.010519554993526858,-0.01657588775841956,0.005267061090574066,-0.06637393544250225,0.006700651597051133,0.02955803228692111,-0.26214869011960895,090430
5,CJ제일제당,2024,Q1,생활소비재,0.1319201603007937,0.008257983816186698,-0.0033281028221464615,0.023244346094110524,-0.06637393544250225,0.007804398031067805,0.10365759727323143,0.1599541139048076,097950
5,이마트,2024,Q1,생활소비재,-0.08947221296871266,0.008415073881155255,0.012900351847523917,0.07832710627681072,-0.06637393544250225,0.02364725050836114,0.04027318415620207,-0.010437759053943362,139480
5,삼양사,2024,Q1,생활소비재,0.06899628562854129,0.06444082847711452,0.031977158411100826,-0.18388158323508497,-0.06637393544250225,0.04494319144233194,-0.00944655577792386,-0.009540772803594187,145990
5,한국콜마,2024,Q1,생활소비재,0.16486386489677696,0.14355603561790264,0.0813999109954544,0.190954735378297,-0.06637393544250225,0.061266646682002435,0.1552100841351991,0.1924577264918067,161890
5,코스맥스,2024,Q1,생활소비재,0.43014358789708823,0.551334457149872,0.04546844026355634,0.060307769794677224,-0.06637393544250225,0.07729788935043969,0.2723992899494272,-0.21329772384116372,192820
