,name,year,quarter,sector,Relative Return,이익잉여금 변화율,비유동자산 변화율,비유동부채 변화율,GDP 변화율,자본총계 변화율,매출액 변화율,Label,Code
24,하이트진로,2019,Q2,생활소비재,0.0872777002159705,-0.0878920854988211,0.008919837650565476,-0.13948868985706075,0.05545206692664095,-0.027395834543206488,0.24456856353846068,0.2802798329144396,000080
24,CJ,2019,Q2,생활소비재,-0.22322779129095355,-0.004868252584626087,-0.0036122138302684403,0.009852810818969271,0.05545206692664095,0.004840766483536596,0.058732907035012216,0.0876596259759125,001040
24,대상,2019,Q2,생활소비재,-0.045225165199967235,0.06559151610804537,0.11112133734988205,0.12136375909017105,0.05545206692664095,0.037993593140147386,0.09291803865894521,-0.016678527527980727,001680
24,오리온,2019,Q2,생활소비재,-0.10415342262919178,-0.06903521523804668,0.008681741168615309,0.012051938215189795,0.05545206692664095,-0.0005278328520369469,-0.8178953119476994,0.02043666881706442,001800
24,아모레G,2019,Q2,생활소비재,-0.1419193800760003,0.0013689733315693786,0.0014901365615946904,-0.007147737903943185,0.05545206692664095,-0.022915759271107672,0.058765593580880404,0.3027252659402598,002790
24,남양유업,2019,Q2,생활소비재,-0.03722636073201374,0.020509228010219926,0.06330375332307248,0.004318949214394019,0.05545206692664095,0.02090274259177849,0.04790871502192107,-0.21883060991489223,003920
24,농심,2019,Q2,생활소비재,-0.10368408595835324,0.0019037648127704365,0.019369633897381666,-0.024879290280209188,0.05545206692664095,0.0020358838456771,-0.03392451703382682,-0.00952486751588151,004370
24,빙그레,2019,Q2,생활소비재,-0.08456857949375865,2.0977947743894143,0.016973113005845253,-0.057277602920850046,0.05545206692664095,0.030860139889017812,0.39200467014781126,-0.14858969059051724,005180
24,롯데칠성,2019,Q2,생활소비재,-0.06691938007600029,-0.022721708531054263,-0.005501694686671277,-0.17221327505256656,0.05545206692664095,-0.032208537087811906,0.1579799958523036,-0.10676315554364323,005300
24,현대그린푸드,2019,Q2,생활소비재,-0.063978033141956,0.017211213136663295,-0.012090807276796012,-0.05336813672825946,0.05545206692664095,-0.008781463771379783,-0.019725755613630214,-0.10379415904414765,005440
24,삼립식품,2019,Q2,생활소비재,-0.22634560958419703,0.0337066373423367,-0.002825082262786549,-0.06973325152734289,0.05545206692664095,0.03158374876688197,0.0514458224553207,-0.009357330657772722,005610
24,크라운제과,2019,Q2,생활소비재,0.02582255540787068,-0.017105125043759273,-0.0010557617108242212,-0.09416117826803916,0.05545206692664095,-0.010941848379724228,-0.5795671509529029,-0.11345583980642095,005740
24,GS리테일,2019,Q2,생활소비재,0.1682857665271764,0.0250063237801621,0.007174155823445272,0.009199036635389568,0.05545206692664095,0.02226887760434315,0.10617645777364171,-0.08304177194964817,007070
24,오뚜기,2019,Q2,생활소비재,-0.06186157660779219,0.010313424803022553,0.07103521913085764,0.005492687106615657,0.05545206692664095,0.009909373408116373,-0.05151653578226312,-0.15989466455750517,007310
24,한국전력,2019,Q2,생활소비재,0.006749821444912256,0.0027948717054413486,0.008465610224145381,0.041728942248343115,0.05545206692664095,0.0015707414081922444,-0.1318175768675739,-0.013779777699707618,015760
24,KT&G,2019,Q2,생활소비재,0.07808061992399971,1.2799589114765397,0.023359390367302613,0.2913437010355051,0.05545206692664095,0.03947040549216285,0.23372067107263006,-0.11894934333958712,033780
24,무학,2019,Q2,생활소비재,-0.06126094386200852,0.012778319449354925,0.005120987555830014,0.12065034516271367,0.05545206692664095,0.001747451013309309,-0.010571934529720717,-0.24388159266208032,033920
24,한국가스공사,2019,Q2,생활소비재,-0.00938925959407258,0.002637532083514582,0.007436905257416582,0.015434520268962304,0.05545206692664095,-0.001535866598410096,-0.4537284143269792,-0.07251407129455897,036460
24,팜스코,2019,Q2,생활소비재,-0.292899772232863,-0.0017772904181991844,-0.007058931217402975,-0.36159218515577995,0.05545206692664095,-0.001250476899898878,0.09486866413079009,-0.05587279178199234,036580
24,동원F&B,2019,Q2,생활소비재,-0.06791842099671641,0.20038638418394816,0.0036921058666345985,-0.1191462348267025,0.05545206692664095,0.007302232826709831,-0.13746857685856373,-0.12204010468434175,049770
24,LG생활건강,2019,Q2,생활소비재,-0.0370114046158776,0.05765372826312021,0.005245358006858325,-0.024328300062303465,0.05545206692664095,0.05558639709891744,-0.06057333868619763,-0.07488168674430822,051900
