,name,year,quarter,sector,Relative Return,이익잉여금 변화율,비유동자산 변화율,비유동부채 변화율,자본총계 변화율,GDP 변화율,매출액 변화율,Label,Code
10,하이트진로,2022,Q4,생활소비재,-0.2051437232353097,0.043660870690116926,-0.01132933907094602,-0.11882171472162495,0.013606506822322784,0.037277113088610925,-0.06303004997257622,0.038641362219884894,000080
10,CJ,2022,Q4,생활소비재,0.3383795139160159,0.0036583103570728692,-0.008030520405196917,0.06137434687826837,0.00227785293683902,0.037277113088610925,-0.08407720327961576,-0.153021743259389,001040
10,대상,2022,Q4,생활소비재,-0.12654113875037226,0.04412935487793668,-0.03298693252591467,-0.058448110548983356,0.005262512452327117,0.037277113088610925,-0.04740834479098843,-0.0033125318611119843,001680
10,오리온,2022,Q4,생활소비재,0.13806866723735475,0.005013610747107045,0.03978035289763504,3.2428251193503366,0.0007205294926670991,0.037277113088610925,0.03233184670521361,-0.02800845482771719,001800
10,아모레G,2022,Q4,생활소비재,0.31921775164162913,0.1017160969475237,0.042376921615041585,0.14783534822077682,0.06823318327282735,0.037277113088610925,-0.08410221424183684,-0.17557276421142476,002790
10,남양유업,2022,Q4,생활소비재,0.5237114380139952,-0.04534736664342465,0.012255476621716666,-0.13746055571484883,-0.04635208009483405,0.037277113088610925,-0.04342257354875434,-0.1464054319227091,003920
10,농심,2022,Q4,생활소비재,0.19417690887220765,0.0237604616585414,0.014723608494296991,-0.007922505023881699,0.02381670389778434,0.037277113088610925,0.019043821869767052,0.06374413952031188,004370
10,빙그레,2022,Q4,생활소비재,0.028641735085464616,0.07996038940522832,0.0495169484249649,-0.02217756729297704,0.005851811599331347,0.037277113088610925,-0.2668707962055288,0.07926272502339274,005180
10,롯데칠성,2022,Q4,생활소비재,0.07606605797447152,0.0040115646990470655,0.018313980273676256,-0.06941438689503832,0.004946869702354917,0.037277113088610925,-0.14974042272832733,-0.07315411688179563,005300
10,현대그린푸드,2022,Q4,생활소비재,0.07614267667573206,0.04003523810020959,0.07013876234070904,-0.1492388980962881,0.025635566859351755,0.037277113088610925,-0.028060673529708646,0.0,005440
10,삼립식품,2022,Q4,생활소비재,-0.02393394202552848,0.045342747673101425,-0.011448642458073532,-0.09392542037997931,0.04289583690625598,0.037277113088610925,0.013300088447233405,0.06439727206045665,005610
10,크라운제과,2022,Q4,생활소비재,-0.002794645185297061,-0.0958933622042133,-0.04607874302136816,0.08504671329204072,-0.06162260713948775,0.037277113088610925,0.18879779178375,0.0024890941551481797,005740
10,GS리테일,2022,Q4,생활소비재,-0.011229039950225752,-0.0291979241815018,-0.029509213403292378,-0.015954727869326835,-0.011694120070694147,0.037277113088610925,-0.03875415593334941,-0.0799843817424015,007070
10,오뚜기,2022,Q4,생활소비재,0.012536833575681902,0.05695353699668915,0.13961735031705902,0.5927322164075752,0.05447044364956577,0.037277113088610925,-0.03784446586923562,0.01059339490370493,007310
10,한국전력,2022,Q4,생활소비재,-0.04298156107314753,-0.6392366775685115,0.025637365940627932,0.1607553623461897,-0.26199761952942635,0.037277113088610925,-0.021543733789984754,0.07872024030499353,015760
10,KT&G,2022,Q4,생활소비재,-0.023728687509929135,-0.015994091697991597,-0.015764116922174165,-0.22823319432296163,-0.04383606821020203,0.037277113088610925,-0.05949286382427499,-0.057707033579325044,033780
10,무학,2022,Q4,생활소비재,0.0024085098488382875,0.08525206690736553,0.05993235148378173,-0.02960729839632059,0.08740583880277697,0.037277113088610925,0.04592929938074364,0.12341842993071936,033920
10,한국가스공사,2022,Q4,생활소비재,-0.23962021653533241,0.22492939826979064,0.052017823786621786,-0.049648183595025985,0.1717270342938324,0.037277113088610925,0.7091868526707263,-0.01145352802969436,036460
