,name,year,quarter,sector,Relative Return,영업이익 변화율,비유동자산 변화율,법인세차감전 순이익 변화율,부채총계 변화율,매출액 변화율,이익잉여금 변화율,Label,Code
31,하이트진로,2017,Q1,생활소비재,0.008827454099233585,-1.751994192346809,-0.007518281364236601,-2.6024480453845893,-0.008597169855558029,-0.15225377718456823,-0.25177656189515707,0.06856733350009801,000080
31,CJ,2017,Q1,생활소비재,0.08616570802638535,-8.981830070734741,-0.0010828105331858184,7.188970547380016,0.16656770250602126,1.2479839027137793,0.0018463894371840706,-0.13370168117654951,001040
31,대상,2017,Q1,생활소비재,-0.0014950147294593014,1.6185797068761336,-0.005483886583146247,3.224636729851748,0.05147222120563555,0.17105469160302422,0.016473056235015493,-0.06228111840310379,001680
31,오리온,2017,Q1,생활소비재,0.027978559900321075,-1.0645388864626724,-0.7696462711201559,-0.9895774795211478,5.918292805466778,-0.9915628284685032,-0.028670908285533314,-0.2537593226356348,001800
31,아모레G,2017,Q1,생활소비재,0.17803149956341605,-18.299735440638507,0.0015659719995611,-15.617224159747979,0.8002851986185535,4.0332151566534895,0.02424294424013973,-0.19942881632401815,002790
31,남양유업,2017,Q1,생활소비재,0.0280128958658215,-0.9832238366115034,0.013038286956811085,-1.072102776594157,-0.1598257783096766,-0.13051773145137802,-0.0019159904912333658,-0.22634890191258605,003920
31,농심,2017,Q1,생활소비재,0.053451118845538895,0.33241397997947275,2.242240442273946e-05,0.3651797999037154,0.007319646682089731,-0.05241353749943389,0.002297146008824358,-0.032183292021169714,004370
31,빙그레,2017,Q1,생활소비재,0.010195139951130222,-2.0532019899572513,0.00699130009177229,-1.862904826837894,0.1958600318018091,0.07292743293815374,-0.8245763136197568,-0.11675163638520118,005180
31,롯데칠성,2017,Q1,생활소비재,0.18490208706588046,4.209688773788045,0.004502065575511471,-1.326962649130453,-0.006637419012840318,0.04036086789645488,0.0033769115674644468,-0.14032625642741683,005300
31,현대그린푸드,2017,Q1,생활소비재,-0.018718508791556884,0.5724322054414193,0.062447386383623016,1.1445030275081756,-0.021162714716506437,-0.0254697753955484,0.02567450225338752,0.08208728133176543,005440
31,삼립식품,2017,Q1,생활소비재,-0.05828595940424144,-0.5749266394546937,0.012502478526171812,-0.5754667436938393,0.17757709671422384,-0.10766068627455516,-0.008517521394280636,-0.27094591828379594,005610
31,크라운제과,2017,Q1,생활소비재,0.0,-0.7752570140708019,-0.4494463687185888,-0.7659455562914814,-0.8048487801022354,-0.9599326631554722,0.5757317890164644,-0.31204707644521473,005740
31,GS리테일,2017,Q1,생활소비재,0.012463982432955698,-0.25550603613228007,0.03523873509274256,-0.8376199152716051,0.07493387080810376,-0.05144889419159382,0.00715383040341111,-0.2715185981900748,007070
31,오뚜기,2017,Q1,생활소비재,-0.0016605484100455162,0.6520890209067784,0.041862678484923865,0.05560941505336414,0.06386794886467873,0.06920143894170949,0.01418579337744763,-0.07445487434312986,007310
31,한국전력,2017,Q1,생활소비재,-0.1303947848014619,11.799673469387756,0.012974575438639002,-1.3158079165236105,0.024768716098417798,-0.009191631166129421,-0.025325509841024774,0.0010448224569447623,015760
31,KT&G,2017,Q1,생활소비재,0.029667874939654428,0.05726606376358623,0.04065078321406612,-0.28380001863486626,-0.08180810118451332,-0.05422603239917401,-0.7545015065212155,0.04688529560606538,033780
31,무학,2017,Q1,생활소비재,-0.044411175558610044,0.11140997638440608,0.06068336188480372,3.570373366202084,0.3828180986561571,0.01466045559047835,0.045352498684610554,-0.08649614334894641,033920
31,한국가스공사,2017,Q1,생활소비재,0.017709626698220356,2.997972108737385,-0.011022328218916355,-1.7768292326030903,-0.03643975239746555,0.2533778307586323,0.15381327131107358,-0.010915054086265114,036460
31,팜스코,2017,Q1,생활소비재,-0.05020742474204881,1.520157290310311,0.036287624480838776,-3.9426984018964983,0.030424189832955806,-0.0888490446268273,0.05679297815568707,-0.06096342456772376,036580
31,동원F&B,2017,Q1,생활소비재,0.0989024494119185,-24.863641976059668,0.02967779480878696,-11.037759414845064,-0.12875843494953354,0.3110991642427363,-0.04612947565932113,-0.2286470140673431,049770
31,LG생활건강,2017,Q1,생활소비재,0.11507100709921253,0.5725204974595215,0.015598720805412247,1.8257237638641075,0.18162061237353644,0.1654719961893909,0.027187300044843488,0.0016072670555496108,051900
31,에이블씨엔씨,2017,Q1,생활소비재,0.13429772545505658,-0.7492214215334175,0.02140875963717459,-0.9361065681381314,-0.22941870899464067,-0.2724002600098525,-0.04566125929311615,-0.253690633644007,078520
31,아모레퍼시픽,2017,Q1,생활소비재,0.16589264307931617,2.095460287878991,0.008770549070890477,1.084098337098462,0.10865492891185058,0.264345681099619,0.02369585437574573,-0.21285698170773493,090430
31,CJ제일제당,2017,Q1,생활소비재,-0.05189363471174286,1.9565761814065827,0.0045269898635120764,5.004682696022575,0.0020371097785696346,0.1672810316677571,0.0035839271333892864,-0.008414881660580582,097950
31,락앤락,2017,Q1,생활소비재,-0.0750493671288299,-1.0293460233616611,0.004953358978269318,3.907060936333341,0.5193195454988699,-0.23742634714039157,-0.04376352532840999,-0.08572963193987047,115390
31,이마트,2017,Q1,생활소비재,0.03623838776016725,0.22371599379279727,-0.00031330958877739956,4.8215865562997,-0.002999349961248954,0.06506155102467881,0.03701922561189064,0.04740203493257829,139480
31,삼양사,2017,Q1,생활소비재,-0.04819484205349735,-3.018458781362007,0.010387774577042208,-5.352357320099256,0.10623304501092345,-0.03721203478680035,-0.03759902161421369,-0.026816931333303352,145990
31,한국콜마,2017,Q1,생활소비재,0.08648838776016723,4.656524590918032e-05,0.14199650467303804,-0.12704139768526657,0.3381641559464068,0.05087736334457538,0.05951846353874335,-0.18239824431224655,161890
31,코스맥스,2017,Q1,생활소비재,-0.09780248980519052,-0.09442331414565208,0.26082500182253954,-0.6406203383904019,0.1525935646542096,0.09585324332226408,-0.15213669977989042,-0.16122897208418904,192820
