,name,year,quarter,sector,Relative Return,비유동자산 변화율,자본총계 변화율,유동자산 변화율,법인세차감전 순이익 변화율,부채총계 변화율,Label,Code
14,조선내화,2021,Q2,철강_소재,-0.03153426773795297,0.1428491299204011,0.08379124596242193,-0.20325461622947116,11.392949269740228,-0.007214949241382995,0.07722297134182479,000480
14,영풍,2021,Q2,철강_소재,-0.008592319436373275,0.005959443926052632,0.00721359424695156,0.019424154484484424,-0.7839186298779928,0.022265270096512024,0.0676530318612917,000670
14,동국제강,2021,Q2,철강_소재,-0.1763557107782743,0.012402666656706085,0.08176790630498898,0.20459893344617974,1.0649522672623637,0.05479534797100749,-0.05809848383616125,001230
14,세아베스틸,2021,Q2,철강_소재,-0.1510698486409106,-0.0037235963618701406,0.03152837834780531,0.15882835088921854,0.09675080009415793,0.06306314622442577,-0.21023237478733556,001430
14,고려제강,2021,Q2,철강_소재,0.012190068395831767,0.004734097415275862,0.008509185793398988,0.005583083190845439,-0.2948382631797133,-0.010449239567150714,-0.03614379296018116,002240
14,세아제강,2021,Q2,철강_소재,0.08333906833819155,0.002356343687758722,0.0011747466088687375,-0.6368113011184764,-0.8642524246396354,-0.3349892983628773,0.7001081532030333,003030
14,현대제철,2021,Q2,철강_소재,-0.09218895526062851,-0.012828336634824855,0.01740135535497278,0.049674912170537544,0.32256648843207025,-0.012237227399412576,-0.11740833226314312,004020
14,삼광글라스,2021,Q2,철강_소재,0.052134764639286325,-0.0031056856629400054,-0.004846504128421025,-0.019578374025646883,-0.5878806416918541,-0.004689569527242199,0.08282846965586767,005090
14,POSCO,2021,Q2,철강_소재,-0.12454951514294245,0.001990649250672938,0.024574511292733803,0.032354236345461196,0.401463236037946,-0.03076951281256457,-0.07695380850330745,005490
14,무림P&P,2021,Q2,철강_소재,-0.13984041884129564,-0.0032531693111214066,0.020240404978283166,0.01999638985880292,-3.0981242087337186,-0.014262137603505476,-0.11170766806853002,009580
14,고려아연,2021,Q2,철강_소재,0.1590439029437895,0.0415633760745997,0.027730264026878615,0.027774813803628895,-0.08203166466799983,0.09238458278486394,0.024197738400345406,010130
14,SK텔레콤,2021,Q2,커뮤니케이션서비스,-0.019158511337185838,0.04126735971743556,0.04195937905438485,-0.03619216598109798,-0.6201544248663631,0.01365479287379423,0.07189754101088322,017670
14,제일기획,2021,Q2,커뮤니케이션서비스,0.020513327195747593,0.005300448741417663,0.08900687748166147,0.07211221069232643,4.284326876545034,-0.010704443838659872,0.06907797004025064,030000
14,KT,2021,Q2,커뮤니케이션서비스,0.10855701705614026,0.026584928305867672,0.024082607232167375,-0.004500290093406245,-0.11234692929891521,0.013373134531683206,-0.01567741946850889,030200
14,LG유플러스,2021,Q2,커뮤니케이션서비스,-0.009723078554463811,0.017298437349589246,0.025381712450247562,0.024616974346558962,-0.013863956474909567,0.014737810158563125,0.05351283594063379,032640
14,SBS,2021,Q2,커뮤니케이션서비스,0.7944338262251008,0.005240592485705742,0.0769053285635426,0.09433860795962912,0.6801994354075467,0.006592452583310093,0.07104640103358592,034120
14,NAVER,2021,Q2,커뮤니케이션서비스,0.29486922013960243,0.14597046028248495,0.07854139984195863,-0.25969545897544666,0.18237952298812843,0.037587363802472185,0.005628978130729226,035420
14,엔씨소프트,2021,Q2,커뮤니케이션서비스,-0.0367189026763012,0.06386839909381492,0.06492179731628456,-0.13054905649644521,0.1470524973630909,-0.23684720182429408,-0.02987350841899302,036570
14,풍산,2021,Q2,철강_소재,-0.14676963557666972,0.008253566238259236,0.0533373188961499,0.10787872395181708,0.8301093991101607,0.051071437503094286,-0.04943282950503166,103140
14,한국철강,2021,Q2,철강_소재,-0.19996806412177934,-0.002120029513504207,0.01453585554524639,-0.011185310895059142,2.499410413144431,-0.09505040581169022,0.023378628699684968,104700
