,name,year,quarter,sector,Relative Return,비유동자산 변화율,자본총계 변화율,유동자산 변화율,법인세차감전 순이익 변화율,부채총계 변화율,Label,Code
17,조선내화,2020,Q3,철강_소재,0.05136604289461466,0.02196536242546898,0.009560970924148426,0.05246181942801176,-0.9314224836694822,0.07057535178365448,-0.22696701323501478,000480
17,영풍,2020,Q3,철강_소재,-0.06213608214944069,-0.006673365773977036,0.005974761287205421,0.11709282503089957,-2.6533464803894042,0.13902268550294283,-0.04346045509788579,000670
17,동국제강,2020,Q3,철강_소재,0.016271773013448287,-0.0033338947837562305,0.02035096015707083,-0.0051760649981899,-0.13235630699451462,-0.023756478164462913,0.30520921549003,001230
17,세아베스틸,2020,Q3,철강_소재,-0.14271610257959336,-0.008880066323479596,-0.008804287129680288,-0.10625652887453185,-1.8593774971731647,-0.07665007345232011,0.35570665658451284,001430
17,고려제강,2020,Q3,철강_소재,-0.14117950358536724,0.004469864847813643,0.006755797844390399,-0.06561375895688704,0.13150361286217138,-0.05866767772742243,0.10423418359646339,002240
17,세아제강,2020,Q3,철강_소재,-0.048352798152391165,0.0028491300566506617,0.002003140429641226,0.9059609827497799,-1.0409755548936797,0.16800884971801255,-0.23618863397233558,003030
17,현대제철,2020,Q3,철강_소재,0.10119407250287302,0.0020836288728964814,0.006531633395137737,0.04723139247733088,-11.181844764986735,0.020129540003765767,0.0759734546631314,004020
17,삼광글라스,2020,Q3,철강_소재,0.025553002934539888,-0.012634971112723381,-0.017531355893333767,-0.03520339978370257,-4.442631788993994,-0.020081455732313014,-0.2156833133416598,005090
17,POSCO,2020,Q3,철강_소재,0.10712055818630567,-0.004014800267313268,-0.0007317443203995744,0.0427941850684308,-6.523749647999087,0.06047575919597237,0.010481830291593275,005490
17,무림P&P,2020,Q3,철강_소재,0.010531683021133421,0.0034123825962169008,-0.01432400636539699,-0.025740138550716773,-4.709612001859854,0.007084319668781314,0.3678466441585656,009580
17,고려아연,2020,Q3,철강_소재,-0.1474532915728377,0.009858450727470158,0.02440059260495664,0.03830548992473881,0.2544200030339865,0.02299482552466725,-0.19433020247902077,010130
17,SK텔레콤,2020,Q3,커뮤니케이션서비스,-0.09112350064829944,-0.009536025936180192,0.007033160185617282,0.11100086393778974,-0.039541448292476744,0.0118450362247009,-0.14644010149018505,017670
17,제일기획,2020,Q3,커뮤니케이션서비스,0.0917477094704256,0.022168900859796503,0.025108371050389433,0.05673008917488542,-0.4832762511602833,0.06911377110020611,-0.2504967954104901,030000
17,KT,2020,Q3,커뮤니케이션서비스,-0.1158080790962274,-0.002162216843151432,0.01496255243380018,0.08736356321117156,-0.015259735925129858,0.028430158043403653,-0.09983873746509994,030200
17,LG유플러스,2020,Q3,커뮤니케이션서비스,-0.10061389584324029,0.003727257598977296,0.05425404926700206,0.18640023675351736,0.07703178409264844,0.053674217764762,-0.21049873952618584,032640
17,SBS,2020,Q3,커뮤니케이션서비스,-0.020235822123852776,-0.08509320969583178,-0.13049283779044984,0.15917799991505532,25.136539653309438,0.14847622049543396,0.09215936211759598,034120
17,NAVER,2020,Q3,커뮤니케이션서비스,-0.11052653847506692,-0.04179094071026124,0.06603103766512053,0.8478048581244031,0.19786994425037174,0.09584163026053383,0.12161869244126366,035420
17,엔씨소프트,2020,Q3,커뮤니케이션서비스,-0.1357959625859567,0.30312680665446634,0.12131011908192857,0.07947281045844656,0.027458822594382593,0.18534329199077226,-0.08463042604976495,036570
17,풍산,2020,Q3,철강_소재,-0.003700735476576851,-0.004001598436790821,0.019992876569277618,0.11043731368307896,2.166149186762497,0.07732558133970091,0.002890473616461803,103140
17,한국철강,2020,Q3,철강_소재,0.05259639742040665,-0.0019281428226494146,0.014444707045661698,0.015299528447434652,-0.24279819529353175,-0.023539808403209017,0.5291142771212916,104700
