,name,year,quarter,sector,Relative Return,비유동자산 변화율,자본총계 변화율,유동자산 변화율,법인세차감전 순이익 변화율,부채총계 변화율,Label,Code
19,조선내화,2020,Q1,철강_소재,-0.024622085199050528,0.0004080591955462065,-0.042091361485371626,0.03603911464589049,-4.525003257088798,0.12451886765657649,-0.2982992105524605,000480
19,영풍,2020,Q1,철강_소재,-0.003615429771146275,0.0360699376066731,0.025848513777861903,-0.02903566373148847,4.004568799132089,-0.02267495949899534,-0.2526805617673693,000670
19,동국제강,2020,Q1,철강_소재,-0.053165258989395614,0.04647467885445877,0.04280175970243838,-0.024961549380053127,-0.936246171438593,0.013787331358073418,0.3783807143278998,001230
19,세아베스틸,2020,Q1,철강_소재,0.24359554903487962,0.0834526101160975,-0.010433525034806657,0.04307543283487347,-0.4495773726289597,0.2164486819633351,-0.08483782192949313,001430
19,고려제강,2020,Q1,철강_소재,-0.12138879456848223,0.004919849300113022,0.0045457984916634775,-0.012817880813667526,3.9151293143464763,-0.007892376686821634,-0.059066734343241445,002240
19,세아제강,2020,Q1,철강_소재,0.10991942409237912,-0.001795299567134312,-0.013364882205112893,6.8051516937242456,9.344680721377298,0.5142922722908085,0.37429697393218236,003030
19,현대제철,2020,Q1,철강_소재,0.05098678120487285,-0.02692572108695379,-0.03238712542818134,0.030490539215895174,-0.16853491280566235,0.007721787337017005,0.15544475063156044,004020
19,삼광글라스,2020,Q1,철강_소재,-0.0531710791857181,-0.01941517180327601,0.004130665932838173,-0.01825708106029489,-3.9746515261991746,-0.033499005176608865,-0.03189288561042025,005090
19,POSCO,2020,Q1,철강_소재,-0.042554001004863784,0.0044626457640759565,-0.0014084269814785833,0.14044117975068682,-2.1657144454257375,0.2763168578448849,-0.03363830006980109,005490
19,무림P&P,2020,Q1,철강_소재,0.10381897105605445,-0.009057538668184484,-0.011696366992378082,0.014411034717478843,-1.210231831932893,0.006154476015930221,-0.3122142281300217,009580
19,고려아연,2020,Q1,철강_소재,-0.09218948577928142,0.019497958063532828,-0.018959430224981477,-0.02882354344334126,0.22336251923314476,0.12350095264425542,-0.09574036105832615,010130
19,SK텔레콤,2020,Q1,커뮤니케이션서비스,0.07940777204222457,-0.014017962828254182,-0.01611875830913856,0.004444698977104533,146.41943270971635,-0.004422501499669718,-0.09149328654056599,017670
19,제일기획,2020,Q1,커뮤니케이션서비스,0.026178521617852196,0.005414290402709687,-0.10405129185296658,-0.08926163329303816,-0.6184762201738999,0.0041983769826046125,-0.182698934053911,030000
19,KT,2020,Q1,커뮤니케이션서비스,0.13154985149695408,-0.015268725559620777,0.003027906128862057,-0.04861718103624946,-8.461797791461695,-0.04743693079123734,-0.21255341282114848,030200
19,LG유플러스,2020,Q1,커뮤니케이션서비스,0.255394207892362,-0.014204735294229387,-0.0043489952306859925,0.05685731626953672,0.4344219170561727,0.01120609318239052,-0.39082758122796,032640
19,SBS,2020,Q1,커뮤니케이션서비스,-0.11715481171548114,0.0730570699518891,-0.028062445774484468,-0.24133081092605968,-1.3327642394650392,-0.11155100032840892,-0.3134700612036054,034120
19,NAVER,2020,Q1,커뮤니케이션서비스,0.2515951882845189,0.02761488786806332,0.03218038402654644,0.1853635754618832,0.09152592356150624,0.12716821135214618,0.13555406293265354,035420
19,엔씨소프트,2020,Q1,커뮤니케이션서비스,0.11525108026487893,0.004947838004881966,0.01802151738244384,0.10777180682814191,-13.714001745469739,0.1760174987208425,-0.08445423926742945,036570
19,풍산,2020,Q1,철강_소재,0.013408986504103437,-0.014349599652945022,-0.006069229554327316,0.06276294573721164,-1.0038833648946797,0.0485059802752803,0.03762368281049261,103140
19,한국철강,2020,Q1,철강_소재,0.2499548228360139,-0.016661412848043455,-0.0005582631633035406,-0.06534258672817872,-13.135873948389118,-0.2832954127831049,-0.17757254259229416,104700
