code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익
4800,효성,에너지_화학,2015,Q4,"1,694,525,274,944","6,051,907,503,720","7,746,432,778,664","2,987,019,728,076","1,768,965,578,610","4,755,985,306,686","175,587,275,000","2,378,107,716,485","2,990,447,471,978",8033110020343,473349864965,376273369991,317726269921,317726269921,
4800,효성,에너지_화학,2016,Q1,"1,914,399,742,545","6,062,141,163,783","7,976,540,906,328","3,168,904,329,442","1,660,237,065,479","4,829,141,394,921","175,587,275,000","2,510,388,726,219","3,147,399,511,407",1891363638579,146068695020,296342988896,249302386746,249302386746,
4800,효성,에너지_화학,2016,Q2,"1,796,937,907,953","5,991,317,324,729","7,788,255,232,682","2,842,827,515,307","1,749,826,425,478","4,592,653,940,785","175,587,275,000","2,591,750,775,608","3,195,601,291,897",2035897858629,209514305291,124306569830,81978946495,81978946495,
4800,효성,에너지_화학,2016,Q3,"1,600,240,787,159","6,043,852,647,230","7,644,093,434,389","2,760,309,879,203","1,549,460,820,700","4,309,770,699,903","175,587,275,000","2,731,509,778,110","3,334,322,734,486",1878777653487,131189799340,193896333033,140311393162,140311393162,
4800,효성,에너지_화학,2016,Q4,"1,651,166,426,413","6,029,102,913,878","7,680,269,340,291","2,884,256,635,091","1,378,796,285,064","4,263,052,920,155","175,587,275,000","2,799,402,579,773","3,417,216,420,136",2168301976971,146419855788,10693961529,66778949361,66778949361,
4800,효성,에너지_화학,2017,Q1,"1,864,877,661,084","5,965,915,326,577","7,830,792,987,661","3,077,777,444,100","1,246,771,615,297","4,324,549,059,397","175,587,275,000","2,884,431,754,489","3,506,243,928,264",1938739715897,120798818845,317311799844,252609074038,252609074038,
4800,효성,에너지_화학,2017,Q2,"1,768,318,253,676","6,100,102,156,792","7,868,420,410,468","3,076,627,281,784","1,323,261,916,342","4,399,889,198,126","175,587,275,000","2,931,172,690,458","3,468,531,212,342",2096127041759,111930626756,96778212074,71958709222,71958709222,
4800,효성,에너지_화학,2017,Q3,"1,873,817,862,012","6,040,925,015,416","7,914,742,877,428","3,124,602,111,585","1,164,399,927,233","4,289,002,038,818","175,587,275,000","3,092,390,654,015","3,625,740,838,610",2093145609710,111625440074,61242055766,162004132713,162004132713,
4800,효성,에너지_화학,2017,Q4,"1,933,353,526,637","5,910,929,611,489","7,844,283,138,126","3,111,121,679,591","1,259,450,224,041","4,370,571,903,632","175,587,275,000","2,937,089,257,164","3,473,711,234,494",2381937319090,71069806889,-190068707247,-170504636859,-170504636859,
4800,효성,에너지_화학,2018,Q1,"2,150,076,057,548","6,107,345,548,823","8,257,421,606,371","3,359,852,175,913","1,430,152,752,438","4,790,004,928,351","175,587,275,000","2,965,036,394,464","3,467,416,678,020",2129421828252,73361113455,210407882460,157521649932,157521649932,
