code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익
10950,S-Oil,에너지_화학,2015,Q4,2016-03-30,"5,688,480,000,000","5,096,466,000,000","10,784,946,000,000","3,222,157,000,000","2,180,898,000,000","5,403,055,000,000","3,735,106,000,000","5,381,891,000,000",17890272000000,817604000000,808529000000,628136000000,628136000000,,
10950,S-Oil,에너지_화학,2016,Q1,2016-05-16,"6,245,218,000,000","5,165,052,000,000","11,410,270,000,000","3,540,668,000,000","2,200,717,000,000","5,741,385,000,000","4,022,115,000,000","5,668,885,000,000",3428420000000,491804000000,577201000000,438452000000,438452000000,,
10950,S-Oil,에너지_화학,2016,Q2,2016-08-12,"7,065,394,000,000","5,209,281,000,000","12,274,675,000,000","3,613,182,000,000","2,550,025,000,000","6,163,207,000,000","4,464,696,000,000","6,111,468,000,000",4198364000000,640869000000,584102000000,442578000000,442578000000,"291,512,000,000",
10950,S-Oil,에너지_화학,2016,Q3,2016-11-14,"7,817,082,000,000","5,462,446,000,000","13,279,528,000,000","4,503,077,000,000","2,551,916,000,000","7,054,993,000,000","4,577,735,000,000","6,224,535,000,000",4137920000000,116200000000,226314000000,171250000000,171250000000,"291,512,000,000",
10950,S-Oil,에너지_화학,2016,Q4,2017-03-31,"7,973,051,000,000","5,977,625,000,000","13,950,676,000,000","4,832,781,000,000","2,732,648,000,000","7,565,429,000,000","4,739,108,000,000","6,385,247,000,000",4557139000000,368016000000,189748000000,154803000000,154803000000,"291,512,000,000",
10950,S-Oil,에너지_화학,2017,Q1,2017-05-15,"8,767,756,000,000","6,211,203,000,000","14,978,959,000,000","5,698,095,000,000","3,161,958,000,000","8,860,053,000,000","4,472,723,000,000","6,118,906,000,000",5200155000000,333453000000,524414000000,397309000000,397309000000,"291,512,000,000",
10950,S-Oil,에너지_화학,2017,Q2,2017-08-11,"7,161,208,000,000","6,649,127,000,000","13,810,335,000,000","4,469,029,000,000","3,156,260,000,000","7,625,289,000,000","4,538,766,000,000","6,185,046,000,000",4665003000000,117267000000,69946000000,66043000000,66043000000,"291,512,000,000",
10950,S-Oil,에너지_화학,2017,Q3,2017-11-14,"7,104,798,000,000","7,288,565,000,000","14,393,363,000,000","4,486,353,000,000","3,463,644,000,000","7,949,997,000,000","4,797,101,000,000","6,443,366,000,000",5211848000000,553241000000,526073000000,398040000000,398040000000,"291,512,000,000",
10950,S-Oil,에너지_화학,2017,Q4,2018-04-02,"6,769,402,000,000","8,308,161,000,000","15,077,563,000,000","4,543,391,000,000","3,695,073,000,000","8,238,464,000,000","5,194,501,000,000","6,839,099,000,000",5814334000000,370688000000,527727000000,387764000000,387764000000,"291,512,000,000",
10950,S-Oil,에너지_화학,2018,Q1,2018-05-15,"7,103,580,000,000","8,860,234,000,000","15,963,814,000,000","5,559,423,000,000","3,919,666,000,000","9,479,089,000,000","4,838,259,000,000","6,484,725,000,000",5410906000000,253418000000,260324000000,191039000000,191039000000,"291,512,000,000",
10950,S-Oil,에너지_화학,2018,Q2,2018-08-14,"7,609,642,000,000","9,250,541,000,000","16,860,183,000,000","6,510,141,000,000","3,703,899,000,000","10,214,040,000,000","4,999,994,000,000","6,646,143,000,000",6003077000000,401821000000,212507000000,161735000000,161735000000,"291,512,000,000",
10950,S-Oil,에너지_화학,2018,Q3,2018-11-14,"7,519,286,000,000","9,521,816,000,000","17,041,102,000,000","6,379,692,000,000","3,857,560,000,000","10,237,252,000,000","5,157,817,000,000","6,803,850,000,000",7187882000000,313222000000,312646000000,227675000000,227675000000,"291,512,000,000",
10950,S-Oil,에너지_화학,2018,Q4,2019-04-01,"5,850,562,000,000","10,230,950,000,000","16,081,512,000,000","5,790,228,000,000","3,829,695,000,000","9,619,923,000,000","4,815,325,000,000","6,461,589,000,000",6861257000000,-331613000000,-462088000000,-326672000000,-326672000000,"291,512,000,000",
10950,S-Oil,에너지_화학,2019,Q1,2019-05-15,"6,201,903,000,000","10,326,005,000,000","16,527,908,000,000","6,052,595,000,000","3,916,974,000,000","9,969,569,000,000","4,912,782,000,000","6,558,339,000,000",5426029000000,269952000000,158756000000,115016000000,115016000000,"291,512,000,000",
10950,S-Oil,에너지_화학,2019,Q2,2019-08-14,"6,840,546,000,000","10,428,721,000,000","17,269,267,000,000","6,607,281,000,000","4,256,746,000,000","10,864,027,000,000","4,763,575,000,000","6,405,240,000,000",6257197000000,-90543000000,-198239000000,-149207000000,-149207000000,"291,512,000,000",
10950,S-Oil,에너지_화학,2019,Q3,2019-11-14,"6,576,345,000,000","10,461,645,000,000","17,037,990,000,000","6,455,329,000,000","4,140,124,000,000","10,595,453,000,000","4,802,818,000,000","6,442,537,000,000",6234570000000,230966000000,72835000000,50886000000,50886000000,"291,512,000,000",
10950,S-Oil,에너지_화학,2019,Q4,2020-03-30,"5,623,541,000,000","10,831,892,000,000","16,455,433,000,000","5,758,293,000,000","4,211,020,000,000","9,969,313,000,000","4,837,585,000,000","6,486,120,000,000",6476184000000,9675000000,72889000000,45907000000,45907000000,"291,512,000,000",
10950,S-Oil,에너지_화학,2020,Q1,2020-05-15,"5,546,748,000,000","10,876,015,000,000","16,422,763,000,000","6,270,303,000,000","4,578,227,000,000","10,848,530,000,000","3,945,835,000,000","5,574,233,000,000",5150835000000,-1007419000000,-1208449000000,-880012000000,-880012000000,"291,512,000,000",
10950,S-Oil,에너지_화학,2020,Q2,2020-08-13,"6,069,526,000,000","10,872,335,000,000","16,941,861,000,000","7,227,697,000,000","4,198,994,000,000","11,426,691,000,000","3,877,551,000,000","5,515,170,000,000",3435214000000,-164923000000,-158468000000,-68283000000,-68283000000,"291,512,000,000",
10950,S-Oil,에너지_화학,2020,Q3,2020-11-16,"5,290,201,000,000","10,800,507,000,000","16,090,708,000,000","6,393,197,000,000","4,135,876,000,000","10,529,073,000,000","3,906,107,000,000","5,561,635,000,000",3881092000000,-9724000000,25771000000,28555000000,28555000000,"291,512,000,000",
10950,S-Oil,에너지_화학,2020,Q4,2021-03-22,"4,982,211,000,000","10,689,636,000,000","15,671,847,000,000","6,552,943,000,000","3,442,311,000,000","9,995,254,000,000","4,021,258,000,000","5,676,593,000,000",4268363000000,81554000000,167946000000,119820000000,119820000000,"291,512,000,000",
