code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익
10060,OCI,에너지_화학,2015,Q4,2016-05-11,"1,264,217,114,000","3,965,576,668,000","5,229,793,782,000","755,351,223,000","1,648,566,286,000","2,403,917,509,000","127,246,855,000","1,873,971,193,000","2,825,876,273,000",2174598430000,-84168987000,-204351305000,-191074697000,-191074697000,
10060,OCI,에너지_화학,2016,Q1,2016-05-11,"1,410,954,211,000","3,854,489,603,000","5,265,443,814,000","965,562,463,000","1,210,028,802,000","2,175,591,265,000","127,246,855,000","2,136,754,116,000","3,089,852,549,000",571556886000,12355990000,339521018000,262875744000,262875744000,
10060,OCI,에너지_화학,2016,Q2,2016-08-12,"1,214,202,791,000","3,883,919,035,000","5,098,121,826,000","923,921,451,000","1,113,309,906,000","2,037,231,357,000","127,246,855,000","2,110,619,056,000","3,060,890,469,000",612266940000,55053380000,-206119489000,-25780029000,-25780029000,
10060,OCI,에너지_화학,2016,Q3,2016-11-11,"1,198,036,786,000","3,853,377,026,000","5,051,413,812,000","887,899,398,000","1,103,625,695,000","1,991,525,093,000","127,246,855,000","2,102,246,416,000","3,059,888,719,000",480633260000,7778541000,-9523108000,-8261053000,-8261053000,
10060,OCI,에너지_화학,2016,Q4,2017-03-30,"1,302,893,841,000","3,856,205,624,000","5,159,099,465,000","1,038,940,845,000","948,980,510,000","1,987,921,355,000","127,246,855,000","2,222,815,199,000","3,171,178,110,000",580854099000,45125660000,115498668000,118790779000,118790779000,
10060,OCI,에너지_화학,2017,Q1,2017-05-15,"1,145,720,164,000","3,779,636,399,000","4,925,356,563,000","739,781,525,000","988,338,071,000","1,728,119,596,000","127,246,855,000","2,244,253,363,000","3,197,236,967,000",579551294000,53135684000,44185379000,31293578000,31293578000,
10060,OCI,에너지_화학,2017,Q2,2017-08-11,"1,141,018,410,000","3,971,766,020,000","5,112,784,430,000","785,910,525,000","1,094,260,465,000","1,880,170,990,000","127,246,855,000","2,277,084,132,000","3,232,613,440,000",593647442000,47080668000,43476422000,33324655000,33324655000,
10060,OCI,에너지_화학,2017,Q3,2017-11-14,"1,416,506,480,000","3,928,017,780,000","5,344,524,260,000","853,668,559,000","1,206,870,511,000","2,060,539,070,000","127,246,855,000","2,320,837,195,000","3,283,985,190,000",656663543000,71939143000,64390423000,44041180000,44041180000,
10060,OCI,에너지_화학,2017,Q4,2018-06-12,"1,427,326,118,000","3,840,988,671,000","5,268,314,789,000","988,759,846,000","952,621,085,000","1,941,380,931,000","127,246,855,000","2,376,968,198,000","3,326,933,858,000",664531780000,87017655000,74632593000,60236781000,60236781000,
10060,OCI,에너지_화학,2018,Q1,2018-05-14,"1,435,414,851,000","3,807,726,977,000","5,243,141,828,000","1,083,039,655,000","814,801,877,000","1,897,841,532,000","127,246,855,000","2,395,414,000,000","3,345,300,296,000",680552280000,88002218000,86997534000,65261153000,65261153000,
10060,OCI,에너지_화학,2018,Q2,2018-08-14,"1,904,640,471,000","3,513,191,844,000","5,417,832,315,000","1,320,725,954,000","694,726,876,000","2,015,452,830,000","127,246,855,000","2,452,493,189,000","3,402,379,485,000",613396469000,77018352000,70130026000,57608730000,57608730000,
10060,OCI,에너지_화학,2018,Q3,2018-11-14,"1,626,065,752,000","3,482,962,075,000","5,109,027,827,000","1,027,870,575,000","676,579,431,000","1,704,450,006,000","127,246,855,000","2,454,691,525,000","3,404,577,821,000",510437529000,3510811000,-4100973000,2530887000,2530887000,
10060,OCI,에너지_화학,2018,Q4,2019-03-29,"1,329,564,971,000","3,428,254,301,000","4,757,819,272,000","773,866,893,000","638,526,663,000","1,412,393,556,000","127,246,855,000","2,395,539,420,000","3,345,425,716,000",471943524000,-40426558000,-71801960000,-54676530000,-54676530000,
10060,OCI,에너지_화학,2019,Q1,2019-05-14,"1,207,747,405,000","3,407,697,234,000","4,615,444,639,000","639,128,118,000","679,005,292,000","1,318,133,410,000","127,246,855,000","2,347,424,933,000","3,297,311,229,000",452282351000,-44799694000,-35820654000,-27554065000,-27554065000,
10060,OCI,에너지_화학,2019,Q2,2019-08-13,"1,230,990,354,000","3,364,979,376,000","4,595,969,730,000","506,147,884,000","801,624,757,000","1,307,772,641,000","127,246,855,000","2,338,310,793,000","3,288,197,089,000",447179252000,-3663871000,-12077360000,-8812838000,-8812838000,
