code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익
4020,현대제철,철강_소재,2015,Q4,2016-03-30,"5,011,389,197,134","25,018,338,716,278","30,029,727,913,412","5,557,499,616,149","9,220,502,558,641","14,778,002,174,790","9,786,754,199,790","15,251,725,738,622",14479377921251,1467766777967,992727077093,789390353202,789390353202,,
4020,현대제철,철강_소재,2016,Q1,2016-05-16,"4,958,492,534,006","24,966,138,044,311","29,924,630,578,317","5,446,286,292,976","9,107,958,282,017","14,554,244,574,993","9,875,123,018,045","15,370,386,003,324",3203967760871,255815228087,234744609142,186140679755,186140679755,,
4020,현대제철,철강_소재,2016,Q2,2016-08-16,"4,927,276,989,832","24,937,507,818,338","29,864,784,808,170","5,176,302,203,224","9,106,533,361,803","14,282,835,565,027","10,076,194,202,574","15,581,949,243,143",3615075564188,352244165963,276821759764,201071184529,201071184529,,
4020,현대제철,철강_소재,2016,Q3,2016-11-14,"5,073,157,336,375","25,112,041,841,848","30,185,199,178,223","5,527,275,755,208","8,676,909,400,508","14,204,185,155,716","10,383,323,400,527","15,981,014,022,507",3506919806879,320293126046,396569784732,307129197953,307129197953,,
4020,현대제철,철강_소재,2016,Q4,2017-03-31,"5,205,774,302,569","25,323,688,470,111","30,529,462,772,680","5,804,565,371,534","8,646,789,448,248","14,451,354,819,782","10,531,573,473,131","16,078,107,952,898",4050659534837,349068737310,157560860096,116047503645,116047503645,,
4020,현대제철,철강_소재,2017,Q1,2017-05-15,"5,471,185,496,170","25,094,155,826,742","30,565,341,322,912","5,357,174,090,385","9,030,491,304,011","14,387,665,394,396","10,732,564,317,173","16,177,675,928,516",3955872465572,283089052265,393790820699,299443827792,299443827792,,
4020,현대제철,철강_소재,2017,Q2,2017-08-14,"5,402,037,654,874","25,139,491,307,347","30,541,528,962,221","5,373,692,725,739","8,807,361,516,796","14,181,054,242,535","10,868,028,847,081","16,360,474,719,686",4274297779678,344811613919,177156387769,135464529908,135464529908,,
4020,현대제철,철강_소재,2017,Q3,2017-11-14,"5,680,614,473,401","24,926,169,374,186","30,606,783,847,587","4,965,758,719,085","9,174,440,043,682","14,140,198,762,767","11,025,387,625,188","16,466,585,084,820",4283850066694,306270003181,212457226912,157358778107,157358778107,"667,228,925,000",
4020,현대제철,철강_소재,2017,Q4,2018-04-02,"5,891,057,222,087","25,298,840,272,533","31,189,897,494,620","5,515,936,057,699","8,889,914,802,416","14,405,850,860,115","11,260,189,627,388","16,784,046,634,505",4375310780963,299133273841,251093571749,133896206697,133896206697,"667,228,925,000",
4020,현대제철,철강_소재,2018,Q1,2018-05-15,"6,249,912,398,030","25,017,497,405,290","31,267,409,803,320","5,803,283,691,363","8,726,619,450,015","14,529,903,141,378","11,329,387,229,994","16,737,506,661,942",4244005088425,250161576806,194082598581,144314347321,144314347321,"667,228,925,000",
4020,현대제철,철강_소재,2018,Q2,2018-08-14,"6,508,054,160,656","24,551,693,452,919","31,059,747,613,575","6,057,652,936,558","8,173,395,622,585","14,231,048,559,143","11,505,731,084,631","16,828,699,054,432",4835638988295,334364885209,237880583564,176343854637,176343854637,"667,228,925,000",
4020,현대제철,철강_소재,2018,Q3,2018-11-14,"6,554,830,936,292","24,478,778,894,109","31,033,609,830,401","5,319,272,867,305","8,866,453,678,944","14,185,726,546,249","11,476,615,438,444","16,847,883,284,152",4711206309363,91274665269,-27032585514,-28404639418,-28404639418,"667,228,925,000",
4020,현대제철,철강_소재,2018,Q4,2019-04-01,"6,823,460,373,962","24,365,075,914,776","31,188,536,288,738","5,604,443,921,635","8,830,885,602,530","14,435,329,524,165","11,517,818,852,215","16,753,206,764,573",4819962841377,257652172295,121318253272,81224141717,81224141717,"667,228,925,000",
4020,현대제철,철강_소재,2019,Q1,2019-05-15,"7,440,371,387,618","24,302,372,853,539","31,742,744,241,157","5,512,834,433,987","9,400,824,775,781","14,913,659,209,768","11,513,795,755,917","16,829,085,031,389",4477508538472,168938571267,116772422228,94429887452,94429887452,"667,228,925,000",
4020,현대제철,철강_소재,2019,Q2,2019-08-14,"7,718,660,402,526","24,348,054,154,382","32,066,714,556,908","5,634,929,985,734","9,464,712,811,950","15,099,642,797,684","11,558,429,193,325","16,967,071,759,224",5017336036457,218265851131,125578027945,44633437408,44633437408,"667,228,925,000",
