code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,영업비용
3030,세아제강,철강_소재,2015,Q4,2016-03-30,"487,007,352,478","1,104,171,234,486","1,591,178,586,964","330,549,759,016","127,417,836,199","457,967,595,215","1,004,180,054,089","1,133,210,991,749",1426470819613.0,48591327353,52601046212,39727431506,39727431506,,,
3030,세아제강,철강_소재,2016,Q1,2016-05-16,"496,451,618,140","1,097,009,444,353","1,593,461,062,493","322,050,916,963","128,765,502,359","450,816,419,322","1,013,348,927,470","1,142,644,643,171",298154819337.0,18831033618,22764356921,19343352381,19343352381,,,
3030,세아제강,철강_소재,2016,Q2,2016-08-16,"471,185,579,553","1,097,914,666,760","1,569,100,246,313","297,371,577,314","123,854,111,899","421,225,689,213","1,023,292,373,077","1,147,874,557,100",335490688332.0,17867433976,16105935158,9943445607,9943445607,,,
3030,세아제강,철강_소재,2016,Q3,2016-11-14,"502,813,361,773","1,100,179,186,878","1,602,992,548,651","323,610,817,201","125,768,115,880","449,378,933,081","1,027,374,147,227","1,153,613,615,570",308879232734.0,4993083497,5328430682,4081774150,4081774150,,,
3030,세아제강,철강_소재,2016,Q4,2017-03-31,"569,505,112,601","1,121,244,177,103","1,690,749,289,704","325,055,803,624","219,621,401,180","544,677,204,804","1,019,945,418,898","1,146,072,084,900",385199046138.0,23959339448,14660683710,-5927640840,-5927640840,,,
3030,세아제강,철강_소재,2017,Q1,2017-05-15,"632,392,046,551","1,128,161,278,360","1,760,553,324,911","376,301,080,387","223,934,715,261","600,235,795,648","1,029,016,032,585","1,160,317,529,263",400188696634.0,22101721113,25395361204,19245092687,19245092687,,,
3030,세아제강,철강_소재,2017,Q2,2017-08-14,"662,113,328,117","1,158,213,401,331","1,820,326,729,448","472,895,102,001","169,396,580,474","642,291,682,475","1,042,303,065,995","1,178,035,046,973",476066159770.0,17057008872,17488502191,13308110764,13308110764,,,
3030,세아제강,철강_소재,2017,Q3,2017-11-14,"632,482,512,515","1,209,763,863,233","1,842,246,375,748","415,272,405,775","208,809,657,519","624,082,063,294","1,080,677,119,360","1,218,164,312,454",402886023840.0,39028166799,43195789339,38374053365,38374053365,"30,000,000,000",,
3030,세아제강,철강_소재,2017,Q4,2018-04-02,"574,580,107,815","1,174,945,629,958","1,749,525,737,773","378,486,750,548","209,765,216,750","588,251,967,298","1,028,533,157,079","1,161,273,770,475",379846656236.0,29902645388,-43183129158,-52492998137,-52492998137,"30,000,000,000",,
3030,세아제강,철강_소재,2018,Q1,2018-05-15,"717,236,398,616","1,174,691,265,253","1,891,927,663,869","487,267,795,268","239,896,452,973","727,164,248,241","1,044,673,938,780","1,164,763,415,628",389421432068.0,20906440476,24872271706,19376092063,19376092063,"30,000,000,000",,
