code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),자본금,총포괄손익,영업비용
480,조선내화,철강_소재,2015,Q4,2016-03-30,"221,800,787,113","355,501,648,003","577,302,435,116","122,027,165,453","5,085,679,230","127,112,844,683","364,432,555,607","450,189,590,433",468201027686,22127788103,44794392375,34792860721,,,
480,조선내화,철강_소재,2016,Q1,2016-05-13,"217,724,997,803","367,128,795,738","584,853,793,541","127,477,711,050","8,713,338,402","136,191,049,452","346,341,281,752","448,662,744,089",116809756299,6890479987,10116285323,-5091273855,,,
480,조선내화,철강_소재,2016,Q2,2016-08-12,"218,317,484,472","366,722,162,705","585,039,647,177","129,583,635,494","5,640,051,241","135,223,686,735","352,513,413,547","449,815,960,442",112129395175,5284910962,8890011580,6172131795,,,
480,조선내화,철강_소재,2016,Q3,2016-11-11,"209,256,983,791","379,217,904,040","588,474,887,831","118,107,135,805","8,358,512,736","126,465,648,541","356,667,302,072","462,009,239,290",113616953501,5883312248,5445744754,4153888525,,,
480,조선내화,철강_소재,2016,Q4,2017-03-31,"222,316,442,346","419,512,104,044","641,828,546,390","157,259,433,749","8,441,026,957","165,700,460,706","362,468,814,669","476,128,085,684",113161117731,4748447709,6087590452,5801512597,,,
480,조선내화,철강_소재,2017,Q1,2017-05-12,"202,616,801,641","431,022,743,797","633,639,545,438","144,692,408,577","13,464,007,895","158,156,416,472","353,011,278,622","475,483,128,966",109673878827,5848136317,5991969619,1917463953,,,
480,조선내화,철강_소재,2017,Q2,2017-08-11,"214,270,470,860","438,392,439,250","652,662,910,110","150,931,010,896","14,637,662,959","165,568,673,855","359,380,887,270","487,094,236,255",115502671841,1855294157,8037531715,6369608648,,,
480,조선내화,철강_소재,2017,Q3,2017-11-14,"217,880,661,227","481,573,453,685","699,454,114,912","183,167,829,999","16,686,145,404","199,853,975,403","369,324,705,699","499,600,139,509",127189318377,7099611325,12801854069,9943818429,"20,000,000,000",,
480,조선내화,철강_소재,2017,Q4,2018-03-30,"215,996,672,472","463,513,941,846","679,510,614,318","180,789,085,966","9,956,097,931","190,745,183,897","357,355,955,036","488,765,430,421",86822225769,-29019041831,-15756322477,-11968750663,"20,000,000,000",,
480,조선내화,철강_소재,2018,Q1,2018-05-15,"229,823,812,461","442,144,957,677","671,968,770,138","180,589,207,219","6,996,670,978","187,585,878,197","378,856,194,553","484,382,891,941",131847797880,10443528689,12660291366,7642046401,"20,000,000,000",,
480,조선내화,철강_소재,2018,Q2,2018-08-14,"230,435,297,785","439,653,969,067","670,089,266,852","164,663,555,619","9,213,278,848","173,876,834,467","387,207,438,202","496,212,432,385",123356324151,3370681646,16005938383,11941680711,"20,000,000,000",,
480,조선내화,철강_소재,2018,Q3,2018-11-13,"218,792,590,322","461,187,520,222","679,980,110,544","170,275,597,250","8,029,397,817","178,304,995,067","395,344,262,180","501,675,115,477",120582137023,8948011417,8042395302,10391403791,"20,000,000,000",,
480,조선내화,철강_소재,2018,Q4,2019-04-01,"228,770,433,784","492,346,437,921","721,116,871,705","189,544,214,604","29,215,457,662","218,759,672,266","404,031,594,378","502,357,199,439",129081943246,3605498033,9652604193,7394480054,"20,000,000,000",,
480,조선내화,철강_소재,2019,Q1,2019-05-15,"218,972,355,422","492,518,962,740","711,491,318,162","188,942,436,874","29,574,801,915","218,517,238,789","402,370,731,529","492,974,079,373",123758279147,6693443324,12022279039,9495412553,"20,000,000,000",,
