code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익
5090,삼광글라스,철강_소재,2015,Q4,2016-03-30,"240,382,591,602","410,090,481,512","650,473,073,114","278,537,719,491","122,983,150,387","401,520,869,878","24,272,090,000","208,558,145,867","248,952,203,236",296449058187,16202278961,11039657251,11586291569,11586291569,
5090,삼광글라스,철강_소재,2016,Q1,2016-05-16,"247,855,887,237","409,920,755,902","657,776,643,139","303,803,856,615","102,976,983,335","406,780,839,950","24,272,090,000","209,601,663,853","250,995,803,189",67734816690,3766553160,5337232894,4699516720,4699516720,
5090,삼광글라스,철강_소재,2016,Q2,2016-08-16,"243,955,140,251","405,477,658,883","649,432,799,134","268,924,202,696","130,351,532,285","399,275,734,981","24,272,090,000","209,645,841,180","250,157,064,153",69781318737,3415542631,878668842,60706029,60706029,
5090,삼광글라스,철강_소재,2016,Q3,2016-11-14,"244,473,350,716","404,234,369,966","648,707,720,682","281,295,947,673","119,899,819,134","401,195,766,807","24,272,090,000","207,201,278,229","247,511,953,875",70706427703,1929467045,-1955924918,-2421691965,-2421691965,
5090,삼광글라스,철강_소재,2016,Q4,2017-03-31,"232,308,320,980","410,526,931,564","642,835,252,544","345,055,649,165","55,321,071,613","400,376,720,778","24,272,090,000","202,255,840,196","242,458,531,766",69904023326,-5754608173,-4255124669,-4370594850,-4370594850,
5090,삼광글라스,철강_소재,2017,Q1,2017-05-15,"247,997,379,193","376,675,990,762","624,673,369,955","344,886,437,571","29,053,851,947","373,940,289,518","24,272,090,000","210,656,237,155","250,733,080,437",61220847128,-1325537308,16135996850,12065483240,12065483240,
5090,삼광글라스,철강_소재,2017,Q2,2017-08-14,"257,732,822,578","373,308,156,171","631,040,978,749","358,154,938,770","25,714,460,056","383,869,398,826","24,272,090,000","206,598,872,148","247,171,579,923",75491148013,-2864422161,-4543003719,-4045911383,-4045911383,
5090,삼광글라스,철강_소재,2017,Q3,2017-11-14,"268,979,105,805","368,825,931,391","637,805,037,196","357,560,381,319","33,143,145,961","390,703,527,280","24,272,090,000","206,095,580,692","247,101,509,916",86601972187,923970773,-675163874,-512794354,-512794354,
5090,삼광글라스,철강_소재,2017,Q4,2018-04-02,"200,031,954,013","401,054,094,933","601,086,048,946","318,090,598,186","59,750,126,081","377,840,724,267","24,272,090,000","182,421,892,566","223,245,324,679",87613539988,-16381439379,-20848099870,-14987444152,-14987444152,
5090,삼광글라스,철강_소재,2018,Q1,2018-05-15,"189,869,447,777","394,867,627,959","584,737,075,736","292,468,951,137","72,942,764,462","365,411,715,599","24,272,090,000","177,629,186,177","219,325,360,137",84363961185,-4584452452,-3589437743,-2488603932,-2488603932,
5090,삼광글라스,철강_소재,2018,Q2,2018-08-14,"182,534,350,721","396,252,313,010","578,786,663,731","298,329,891,634","66,699,273,953","365,029,165,587","24,272,090,000","172,079,551,847","213,757,498,144",88452036305,-9391569435,-8538755369,-5522309740,-5522309740,
5090,삼광글라스,철강_소재,2018,Q3,2018-11-14,"196,766,049,293","348,278,706,441","545,044,755,734","301,583,399,989","40,215,081,169","341,798,481,158","24,272,090,000","161,586,555,943","203,246,274,576",77051695629,-3165185010,-9645104443,-10459699786,-10459699786,
5090,삼광글라스,철강_소재,2018,Q4,2019-04-01,"191,453,144,987","349,815,374,240","541,268,519,227","337,290,950,452","10,770,083,516","348,061,033,968","24,272,090,000","151,549,394,096","193,207,485,259",85732679995,-12025885712,-17092421067,-9829647611,-9829647611,
5090,삼광글라스,철강_소재,2019,Q1,2019-05-15,"202,566,354,527","345,756,431,778","548,322,786,305","349,905,420,213","11,461,868,862","361,367,289,075","24,272,090,000","146,571,215,815","186,955,497,230",67948084319,-5928302235,-3838475924,-2751951691,-2751951691,
5090,삼광글라스,철강_소재,2019,Q2,2019-08-14,"180,443,537,608","387,828,691,380","568,272,228,988","355,172,322,031","26,161,232,531","381,333,554,562","24,272,090,000","146,778,724,703","186,938,674,426",106139274863,1434714618,351686892,272644611,272644611,
