접수번호,법인구분,회사코드,회사명,변동일,최대주주명,보유 주식 수,보유 지분율,변동원인,비고,결제일시,연도,분기
20160330003061,Y,00115977,아이에스동서,2012년 11월 10일,아이에스지주(주),"16,830,269",65.92%,-,특수관계인 포함,2015-12-31,2015,Q4
20170331004511,Y,00115977,아이에스동서,2012년 11월 10일,아이에스지주(주),"16,830,269",65.92 %,-,특수관계인 포함,2016-12-31,2016,Q4
20180402004893,Y,00115977,아이에스동서,-,-,-,-,-,-,2017-12-31,2017,Q4
20190401004757,Y,00115977,아이에스동서,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330004452,Y,00115977,아이에스동서,-,-,-,-,-,-,2019-12-31,2019,Q4
20210318001311,Y,00115977,아이에스동서,-,-,-,-,-,-,2020-12-31,2020,Q4
20220317001305,Y,00115977,아이에스동서,-,-,-,-,-,-,2021-12-31,2021,Q4
20230323001296,Y,00115977,아이에스동서,-,-,-,-,-,-,2022-12-31,2022,Q4
20240321001950,Y,00115977,아이에스동서,-,-,-,-,-,-,2023-12-31,2023,Q4
20250319001050,Y,00115977,아이에스동서,-,-,-,-,-,-,2024-12-31,2024,Q4
