접수번호,법인구분,회사코드,회사명,변동일,최대주주명,보유 주식 수,보유 지분율,변동원인,비고,결제일시,연도,분기
20160330003830,Y,00106623,현대위아,-,-,-,-,-,-,2015-12-31,2015,Q4
20170331004720,Y,00106623,현대위아,-,-,-,-,-,-,2016-12-31,2016,Q4
20180330003399,Y,00106623,현대위아,-,-,-,-,-,-,2017-12-31,2017,Q4
20190401004312,Y,00106623,현대위아,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330003773,Y,00106623,현대위아,-,-,-,-,-,-,2019-12-31,2019,Q4
20210316000797,Y,00106623,현대위아,-,-,-,-,-,-,2020-12-31,2020,Q4
20220315001247,Y,00106623,현대위아,-,-,-,-,-,-,2021-12-31,2021,Q4
20230314000727,Y,00106623,현대위아,-,-,-,-,-,-,2022-12-31,2022,Q4
20240329002076,Y,00106623,현대위아,-,-,-,-,-,-,2023-12-31,2023,Q4
20250313000158,Y,00106623,현대위아,-,-,-,-,-,-,2024-12-31,2024,Q4
