접수번호,법인구분,회사코드,회사명,변동일,최대주주명,보유 주식 수,보유 지분율,변동원인,비고,결제일시,연도,분기
20160330001901,Y,00133858,세방전지,-,-,-,-,-,-,2015-12-31,2015,Q4
20170331002975,Y,00133858,세방전지,-,-,-,-,-,-,2016-12-31,2016,Q4
20180402003163,Y,00133858,세방전지,-,-,-,-,-,-,2017-12-31,2017,Q4
20190401001699,Y,00133858,세방전지,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330002420,Y,00133858,세방전지,-,-,-,-,-,-,2019-12-31,2019,Q4
20210316001173,Y,00133858,세방전지,-,-,-,-,-,-,2020-12-31,2020,Q4
20220315000920,Y,00133858,세방전지,-,-,-,-,-,-,2021-12-31,2021,Q4
20230308000717,Y,00133858,세방전지,-,-,-,-,-,-,2022-12-31,2022,Q4
20240313000935,Y,00133858,세방전지,-,-,-,-,-,-,2023-12-31,2023,Q4
20250312000986,Y,00133858,세방전지,-,-,-,-,-,-,2024-12-31,2024,Q4
