,name,year,quarter,sector,Relative Return,영업이익 변화율,소비자물가지수 변화율,비유동부채 변화율,유동부채 변화율,비유동자산 변화율,이익잉여금 변화율,Label,Code
7,한화,2023,Q1,에너지_화학,0.036252798260019405,-0.46577992480545594,-0.11353477832962133,-0.03887419192546315,0.05400120975204592,0.026419433320308716,-0.010222303682339895,-0.01279572273054784,000880
7,한국쉘석유,2023,Q1,에너지_화학,-0.05177408928035748,0.6933453656916335,-0.11353477832962133,0.10576070079316802,0.2392511666610575,-0.005915913529174643,-0.129843142269761,-0.09338967191245653,002960
7,태광산업,2023,Q1,에너지_화학,-0.07101088696543104,-0.7368712157226582,-0.11353477832962133,0.032388953645046126,0.06627633764989671,-0.0009681884843252275,0.013788769267533585,-0.15095545202413502,003240
7,삼성정밀화학,2023,Q1,에너지_화학,0.08857069167211663,-0.03267210187137637,-0.11353477832962133,-0.021810649791139336,0.1388555841841328,-0.009727437456106602,0.0013133690257265407,-0.036391422563455525,004000
7,효성,2023,Q1,에너지_화학,-0.01168097635031631,-0.7372147011892272,-0.11353477832962133,0.012126735683885004,0.5301593008315182,-0.03015577124815183,-0.014919934398721635,-0.10970465047223199,004800
7,SK케미칼,2023,Q1,에너지_화학,0.06870581589392949,-5.814736393846588,-0.11353477832962133,0.7899828515063771,0.11362225090747335,2.420996176244472e-05,0.007085177521413355,0.10815352603681631,006120
7,대한유화,2023,Q1,에너지_화학,-0.1975938177386253,-0.671274112843649,-0.11353477832962133,-0.2483665627848447,0.4352223831043751,-0.0036559063618083476,-0.01714995664450858,-0.08681563459606115,006650
7,국도화학,2023,Q1,에너지_화학,-0.06171496759203285,0.43415206562786746,-0.11353477832962133,0.0095300274045107,0.20831524617060304,0.04703568434194927,0.009636234445653757,0.12116965380782872,007690
7,한화케미칼,2023,Q1,에너지_화학,0.0,-0.43522984467222803,-0.11353477832962133,-0.03977476443365435,-0.19990374759914786,-0.08204300599401293,0.004550456961804672,-0.2280743733857604,009830
7,OCI,2023,Q1,에너지_화학,0.19513661772793411,-1.0671445562255495,-0.11353477832962133,-0.8396707132731227,2.08281546562506,-0.3513355177761316,0.01378549000561513,0.0,010060
7,S-Oil,2023,Q1,에너지_화학,-0.105243000952106,-4.197331909689675,-0.11353477832962133,-0.030023842604504414,0.06564190095900524,0.0035988574305219068,-0.012287398547428552,0.046751974265665366,010950
7,롯데케미칼,2023,Q1,에너지_화학,-0.015133810228318691,-1.0938554239177718,-0.11353477832962133,0.6330249241879635,0.0906213109184093,0.21042771396601023,0.0031132361959054222,-0.25414156388623677,011170
7,금호석유,2023,Q1,에너지_화학,-0.13991940004791373,0.17164345208849108,-0.11353477832962133,-0.09799882163361062,0.32429531008056944,0.0035700324064658062,-0.002729799072356487,-0.09908015032564269,011780
7,SKC,2023,Q1,에너지_화학,-0.10057633428543933,4.059540082834983,-0.11353477832962133,8.671149603856065e-05,-0.42484220215238366,0.0017162310929328406,3.106995121093803e-05,0.06915617501024422,011790
7,한솔케미칼,2023,Q1,에너지_화학,0.01637658282379737,0.2622072537850684,-0.11353477832962133,-0.00031600100761275396,0.09225096471760352,0.0485987663580465,0.03617519773057509,-0.16692129165087075,014680
7,동원시스템즈,2023,Q1,에너지_화학,0.006889979758286119,0.1306024748183119,-0.11353477832962133,0.055034218692958214,0.14547470718240074,0.017404682649068803,0.061168082565871584,-0.1522336995943268,014820
7,유니드,2023,Q1,에너지_화학,-0.286849925909164,-1.3804406302397423,-0.11353477832962133,-0.08734987319002463,-0.15035999081669216,0.008486167506826625,-0.011914118024714093,-0.13226425763426072,014830
7,남해화학,2023,Q1,에너지_화학,-0.04513299901708809,-1.0971758486802494,-0.11353477832962133,-0.28373815803825697,-0.02730020082436868,0.0002269552736673397,-0.00685316709136341,-0.13154500926763235,025860
7,LG화학,2023,Q1,에너지_화학,-0.0472218674266497,-0.8502727165988878,-0.11353477832962133,0.10648675895877768,0.16226386255852154,0.029575853894653115,-0.0409864139998144,-0.14147697958152422,051910
7,휴켐스,2023,Q1,에너지_화학,0.12884360917004642,2.3669887831592296,-0.11353477832962133,0.00815956703653975,0.5806527606681569,0.20647243413619654,0.00724854472426939,-0.05408836186878842,069260
7,GS,2023,Q1,에너지_화학,-0.04019605451713219,27.537861508986406,-0.11353477832962133,-0.17479098706572072,0.993467383500759,0.0013293932707716394,0.0999380960819376,-0.06475395302776282,078930
7,휴비스,2023,Q1,에너지_화학,-0.013554355811930902,-0.4084990135879081,-0.11353477832962133,0.06747151252500205,0.08046160486614817,-0.0077950172911140925,-0.11177270419386165,-0.11190420769319956,079980
7,후성,2023,Q1,에너지_화학,-0.028302913971210198,-0.8207183499473545,-0.11353477832962133,-0.008972366119403108,-0.006025937349775967,0.04118176550129138,-0.010183454083623422,-0.09901612818090144,093370
7,SK이노베이션,2023,Q1,에너지_화학,0.0803272153507631,12.675311443489884,-0.11353477832962133,-0.10398449214323591,0.5072370353039779,0.06396321506767655,-0.013158123714886116,0.03912453632181512,096770
7,코오롱인더,2023,Q1,에너지_화학,0.007215744922481462,-0.3225189559372328,-0.11353477832962133,-0.005289825644205548,0.09745608871190381,0.02243674412404717,-0.017977867489646693,0.2216512831016258,120110
