,name,year,quarter,sector,Relative Return,자산총계 변화율,비유동자산 변화율,자본총계 변화율,금리 변화율,매출액 변화율,영업이익 변화율,Label,Code
21,CJ대한통운,2019,Q3,산업재,0.013238908120392273,-0.004227294839533768,0.00046986860452058465,-0.005784524366220345,-0.21649484536082508,0.007111582786023529,0.319751110935907,-0.012301943884613586,000120
21,두산,2019,Q3,산업재,-0.1135768162663077,0.005030786026422485,-0.04211369137168541,-0.378271472160737,-0.21649484536082508,-0.013842619078814788,-0.6071450406144832,-0.2979587451550505,000150
21,LG상사,2019,Q3,산업재,-0.14225060387512825,-0.05554880077858981,0.01864077282561505,0.019040078484291456,-0.21649484536082508,-0.01899672238980743,1.3700259462132665,-0.2911200836905169,001120
21,대한항공,2019,Q3,산업재,0.025140861976313933,0.007818787709288788,-0.0033284335054757364,-0.0207320966954031,-0.21649484536082508,0.08703994589919839,-2.161913873673231,-0.1087596196296142,003490
21,S&T중공업,2019,Q3,산업재,-0.12905589489096198,-0.010315962203794937,0.007735660272080169,0.011092061711404755,-0.21649484536082508,-0.1281602943351382,-0.3039720809286217,0.037368526319802337,003570
21,LS,2019,Q3,산업재,0.06602178898043175,-0.02081567553835717,0.008246268331576045,0.0014683960265031715,-0.21649484536082508,-0.013878340556928048,-1.1994694960212202,-0.2392233589271565,006260
21,LS산전,2019,Q3,산업재,0.030747183579599116,0.00509725601133626,0.00022217559114756646,0.02696221784729147,-0.21649484536082508,-0.026005583899081808,0.27427839466636694,-0.18167880305954145,010120
21,현대상선,2019,Q3,산업재,-0.04180474946374182,0.017887375986438636,0.058005739660460964,-0.1167971047376507,-0.21649484536082508,0.04026129948216184,-0.5732107316296473,-0.03853545725645083,011200
21,한국단자,2019,Q3,산업재,-0.3661595562443917,-0.02652720755761706,0.03526333959242334,-0.0026960039816248393,-0.21649484536082508,-0.020866594102559866,-0.5647297949165593,-0.28201623370976314,025540
21,대우인터내셔널,2019,Q3,산업재,-0.0314484796623951,-0.020040621411392512,-0.0401161696933634,0.005332265794047331,-0.21649484536082508,-0.09938590837780936,-0.20178208361533256,-0.2579080727714995,047050
21,한국항공우주,2019,Q3,산업재,-0.11891766769815537,0.08159822048445609,0.10887914582827318,0.03285181226373024,-0.21649484536082508,-0.29546231035459747,-0.5750443990396701,-0.27274543248236127,047810
21,한전KPS,2019,Q3,산업재,-0.03653392241118429,0.050419862787769,0.006516983417321098,0.04401518764416701,-0.21649484536082508,-0.09704635407006257,-0.05502463106363631,0.08113376551161337,051600
21,현대글로비스,2019,Q3,산업재,-0.11566459207068017,0.052104608470790126,0.03361141995702832,0.0022336223919243725,-0.21649484536082508,0.05391461413857268,0.36771113979510006,-0.24324388512739695,086280
