year,quarter,month,week,code,name,sector,upload_dt,score
2021,Q1,1,1,6400,삼성SDI,정보기술,2021-01-03,1.0
2021,Q1,1,2,6400,삼성SDI,정보기술,,
2021,Q1,1,3,6400,삼성SDI,정보기술,,
2021,Q1,1,4,6400,삼성SDI,정보기술,2021-01-26,1.0
2021,Q1,2,1,6400,삼성SDI,정보기술,2021-02-05,0.0
2021,Q1,2,2,6400,삼성SDI,정보기술,,
2021,Q1,2,3,6400,삼성SDI,정보기술,,
2021,Q1,2,4,6400,삼성SDI,정보기술,2021-02-23,0.0
2021,Q1,3,1,6400,삼성SDI,정보기술,,
2021,Q1,3,2,6400,삼성SDI,정보기술,2021-03-11,1.0
2021,Q1,3,3,6400,삼성SDI,정보기술,2021-03-15,0.0
2021,Q1,3,4,6400,삼성SDI,정보기술,2021-03-23,1.0
2021,Q2,4,1,6400,삼성SDI,정보기술,2021-04-06,1.0
2021,Q2,4,2,6400,삼성SDI,정보기술,2021-04-14,1.0
2021,Q2,4,3,6400,삼성SDI,정보기술,,
2021,Q2,4,4,6400,삼성SDI,정보기술,2021-04-27,1.0
2021,Q2,5,1,6400,삼성SDI,정보기술,2021-05-05,0.0
2021,Q2,5,2,6400,삼성SDI,정보기술,,
2021,Q2,5,3,6400,삼성SDI,정보기술,,
2021,Q2,5,4,6400,삼성SDI,정보기술,2021-05-28,0.0
2021,Q2,6,1,6400,삼성SDI,정보기술,,
2021,Q2,6,2,6400,삼성SDI,정보기술,2021-06-14,1.0
2021,Q2,6,3,6400,삼성SDI,정보기술,2021-06-15,1.0
2021,Q2,6,4,6400,삼성SDI,정보기술,2021-06-30,0.0
2021,Q3,7,1,6400,삼성SDI,정보기술,2021-07-07,1.0
2021,Q3,7,2,6400,삼성SDI,정보기술,2021-07-08,1.0
2021,Q3,7,3,6400,삼성SDI,정보기술,,
2021,Q3,7,4,6400,삼성SDI,정보기술,2021-07-27,1.0
2021,Q3,8,1,6400,삼성SDI,정보기술,2021-08-03,1.0
2021,Q3,8,2,6400,삼성SDI,정보기술,2021-08-13,1.0
2021,Q3,8,3,6400,삼성SDI,정보기술,2021-08-20,1.0
2021,Q3,8,4,6400,삼성SDI,정보기술,2021-08-31,1.0
2021,Q3,9,1,6400,삼성SDI,정보기술,2021-09-01,1.0
2021,Q3,9,2,6400,삼성SDI,정보기술,2021-09-10,0.0
2021,Q3,9,3,6400,삼성SDI,정보기술,2021-09-17,1.0
2021,Q3,9,4,6400,삼성SDI,정보기술,2021-09-27,0.0
2021,Q4,10,1,6400,삼성SDI,정보기술,2021-10-04,1.0
2021,Q4,10,2,6400,삼성SDI,정보기술,2021-10-12,1.0
2021,Q4,10,3,6400,삼성SDI,정보기술,2021-10-20,-1.0
2021,Q4,10,4,6400,삼성SDI,정보기술,2021-10-27,0.0
2021,Q4,11,1,6400,삼성SDI,정보기술,2021-11-03,1.0
2021,Q4,11,2,6400,삼성SDI,정보기술,2021-11-12,1.0
2021,Q4,11,3,6400,삼성SDI,정보기술,2021-11-15,0.0
2021,Q4,11,4,6400,삼성SDI,정보기술,2021-11-24,0.0
2021,Q4,12,1,6400,삼성SDI,정보기술,,
2021,Q4,12,2,6400,삼성SDI,정보기술,2021-12-13,0.0
2021,Q4,12,3,6400,삼성SDI,정보기술,2021-12-16,1.0
2021,Q4,12,4,6400,삼성SDI,정보기술,2021-12-29,1.0
2022,Q1,1,1,6400,삼성SDI,정보기술,2022-01-01,0.0
2022,Q1,1,2,6400,삼성SDI,정보기술,2022-01-13,0.0
2022,Q1,1,3,6400,삼성SDI,정보기술,2022-01-20,1.0
2022,Q1,1,4,6400,삼성SDI,정보기술,2022-01-27,1.0
2022,Q1,2,1,6400,삼성SDI,정보기술,,
2022,Q1,2,2,6400,삼성SDI,정보기술,2022-02-08,-1.0
2022,Q1,2,3,6400,삼성SDI,정보기술,2022-02-16,1.0
2022,Q1,2,4,6400,삼성SDI,정보기술,,
2022,Q1,3,1,6400,삼성SDI,정보기술,,
2022,Q1,3,2,6400,삼성SDI,정보기술,,
2022,Q1,3,3,6400,삼성SDI,정보기술,2022-03-17,1.0
2022,Q1,3,4,6400,삼성SDI,정보기술,2022-03-23,0.0
2022,Q2,4,1,6400,삼성SDI,정보기술,2022-04-05,1.0
2022,Q2,4,2,6400,삼성SDI,정보기술,2022-04-14,1.0
2022,Q2,4,3,6400,삼성SDI,정보기술,2022-04-18,0.0
2022,Q2,4,4,6400,삼성SDI,정보기술,2022-04-28,1.0
2022,Q2,5,1,6400,삼성SDI,정보기술,2022-05-03,-1.0
2022,Q2,5,2,6400,삼성SDI,정보기술,2022-05-09,1.0
2022,Q2,5,3,6400,삼성SDI,정보기술,,
2022,Q2,5,4,6400,삼성SDI,정보기술,2022-05-24,1.0
2022,Q2,6,1,6400,삼성SDI,정보기술,2022-06-03,-1.0
2022,Q2,6,2,6400,삼성SDI,정보기술,2022-06-09,1.0
2022,Q2,6,3,6400,삼성SDI,정보기술,2022-06-19,1.0
2022,Q2,6,4,6400,삼성SDI,정보기술,2022-06-24,-1.0
2022,Q3,7,1,6400,삼성SDI,정보기술,,
2022,Q3,7,2,6400,삼성SDI,정보기술,,
2022,Q3,7,3,6400,삼성SDI,정보기술,2022-07-15,1.0
2022,Q3,7,4,6400,삼성SDI,정보기술,2022-07-29,1.0
2022,Q3,8,1,6400,삼성SDI,정보기술,2022-08-02,-1.0
2022,Q3,8,2,6400,삼성SDI,정보기술,2022-08-14,0.0
2022,Q3,8,3,6400,삼성SDI,정보기술,2022-08-19,0.0
2022,Q3,8,4,6400,삼성SDI,정보기술,,
2022,Q3,9,1,6400,삼성SDI,정보기술,2022-09-06,0.0
2022,Q3,9,2,6400,삼성SDI,정보기술,,
2022,Q3,9,3,6400,삼성SDI,정보기술,2022-09-16,1.0
2022,Q3,9,4,6400,삼성SDI,정보기술,,
2022,Q4,10,1,6400,삼성SDI,정보기술,2022-10-04,0.0
2022,Q4,10,2,6400,삼성SDI,정보기술,2022-10-08,1.0
2022,Q4,10,3,6400,삼성SDI,정보기술,2022-10-21,0.0
2022,Q4,10,4,6400,삼성SDI,정보기술,2022-10-30,0.0
2022,Q4,11,1,6400,삼성SDI,정보기술,2022-11-02,0.0
2022,Q4,11,2,6400,삼성SDI,정보기술,2022-11-11,0.0
2022,Q4,11,3,6400,삼성SDI,정보기술,,
2022,Q4,11,4,6400,삼성SDI,정보기술,2022-11-28,0.0
2022,Q4,12,1,6400,삼성SDI,정보기술,2022-12-02,-1.0
2022,Q4,12,2,6400,삼성SDI,정보기술,2022-12-09,-1.0
2022,Q4,12,3,6400,삼성SDI,정보기술,2022-12-18,1.0
2022,Q4,12,4,6400,삼성SDI,정보기술,2022-12-26,0.0
2023,Q1,1,1,6400,삼성SDI,정보기술,,
2023,Q1,1,2,6400,삼성SDI,정보기술,,
2023,Q1,1,3,6400,삼성SDI,정보기술,,
2023,Q1,1,4,6400,삼성SDI,정보기술,2023-01-30,1.0
2023,Q1,2,1,6400,삼성SDI,정보기술,2023-02-06,0.0
2023,Q1,2,2,6400,삼성SDI,정보기술,2023-02-13,-1.0
2023,Q1,2,3,6400,삼성SDI,정보기술,2023-02-15,0.0
2023,Q1,2,4,6400,삼성SDI,정보기술,2023-02-23,0.0
2023,Q1,3,1,6400,삼성SDI,정보기술,2023-03-07,0.0
2023,Q1,3,2,6400,삼성SDI,정보기술,,
2023,Q1,3,3,6400,삼성SDI,정보기술,2023-03-15,1.0
2023,Q1,3,4,6400,삼성SDI,정보기술,2023-03-31,0.0
2023,Q2,4,1,6400,삼성SDI,정보기술,2023-04-05,1.0
2023,Q2,4,2,6400,삼성SDI,정보기술,2023-04-12,-1.0
2023,Q2,4,3,6400,삼성SDI,정보기술,2023-04-21,0.0
2023,Q2,4,4,6400,삼성SDI,정보기술,2023-04-26,1.0
2023,Q2,5,1,6400,삼성SDI,정보기술,2023-05-03,0.0
2023,Q2,5,2,6400,삼성SDI,정보기술,2023-05-12,1.0
2023,Q2,5,3,6400,삼성SDI,정보기술,,
2023,Q2,5,4,6400,삼성SDI,정보기술,2023-05-30,0.0
2023,Q2,6,1,6400,삼성SDI,정보기술,,
2023,Q2,6,2,6400,삼성SDI,정보기술,2023-06-13,1.0
2023,Q2,6,3,6400,삼성SDI,정보기술,2023-06-19,0.0
2023,Q2,6,4,6400,삼성SDI,정보기술,2023-06-30,0.0
2023,Q3,7,1,6400,삼성SDI,정보기술,2023-07-07,0.0
2023,Q3,7,2,6400,삼성SDI,정보기술,,
2023,Q3,7,3,6400,삼성SDI,정보기술,2023-07-20,1.0
2023,Q3,7,4,6400,삼성SDI,정보기술,2023-07-26,0.0
2023,Q3,8,1,6400,삼성SDI,정보기술,2023-08-07,-1.0
2023,Q3,8,2,6400,삼성SDI,정보기술,2023-08-10,-1.0
2023,Q3,8,3,6400,삼성SDI,정보기술,2023-08-17,-1.0
2023,Q3,8,4,6400,삼성SDI,정보기술,2023-08-29,-1.0
2023,Q3,9,1,6400,삼성SDI,정보기술,2023-09-05,1.0
2023,Q3,9,2,6400,삼성SDI,정보기술,2023-09-14,0.0
2023,Q3,9,3,6400,삼성SDI,정보기술,2023-09-20,-1.0
2023,Q3,9,4,6400,삼성SDI,정보기술,,
2023,Q4,10,1,6400,삼성SDI,정보기술,2023-10-06,-1.0
2023,Q4,10,2,6400,삼성SDI,정보기술,2023-10-13,0.0
2023,Q4,10,3,6400,삼성SDI,정보기술,2023-10-19,1.0
2023,Q4,10,4,6400,삼성SDI,정보기술,2023-10-25,1.0
2023,Q4,11,1,6400,삼성SDI,정보기술,2023-11-03,1.0
2023,Q4,11,2,6400,삼성SDI,정보기술,2023-11-08,0.0
2023,Q4,11,3,6400,삼성SDI,정보기술,2023-11-15,0.0
2023,Q4,11,4,6400,삼성SDI,정보기술,2023-11-27,0.0
2023,Q4,12,1,6400,삼성SDI,정보기술,2023-12-04,0.0
2023,Q4,12,2,6400,삼성SDI,정보기술,2023-12-14,1.0
2023,Q4,12,3,6400,삼성SDI,정보기술,2023-12-20,1.0
2023,Q4,12,4,6400,삼성SDI,정보기술,,
2024,Q1,1,1,6400,삼성SDI,정보기술,2024-01-03,1.0
2024,Q1,1,2,6400,삼성SDI,정보기술,,
2024,Q1,1,3,6400,삼성SDI,정보기술,2024-01-15,-1.0
2024,Q1,1,4,6400,삼성SDI,정보기술,2024-01-22,-1.0
