,name,sector,year,quarter,영업이익변화율,매출액변화율,비유동자산변화율,Code
27,Hyundai_E&C,Construction_&_Real_Estate,2017,Q4,0.253185432857401,0.00951180080072589,0.022129381649396596,000720
27,Hyundai_Development_Company,Construction_&_Real_Estate,2017,Q4,-0.14372560242074006,-0.12602269150846612,0.014849624293850283,012630
28,Samsung_C&T,Construction_&_Real_Estate,2017,Q4,-0.29458634131907524,0.010474934658539214,-0.011011929011618848,028260
27,Daewoo_E&C,Construction_&_Real_Estate,2017,Q4,4.01528968736196,0.008245683923955638,0.008809939794810706,047040
27,KEPCO_E&C,Construction_&_Real_Estate,2017,Q4,-12.346732695271303,-0.6977125365629877,0.006165866159152378,052690
