,name,sector,year,quarter,영업이익변화율,매출액변화율,비유동자산변화율,Code
1,Hyundai_E&C,Construction_&_Real_Estate,2024,Q2,0.20173636489342783,-0.03668679085043358,-0.037989151914656016,000720
1,Hyundai_Development_Company,Construction_&_Real_Estate,2024,Q2,0.9331708551935858,0.7316338778357794,0.000773934143777244,012630
2,Samsung_C&T,Construction_&_Real_Estate,2024,Q2,0.21749665221800163,0.039187052728894556,0.01601413880825353,028260
1,Daewoo_E&C,Construction_&_Real_Estate,2024,Q2,0.5505132131281614,-0.13486720508962202,0.03440173892673293,047040
1,KEPCO_E&C,Construction_&_Real_Estate,2024,Q2,-0.4642855214000752,0.0029071730587711953,0.03572650977274283,052690
