,name,sector,year,quarter,영업이익변화율,매출액변화율,비유동자산변화율,Code
30,Hyundai_E&C,Construction_&_Real_Estate,2017,Q1,0.5851778118793174,0.2149619452472773,0.016473666307399215,000720
30,Hyundai_Development_Company,Construction_&_Real_Estate,2017,Q1,-0.14823294173855395,0.21342710021035916,-0.02337098196810561,012630
31,Samsung_C&T,Construction_&_Real_Estate,2017,Q1,0.583253680540662,0.1785754957100345,-0.045979021629207306,028260
30,Daewoo_E&C,Construction_&_Real_Estate,2017,Q1,1.302057465432158,0.014062957848837265,0.019868539318792733,047040
30,KEPCO_E&C,Construction_&_Real_Estate,2017,Q1,0.9363686623144778,0.3525281139830606,-0.0019982630782395816,052690
