,name,sector,year,quarter,영업이익변화율,매출액변화율,비유동자산변화율,Code
13,Hyundai_E&C,Construction_&_Real_Estate,2021,Q2,0.7617657698112736,-0.05764562018327357,-0.014687699635141938,000720
13,Hyundai_Development_Company,Construction_&_Real_Estate,2021,Q2,0.936671338233314,0.7279881879577168,-0.000971476172779262,012630
14,Samsung_C&T,Construction_&_Real_Estate,2021,Q2,0.2278837068688534,-0.08102927345774846,0.013163355433657986,028260
13,Daewoo_E&C,Construction_&_Real_Estate,2021,Q2,0.5232353610775473,-0.0584114917775822,-0.014048607088331666,047040
13,KEPCO_E&C,Construction_&_Real_Estate,2021,Q2,2.658592177371536,0.0691621660483297,0.010596843489283803,052690
