,name,sector,year,quarter,영업이익변화율,매출액변화율,비유동자산변화율,Code
20,Hyundai_E&C,Construction_&_Real_Estate,2019,Q3,-0.017616106154198174,0.1090789080029918,-0.006996744834302904,000720
20,Hyundai_Development_Company,Construction_&_Real_Estate,2019,Q3,0.09409634753847995,0.2551885155392586,0.003749084390301527,012630
21,Samsung_C&T,Construction_&_Real_Estate,2019,Q3,0.5926909521771802,0.08315571408537681,0.01141470159307234,028260
20,Daewoo_E&C,Construction_&_Real_Estate,2019,Q3,-0.11815840346615825,0.08919844545583289,0.03604867909939358,047040
20,KEPCO_E&C,Construction_&_Real_Estate,2019,Q3,1.7025910347047553,0.18043048181301535,-0.010303840481905802,052690
