,name,sector,year,quarter,영업이익변화율,매출액변화율,비유동자산변화율,Code
23,Hyundai_E&C,Construction_&_Real_Estate,2018,Q4,0.4740536100948256,-0.06419722672462491,-0.03266533995503029,000720
23,Hyundai_Development_Company,Construction_&_Real_Estate,2018,Q4,-0.8337257312849482,-0.3149427959840325,0.0015413774611392483,012630
24,Samsung_C&T,Construction_&_Real_Estate,2018,Q4,0.10308629872326713,-0.009455590560131899,0.11476071193736626,028260
23,Daewoo_E&C,Construction_&_Real_Estate,2018,Q4,0.5320002569484596,0.17290789884129587,-0.010873249105942007,047040
23,KEPCO_E&C,Construction_&_Real_Estate,2018,Q4,-2.3287873508297237,-0.5879260032595361,0.011950116496409535,052690
