,name,sector,year,quarter,영업이익변화율,매출액변화율,비유동자산변화율,Code
16,Hyundai_E&C,Construction_&_Real_Estate,2020,Q3,0.17561402700336393,0.10515872068121634,0.010264997755032867,000720
16,Hyundai_Development_Company,Construction_&_Real_Estate,2020,Q3,-0.5463355460457389,0.10996769278099572,0.003650940729657992,012630
17,Samsung_C&T,Construction_&_Real_Estate,2020,Q3,0.02284417242272263,-0.016285871064323,-0.08364083329605188,028260
16,Daewoo_E&C,Construction_&_Real_Estate,2020,Q3,-0.30134941259058556,0.02152252503768326,-0.01611146761786153,047040
16,KEPCO_E&C,Construction_&_Real_Estate,2020,Q3,3.4681386399466945,-0.08099810936800877,0.028709528803274487,052690
