Year,Quarter,sj_div,account_nm,thstrm_dt,thstrm_amount
2021,Q1,BS,유동자산,2021.03.31 현재,"172,592,057,302"
2021,Q1,BS,비유동자산,2021.03.31 현재,"377,929,960,536"
2021,Q1,BS,자산총계,2021.03.31 현재,"550,522,017,838"
2021,Q1,BS,유동부채,2021.03.31 현재,"13,750,873,559"
2021,Q1,BS,비유동부채,2021.03.31 현재,"59,001,869"
2021,Q1,BS,부채총계,2021.03.31 현재,"13,809,875,428"
2021,Q1,BS,자본금,2021.03.31 현재,"17,551,253,500"
2021,Q1,BS,이익잉여금,2021.03.31 현재,"8,179,294,612"
2021,Q1,BS,자본총계,2021.03.31 현재,"536,712,142,410"
2021,Q1,IS,영업이익,2021.01.01 ~ 2021.03.31,7243617099
2021,Q1,IS,법인세차감전 순이익,2021.01.01 ~ 2021.03.31,8327710227
2021,Q1,IS,당기순이익,2021.01.01 ~ 2021.03.31,8073070735
2021,Q1,IS,당기순이익(손실),2021.01.01 ~ 2021.03.31,8073070735
2021,Q2,BS,유동자산,2021.06.30 현재,"155,245,161,592"
2021,Q2,BS,비유동자산,2021.06.30 현재,"385,440,372,586"
2021,Q2,BS,자산총계,2021.06.30 현재,"540,685,534,178"
2021,Q2,BS,유동부채,2021.06.30 현재,"1,315,346,597"
2021,Q2,BS,비유동부채,2021.06.30 현재,"212,090,672"
2021,Q2,BS,부채총계,2021.06.30 현재,"1,527,437,269"
2021,Q2,BS,자본금,2021.06.30 현재,"17,551,253,500"
2021,Q2,BS,이익잉여금,2021.06.30 현재,"10,625,249,111"
2021,Q2,BS,자본총계,2021.06.30 현재,"539,158,096,909"
2021,Q2,IS,매출액,2021.01.01 ~ 2021.06.30,1852273719
2021,Q2,IS,영업이익,2021.01.01 ~ 2021.06.30,153070255
2021,Q2,IS,법인세차감전 순이익,2021.01.01 ~ 2021.06.30,3294463574
2021,Q2,IS,당기순이익,2021.01.01 ~ 2021.06.30,2459342829
2021,Q2,IS,당기순이익(손실),2021.01.01 ~ 2021.06.30,2459342829
2021,Q3,BS,유동자산,2021.09.30 현재,"154,379,501,100"
2021,Q3,BS,비유동자산,2021.09.30 현재,"387,234,577,470"
2021,Q3,BS,자산총계,2021.09.30 현재,"541,614,078,570"
2021,Q3,BS,유동부채,2021.09.30 현재,"1,098,143,337"
2021,Q3,BS,비유동부채,2021.09.30 현재,"168,627,634"
2021,Q3,BS,부채총계,2021.09.30 현재,"1,266,770,971"
2021,Q3,BS,자본금,2021.09.30 현재,"17,551,253,500"
2021,Q3,BS,이익잉여금,2021.09.30 현재,"11,814,459,801"
2021,Q3,BS,자본총계,2021.09.30 현재,"540,347,307,599"
2021,Q3,IS,매출액,2021.01.01 ~ 2021.09.30,1749733642
2021,Q3,IS,영업이익,2021.01.01 ~ 2021.09.30,222152450
2021,Q3,IS,법인세차감전 순이익,2021.01.01 ~ 2021.09.30,1528133169
2021,Q3,IS,당기순이익,2021.01.01 ~ 2021.09.30,1180902020
2021,Q3,IS,당기순이익(손실),2021.01.01 ~ 2021.09.30,1180902020
2021,Q4,BS,유동자산,2021.12.31 현재,"153,095,167,476"
2021,Q4,BS,비유동자산,2021.12.31 현재,"387,838,296,156"
2021,Q4,BS,자산총계,2021.12.31 현재,"540,933,463,632"
2021,Q4,BS,유동부채,2021.12.31 현재,"1,547,752,211"
2021,Q4,BS,비유동부채,2021.12.31 현재,"110,849,006"
2021,Q4,BS,부채총계,2021.12.31 현재,"1,658,601,217"
2021,Q4,BS,자본금,2021.12.31 현재,"17,551,253,500"
2021,Q4,BS,이익잉여금,2021.12.31 현재,"10,742,014,617"
2021,Q4,BS,자본총계,2021.12.31 현재,"539,274,862,415"
2021,Q4,IS,매출액,2021.01.01 ~ 2021.12.31,10266564839
2021,Q4,IS,영업이익,2021.01.01 ~ 2021.12.31,-120025337
2021,Q4,IS,법인세차감전 순이익,2021.01.01 ~ 2021.12.31,-989938439
2021,Q4,IS,당기순이익,2021.01.01 ~ 2021.12.31,-1139720810
2021,Q4,IS,당기순이익(손실),2021.01.01 ~ 2021.12.31,-1139720810
