,name,year,quarter,sector,Relative Return,국제유가 변화율,1인평균급여 변화율,소비자물가지수 변화율,보유 주식 수 변화율,금리 변화율,실업률 변화율,Label,Code
18,하이트진로,2020,Q2,생활소비재,-0.0446657728861653,-0.41825270948982285,0.0,-0.9744470971009336,0.0,-0.0835291604358025,0.15887850467289732,-0.24613265477294238,000080
18,CJ,2020,Q2,생활소비재,-0.1269689384985466,-0.41825270948982285,0.0,-0.9744470971009336,0.0,-0.0835291604358025,0.15887850467289732,-0.15509078929638534,001040
18,대상,2020,Q2,생활소비재,-0.27923538404857423,-0.41825270948982285,0.0,-0.9744470971009336,0.0,-0.0835291604358025,0.15887850467289732,-0.0956107688888938,001680
18,오리온,2020,Q2,생활소비재,-0.3138914687046589,-0.41825270948982285,0.0,-0.9744470971009336,0.0,-0.0835291604358025,0.15887850467289732,-0.106244623528609,001800
18,아모레G,2020,Q2,생활소비재,-0.1954920218115641,-0.41825270948982285,0.0,-0.9744470971009336,0.0,-0.0835291604358025,0.15887850467289732,-0.20948628891499707,002790
18,남양유업,2020,Q2,생활소비재,-0.30531429207768973,-0.41825270948982285,0.0,-0.9744470971009336,0.0,-0.0835291604358025,0.15887850467289732,-0.14968522266609224,003920
18,농심,2020,Q2,생활소비재,-0.11604480348318336,-0.41825270948982285,0.0,-0.9744470971009336,0.0,-0.0835291604358025,0.15887850467289732,-0.2445679544314452,004370
18,빙그레,2020,Q2,생활소비재,-0.3558246598915814,-0.41825270948982285,0.0,-0.9744470971009336,0.0,-0.0835291604358025,0.15887850467289732,-0.11754045855149031,005180
18,롯데칠성,2020,Q2,생활소비재,-0.3106751524525341,-0.41825270948982285,0.0,-0.9744470971009336,0.0,-0.0835291604358025,0.15887850467289732,-0.13971310350803715,005300
18,현대그린푸드,2020,Q2,생활소비재,-0.24762132839533246,-0.41825270948982285,0.0,-0.9744470971009336,0.0,-0.0835291604358025,0.15887850467289732,-0.11535265720144208,005440
18,삼립식품,2020,Q2,생활소비재,-0.3618402881216224,-0.41825270948982285,0.0,-0.9744470971009336,0.0,-0.0835291604358025,0.15887850467289732,0.02835369520253319,005610
18,크라운제과,2020,Q2,생활소비재,-0.3335905535503235,-0.41825270948982285,0.0,-0.9744470971009336,0.0,-0.0835291604358025,0.15887850467289732,0.007250828637337864,005740
18,GS리테일,2020,Q2,생활소비재,-0.45561649556391937,-0.41825270948982285,0.0,-0.9744470971009336,0.0,-0.0835291604358025,0.15887850467289732,-0.060562225089484875,007070
18,오뚜기,2020,Q2,생활소비재,-0.14873510765277545,-0.41825270948982285,0.0,-0.9744470971009336,0.0,-0.0835291604358025,0.15887850467289732,-0.10735955595426544,007310
18,한국전력,2020,Q2,생활소비재,-0.34533225014544033,-0.41825270948982285,0.0,-0.9744470971009336,0.0,-0.0835291604358025,0.15887850467289732,-0.06950989702044662,015760
18,KT&G,2020,Q2,생활소비재,-0.12932151669284642,-0.41825270948982285,0.0,-0.9744470971009336,0.0,-0.0835291604358025,0.15887850467289732,-0.052553364108449935,033780
18,무학,2020,Q2,생활소비재,-0.38563195529230704,-0.41825270948982285,0.0,-0.9744470971009336,0.0,-0.0835291604358025,0.15887850467289732,0.06592425872299756,033920
18,한국가스공사,2020,Q2,생활소비재,-0.2847226055874563,-0.41825270948982285,0.0,-0.9744470971009336,0.0,-0.0835291604358025,0.15887850467289732,0.05635921234938011,036460
18,팜스코,2020,Q2,생활소비재,-0.14744586612909205,-0.41825270948982285,0.0,-0.9744470971009336,0.0,-0.0835291604358025,0.15887850467289732,-0.23345666820148905,036580
18,동원F&B,2020,Q2,생활소비재,-0.3920448019939634,-0.41825270948982285,0.0,-0.9744470971009336,0.0,-0.0835291604358025,0.15887850467289732,-0.09283835251008475,049770
18,LG생활건강,2020,Q2,생활소비재,-0.19484384965703985,-0.41825270948982285,0.0,-0.9744470971009336,0.0,-0.0835291604358025,0.15887850467289732,-0.0330287161746497,051900
18,에이블씨엔씨,2020,Q2,생활소비재,-0.4017103029593384,-0.41825270948982285,0.0,-0.9744470971009336,0.0,-0.0835291604358025,0.15887850467289732,-0.13230984217333294,078520
18,아모레퍼시픽,2020,Q2,생활소비재,-0.1978963527095429,-0.41825270948982285,0.0,-0.9744470971009336,0.0,-0.0835291604358025,0.15887850467289732,-0.13351138976663313,090430
18,CJ제일제당,2020,Q2,생활소비재,0.06065065583746565,-0.41825270948982285,0.0,-0.9744470971009336,0.0,-0.0835291604358025,0.15887850467289732,-0.1481640444682132,097950
18,락앤락,2020,Q2,생활소비재,-0.19384377272804532,-0.41825270948982285,0.0,-0.9744470971009336,0.0,-0.0835291604358025,0.15887850467289732,-0.1238232454367362,115390
18,이마트,2020,Q2,생활소비재,-0.18220162462543427,-0.41825270948982285,0.0,-0.9744470971009336,0.0,-0.0835291604358025,0.15887850467289732,0.27119966292979764,139480
18,삼양사,2020,Q2,생활소비재,0.7021486315459677,-0.41825270948982285,0.0,-0.9744470971009336,0.0,-0.0835291604358025,0.15887850467289732,-0.33733237940155353,145990
18,한국콜마,2020,Q2,생활소비재,-0.04626839410758293,-0.41825270948982285,0.0,-0.9744470971009336,0.0,-0.0835291604358025,0.15887850467289732,-0.13308758578090446,161890
18,코스맥스,2020,Q2,생활소비재,-0.16843584797154068,-0.41825270948982285,0.0,-0.9744470971009336,0.0,-0.0835291604358025,0.15887850467289732,-0.003013340335905848,192820
