,name,year,quarter,sector,Relative Return,국제유가 변화율,1인평균급여 변화율,소비자물가지수 변화율,보유 주식 수 변화율,금리 변화율,실업률 변화율,Label,Code
31,하이트진로,2017,Q1,생활소비재,0.008827454099233585,0.09135267010029824,0.0,0.5158067335463936,0.0,0.13548951048950886,0.0277777777777779,0.06856733350009801,000080
31,CJ,2017,Q1,생활소비재,0.08616570802638535,0.09135267010029824,0.0,0.5158067335463936,0.0,0.13548951048950886,0.0277777777777779,-0.13370168117654951,001040
31,대상,2017,Q1,생활소비재,-0.0014950147294593014,0.09135267010029824,0.0,0.5158067335463936,0.0,0.13548951048950886,0.0277777777777779,-0.06228111840310379,001680
31,오리온,2017,Q1,생활소비재,0.027978559900321075,0.09135267010029824,0.0,0.5158067335463936,0.0,0.13548951048950886,0.0277777777777779,-0.2537593226356348,001800
31,아모레G,2017,Q1,생활소비재,0.17803149956341605,0.09135267010029824,0.0,0.5158067335463936,0.0,0.13548951048950886,0.0277777777777779,-0.19942881632401815,002790
31,남양유업,2017,Q1,생활소비재,0.0280128958658215,0.09135267010029824,0.0,0.5158067335463936,0.0,0.13548951048950886,0.0277777777777779,-0.22634890191258605,003920
31,농심,2017,Q1,생활소비재,0.053451118845538895,0.09135267010029824,0.0,0.5158067335463936,0.0,0.13548951048950886,0.0277777777777779,-0.032183292021169714,004370
31,빙그레,2017,Q1,생활소비재,0.010195139951130222,0.09135267010029824,0.0,0.5158067335463936,0.0,0.13548951048950886,0.0277777777777779,-0.11675163638520118,005180
31,롯데칠성,2017,Q1,생활소비재,0.18490208706588046,0.09135267010029824,0.0,0.5158067335463936,0.0,0.13548951048950886,0.0277777777777779,-0.14032625642741683,005300
31,현대그린푸드,2017,Q1,생활소비재,-0.018718508791556884,0.09135267010029824,0.0,0.5158067335463936,0.0,0.13548951048950886,0.0277777777777779,0.08208728133176543,005440
31,삼립식품,2017,Q1,생활소비재,-0.05828595940424144,0.09135267010029824,0.0,0.5158067335463936,0.0,0.13548951048950886,0.0277777777777779,-0.27094591828379594,005610
31,크라운제과,2017,Q1,생활소비재,0.0,0.09135267010029824,0.0,0.5158067335463936,0.0,0.13548951048950886,0.0277777777777779,-0.31204707644521473,005740
31,GS리테일,2017,Q1,생활소비재,0.012463982432955698,0.09135267010029824,0.0,0.5158067335463936,0.0,0.13548951048950886,0.0277777777777779,-0.2715185981900748,007070
31,오뚜기,2017,Q1,생활소비재,-0.0016605484100455162,0.09135267010029824,0.0,0.5158067335463936,0.0,0.13548951048950886,0.0277777777777779,-0.07445487434312986,007310
31,한국전력,2017,Q1,생활소비재,-0.1303947848014619,0.09135267010029824,0.0,0.5158067335463936,0.0574870262096836,0.13548951048950886,0.0277777777777779,0.0010448224569447623,015760
31,KT&G,2017,Q1,생활소비재,0.029667874939654428,0.09135267010029824,0.0,0.5158067335463936,0.057487026213814074,0.13548951048950886,0.0277777777777779,0.04688529560606538,033780
31,무학,2017,Q1,생활소비재,-0.044411175558610044,0.09135267010029824,0.0,0.5158067335463936,0.0,0.13548951048950886,0.0277777777777779,-0.08649614334894641,033920
31,한국가스공사,2017,Q1,생활소비재,0.017709626698220356,0.09135267010029824,0.0,0.5158067335463936,0.0,0.13548951048950886,0.0277777777777779,-0.010915054086265114,036460
31,팜스코,2017,Q1,생활소비재,-0.05020742474204881,0.09135267010029824,0.0,0.5158067335463936,0.0,0.13548951048950886,0.0277777777777779,-0.06096342456772376,036580
31,동원F&B,2017,Q1,생활소비재,0.0989024494119185,0.09135267010029824,0.0,0.5158067335463936,0.0574870262153897,0.13548951048950886,0.0277777777777779,-0.2286470140673431,049770
31,LG생활건강,2017,Q1,생활소비재,0.11507100709921253,0.09135267010029824,0.0,0.5158067335463936,0.0,0.13548951048950886,0.0277777777777779,0.0016072670555496108,051900
31,에이블씨엔씨,2017,Q1,생활소비재,0.13429772545505658,0.09135267010029824,0.0,0.5158067335463936,0.0,0.13548951048950886,0.0277777777777779,-0.253690633644007,078520
31,아모레퍼시픽,2017,Q1,생활소비재,0.16589264307931617,0.09135267010029824,0.0,0.5158067335463936,0.0,0.13548951048950886,0.0277777777777779,-0.21285698170773493,090430
31,CJ제일제당,2017,Q1,생활소비재,-0.05189363471174286,0.09135267010029824,0.0,0.5158067335463936,0.0,0.13548951048950886,0.0277777777777779,-0.008414881660580582,097950
31,락앤락,2017,Q1,생활소비재,-0.0750493671288299,0.09135267010029824,0.0,0.5158067335463936,0.0,0.13548951048950886,0.0277777777777779,-0.08572963193987047,115390
31,이마트,2017,Q1,생활소비재,0.03623838776016725,0.09135267010029824,0.0,0.5158067335463936,0.0,0.13548951048950886,0.0277777777777779,0.04740203493257829,139480
31,삼양사,2017,Q1,생활소비재,-0.04819484205349735,0.09135267010029824,0.0,0.5158067335463936,0.0,0.13548951048950886,0.0277777777777779,-0.026816931333303352,145990
31,한국콜마,2017,Q1,생활소비재,0.08648838776016723,0.09135267010029824,0.0,0.5158067335463936,0.0,0.13548951048950886,0.0277777777777779,-0.18239824431224655,161890
31,코스맥스,2017,Q1,생활소비재,-0.09780248980519052,0.09135267010029824,0.0,0.5158067335463936,0.0,0.13548951048950886,0.0277777777777779,-0.16122897208418904,192820
