,name,year,quarter,sector,Relative Return,국제유가 변화율,1인평균급여 변화율,소비자물가지수 변화율,보유 주식 수 변화율,금리 변화율,실업률 변화율,Label,Code
11,하이트진로,2022,Q1,생활소비재,-0.012106847679306795,0.2602194672474454,0.0,0.09364288108448604,0.0,0.14767324592997877,-0.09183673469387776,-0.05541183527418489,000080
11,CJ,2022,Q1,생활소비재,0.08096572305841608,0.2602194672474454,0.0,0.09364288108448604,0.0,0.14767324592997877,-0.09183673469387776,0.014524224541941813,001040
11,대상,2022,Q1,생활소비재,0.13444508417465725,0.2602194672474454,0.0,0.09364288108448604,0.0,0.14767324592997877,-0.09183673469387776,0.00908591641667051,001680
11,오리온,2022,Q1,생활소비재,0.05552237888351503,0.2602194672474454,0.0,0.09364288108448604,0.0,0.14767324592997877,-0.09183673469387776,0.11705508667435624,001800
11,아모레G,2022,Q1,생활소비재,0.058838877200013344,0.2602194672474454,0.0,0.09364288108448604,0.0,0.14767324592997877,-0.09183673469387776,-0.1529368295026173,002790
11,남양유업,2022,Q1,생활소비재,0.0018108270868471901,0.2602194672474454,0.0,0.09364288108448604,0.0,0.14767324592997877,-0.09183673469387776,0.01619361040473865,003920
11,농심,2022,Q1,생활소비재,0.08963650623354918,0.2602194672474454,0.0,0.09364288108448604,0.0,0.14767324592997877,-0.09183673469387776,0.018852195521839837,004370
11,빙그레,2022,Q1,생활소비재,0.01513203476435735,0.2602194672474454,0.0,0.09364288108448604,0.0,0.14767324592997877,-0.09183673469387776,-0.056387606328970115,005180
11,롯데칠성,2022,Q1,생활소비재,0.24279269149990607,0.2602194672474454,0.0,0.09364288108448604,0.0,0.14767324592997877,-0.09183673469387776,-0.09264071438839692,005300
11,현대그린푸드,2022,Q1,생활소비재,0.04004255462786395,0.2602194672474454,0.0,0.09364288108448604,0.0,0.14767324592997877,-0.09183673469387776,-0.033150363955609836,005440
11,삼립식품,2022,Q1,생활소비재,-0.09474296463364472,0.2602194672474454,0.0,0.09364288108448604,0.0,0.14767324592997877,-0.09183673469387776,0.08237324862937995,005610
11,크라운제과,2022,Q1,생활소비재,0.09190569715711869,0.2602194672474454,0.0,0.09364288108448604,0.0,0.14767324592997877,-0.09183673469387776,-0.17739734218451125,005740
11,GS리테일,2022,Q1,생활소비재,-0.032465579571449535,0.2602194672474454,0.0,0.09364288108448604,0.0,0.14767324592997877,-0.09183673469387776,0.03112638205578504,007070
11,오뚜기,2022,Q1,생활소비재,0.11998002740190816,0.2602194672474454,0.0,0.09364288108448604,0.0,0.14767324592997877,-0.09183673469387776,0.08099068262893837,007310
11,한국전력,2022,Q1,생활소비재,0.010074230868319711,0.2602194672474454,0.0,0.09364288108448604,0.0,0.14767324592997877,-0.09183673469387776,0.025871117517250262,015760
11,KT&G,2022,Q1,생활소비재,0.08123081673494727,0.2602194672474454,0.0,0.09364288108448604,0.0,0.14767324592997877,-0.09183673469387776,0.029769985178088477,033780
11,무학,2022,Q1,생활소비재,-0.1437043930860703,0.2602194672474454,0.0,0.09364288108448604,0.0,0.14767324592997877,-0.09183673469387776,-0.08748334979096431,033920
11,한국가스공사,2022,Q1,생활소비재,0.17073404483579624,0.2602194672474454,0.0,0.09364288108448604,0.0,0.14767324592997877,-0.09183673469387776,-0.03392703926513722,036460
11,팜스코,2022,Q1,생활소비재,0.0792518681450129,0.2602194672474454,0.0,0.09364288108448604,0.0,0.14767324592997877,-0.09183673469387776,-0.09522333458506486,036580
11,동원F&B,2022,Q1,생활소비재,-0.001698622745929107,0.2602194672474454,0.0,0.09364288108448604,0.0,0.14767324592997877,-0.09183673469387776,0.035753471093122914,049770
11,LG생활건강,2022,Q1,생활소비재,-0.1439933464457357,0.2602194672474454,0.0,0.09364288108448604,0.0,0.14767324592997877,-0.09183673469387776,0.09437621745332392,051900
11,에이블씨엔씨,2022,Q1,생활소비재,-0.018200180565223326,0.2602194672474454,0.0,0.09364288108448604,0.0,0.14767324592997877,-0.09183673469387776,-0.20376928896607693,078520
11,아모레퍼시픽,2022,Q1,생활소비재,0.08752471738103038,0.2602194672474454,0.0,0.09364288108448604,0.0,0.14767324592997877,-0.09183673469387776,-0.19462244117933306,090430
11,CJ제일제당,2022,Q1,생활소비재,0.19318561101359816,0.2602194672474454,0.0,0.09364288108448604,0.0,0.14767324592997877,-0.09183673469387776,0.0660073367602374,097950
11,락앤락,2022,Q1,생활소비재,-0.02311112502918556,0.2602194672474454,0.0,0.09364288108448604,0.0,0.14767324592997877,-0.09183673469387776,-0.10792438754829758,115390
11,이마트,2022,Q1,생활소비재,-0.059160582938435215,0.2602194672474454,0.0,0.09364288108448604,0.0,0.14767324592997877,-0.09183673469387776,-0.09212274454057562,139480
11,삼양사,2022,Q1,생활소비재,0.023922936317915817,0.2602194672474454,0.0,0.09364288108448604,0.0,0.14767324592997877,-0.09183673469387776,-0.12848526317521378,145990
11,한국콜마,2022,Q1,생활소비재,0.02577391300348608,0.2602194672474454,0.0,0.09364288108448604,0.0,0.14767324592997877,-0.09183673469387776,-0.052890818263467414,161890
11,코스맥스,2022,Q1,생활소비재,-0.05175925639376642,0.2602194672474454,0.0,0.09364288108448604,0.0,0.14767324592997877,-0.09183673469387776,-0.01890709525701096,192820
