,name,year,quarter,sector,Relative Return,비유동자산 변화율,매출액 변화율,자본총계 변화율,부채총계 변화율,법인세차감전 순이익 변화율,Label,Code
4,CJ대한통운,2023,Q4,산업재,0.45385138144132386,0.005313680848907376,0.06616800715562254,-0.03911776262100786,-0.025514563738834095,0.09936388007362851,-0.09066596150247212,000120
4,두산,2023,Q4,산업재,0.7618153709008032,0.010875646627577673,1.962351018147904,-0.011312003820950434,-0.030637392427127264,2.133175123061313,0.10206862428119036,000150
4,LG상사,2023,Q4,산업재,-0.19492066041087908,-0.0464742264459822,-0.007270987712649779,-0.06606135005017977,-0.1100167795132806,-2.6211691016898055,0.06799306689519649,001120
4,대한항공,2023,Q4,산업재,-0.06269085546436148,0.023367019170002168,0.0301147885255737,-0.042260192771823135,0.03193157493396903,-1.3679126577667833,-0.037283942385047716,003490
4,S&T중공업,2023,Q4,산업재,0.17628129866075112,0.02150738172388955,0.1147772812965775,0.024255449780284266,0.07950889779228909,-0.05361218884022467,-0.09528477142670433,003570
4,LS,2023,Q4,산업재,0.2954907408760818,0.07334271536829795,2.572916296770724,0.04022167132597576,0.16943881455981247,0.2512777798811192,0.37648445993258495,006260
4,LS산전,2023,Q4,산업재,0.1289886933733804,0.04183867912046235,0.017485900996638826,0.03163387348731628,-0.011125633158720283,-0.103239447374179,1.1140461433752105,010120
4,현대상선,2023,Q4,산업재,-0.14033108180328285,-0.05180675994998618,-0.03239144689156348,-0.02708896212303402,-0.0411054021594951,1.8145579764190614,0.14795358872219788,011200
4,한국단자,2023,Q4,산업재,-0.21019469644483962,-0.02211139375049942,-0.009767879800544277,-0.01529964123342109,-0.010273617946474967,-0.9526245728349985,-0.015590539087038785,025540
4,대우인터내셔널,2023,Q4,산업재,-0.0936546734822794,-0.007691882457082522,0.004672705361339569,0.013221713300493931,-0.04600998630620978,-0.641011083841079,-0.24271090067905848,047050
4,한국항공우주,2023,Q4,산업재,-0.0018145060863817286,0.006238013836370904,0.4961267952021058,0.06790252687442444,-0.03551932794387436,1.3799898029780548,0.04946272448238216,047810
4,한전KPS,2023,Q4,산업재,-0.044531378325202944,-0.0211583167123367,0.30136933394457954,0.005219074521145339,0.059794961824229276,0.5016935914329337,-0.03023632796750363,051600
4,현대글로비스,2023,Q4,산업재,-0.019511142011394506,0.016523843787425774,0.03325965201124648,0.03584639660019562,-0.03606684140132499,0.3980897229585014,-0.029745857766283784,086280
