,name,year,quarter,sector,Relative Return,비유동자산 변화율,매출액 변화율,자본총계 변화율,부채총계 변화율,법인세차감전 순이익 변화율,Label,Code
20,CJ대한통운,2019,Q4,산업재,-0.012301943884613586,-0.0012809694310091935,0.09560294586942941,0.003530937578351656,-0.00994529417091461,-0.1412427913720785,0.025137678403095942,000120
20,두산,2019,Q4,산업재,-0.2979587451550505,0.06250076830124329,-0.02439591447954126,0.501530454116482,-0.2887948656774587,11.14600615604987,-0.0619823979223777,000150
20,LG상사,2019,Q4,산업재,-0.2911200836905169,-0.09602762656482078,-0.08328855302563365,-0.10600409858012327,-0.10536407801822445,26.469360882824873,0.4870411980598478,001120
20,대한항공,2019,Q4,산업재,-0.1087596196296142,0.011900668705179918,-0.10485591339545886,0.04296919384864317,-0.015103436611101029,-1.471275724378287,-0.06711625460812101,003490
20,S&T중공업,2019,Q4,산업재,0.037368526319802337,-0.00446250993417685,-0.035202332906561495,0.007561895427703247,0.007804353777818962,0.09778044055971402,-0.025693149455158534,003570
20,LS,2019,Q4,산업재,-0.2392233589271565,0.45178590642686056,-0.023895923215385584,0.5147484426499476,-0.2533951195992822,-8.043706293706293,0.08320297003764945,006260
20,LS산전,2019,Q4,산업재,-0.18167880305954145,-0.0327782263802846,0.3567534306805684,0.017402514999639296,0.09596886658502646,-0.24443431027227813,0.10776428213565153,010120
20,현대상선,2019,Q4,산업재,-0.03853545725645083,-0.03536956535542124,-0.06978841346095588,0.3676391081231347,-0.03267342751265412,0.3638721121763737,0.32902914131778693,011200
20,한국단자,2019,Q4,산업재,-0.28201623370976314,0.01102841510665642,0.11933304614391305,0.008912955516658938,-0.06414490032422127,0.7863402425460726,0.19886250430183489,025540
20,대우인터내셔널,2019,Q4,산업재,-0.2579080727714995,-0.040746448557292925,-0.0015261726431937683,-0.00452473936860609,-0.12750589480057806,-0.670340171700537,0.20168576799466376,047050
20,한국항공우주,2019,Q4,산업재,-0.27274543248236127,0.02757650293344538,0.9490173931762498,-0.015708701863142438,-0.04083954753005248,-2.447302425647927,0.038400743840074414,047810
20,한전KPS,2019,Q4,산업재,0.08113376551161337,-0.01638691094263356,0.2771373077407069,0.08184805551081453,-0.1310439271457854,0.24189703020897424,-0.018563262419706503,051600
20,현대글로비스,2019,Q4,산업재,-0.24324388512739695,0.01935104965406187,0.010432742462835431,0.046959364607410015,-0.016511058879743135,3.0991731429522815,0.05401192526478418,086280
