,Feature,Average_Importance
4,F_비유동자산 변화율,0.3438306590962121
1,F_매출액 변화율,0.2822472109956501
7,F_자본총계 변화율,0.20714168463705185
3,F_부채총계 변화율,0.20666236240433875
2,F_법인세차감전 순이익 변화율,0.20045369221125126
