code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,이자비용,차입부채
50,Kyungbang,유통,2020,Q1,"286,281,243,680","1,042,570,293,553","1,328,851,537,233","189,689,677,372","401,752,869,126","591,442,546,498","739,114,171,762","737,408,990,735",47577093270.0,5473725767.0,4220975680.0,3030398804.0,3030398804.0,"13,707,635,000",,,,,,,,,,
80,Hite_Jinro,음식료·담배,2020,Q1,"1,023,479,470,203","2,478,916,403,835","3,502,395,874,038","1,843,977,439,193","596,762,615,452","2,440,740,054,645","272,310,089,708","1,061,655,819,393",487224081297.0,51076451691.0,39031857760.0,28754074259.0,28754074259.0,"368,842,230,000",,,,,,,,,,
100,Yuhan_Corporation,제약,2020,Q1,"1,127,075,219,533","937,380,194,973","2,064,455,414,506","343,899,982,868","54,417,017,608","398,317,000,476","1,564,203,792,857","1,666,138,414,030",303319170571.0,8078122922.0,168857236344.0,125220756045.0,125220756045.0,"68,037,750,000",,,,,,,,,,
120,CJ_Logistics,운송·창고,2020,Q1,"1,217,379,516,215","5,660,772,741,694","6,878,152,257,909","1,650,427,749,067","2,305,131,701,942","3,955,559,451,009","435,112,839,502","2,922,592,806,900",1634485010465.0,46450689051.0,18063715359.0,14424697658.0,14424697658.0,"114,061,720,000",,,,,,,,,,
150,Doosan_Corp,기타금융,2020,Q1,"1,105,425,283,052","3,861,694,522,506","4,967,119,805,558","1,722,486,521,280","1,101,427,162,183","2,823,913,683,463","2,211,977,992,336","2,143,206,122,095",,60589420875.0,94046246244.0,66043120186.0,66043120186.0,"123,738,105,000",,,,,,,,,,
210,DL_Holdings,화학,2020,Q1,"4,805,809,160,025","5,571,873,932,417","10,377,683,092,442","3,366,028,052,018","1,304,671,060,825","4,670,699,112,843","4,987,643,683,049","5,706,983,979,599",1715865664914.0,170508167515.0,382337278753.0,308130645684.0,308130645684.0,"218,500,000,000",,,,,,,,,,
230,Ildong_Pharmaceutical,제약,2020,Q1,"7,128,648,421","225,863,590,951","232,992,239,372","57,913,413,458","19,676,697,900","77,590,111,358","28,759,341,024","155,402,128,014",4504876071.0,893016277.0,535255682.0,437815505.0,437815505.0,"11,540,400,000",,,,,,,,,,
240,Hankook_Tire_Worldwide,기타금융,2020,Q1,"220,543,151,073","2,137,436,737,247","2,357,979,888,320","48,699,461,939","65,742,853,283","114,442,315,222","904,828,565,912","2,243,537,573,098",32862438814.0,26979179527.0,25166217387.0,23633151707.0,23633151707.0,"46,510,086,500",,,,,,,,,,
270,Kia_Corp,운송장비·부품,2020,Q1,"12,118,253,000,000","26,172,329,000,000","38,290,582,000,000","9,130,974,000,000","5,318,860,000,000","14,449,834,000,000","20,206,221,000,000","23,840,748,000,000",7535127000000.0,112089000000.0,211440000000.0,182839000000.0,182839000000.0,,,,,,,,,,,
480,Chosun_Refractories,비금속,2020,Q1,"206,894,142,935","522,468,407,185","729,362,550,120","219,895,853,955","35,217,833,309","255,113,687,264","413,373,562,432","474,248,862,856",119063158349.0,5788544746.0,6640532220.0,5409125268.0,5409125268.0,"20,000,000,000",,,,,,,,,,
640,Dong-A_Socio_Holdings,기타금융,2020,Q1,"72,842,107,669","783,389,104,936","856,231,212,605","156,950,039,046","131,443,367,109","288,393,406,155","358,178,212,493","567,837,806,450",29812480228.0,19251543240.0,17799595415.0,17942442421.0,17942442421.0,"30,691,485,000",,,,,,,,,,
660,S_hynix,전기·전자,2020,Q1,"12,353,112,000,000","46,729,571,000,000","59,082,683,000,000","6,782,965,000,000","6,270,213,000,000","13,053,178,000,000","40,698,305,000,000","46,029,505,000,000",6945135000000.0,721380000000.0,968180000000.0,691938000000.0,691938000000.0,"3,657,652,000,000",,,,,,,,,,
670,Youngpoong,금속,2020,Q1,"682,853,823,979","1,636,658,285,448","2,319,512,109,427","192,805,744,832","259,407,051,327","452,212,796,159","1,881,415,958,121","1,867,299,313,268",294057984959.0,2818033779.0,77754279800.0,64252060821.0,64252060821.0,"9,210,200,000",,,,,,,,,,
720,Hyundai_E&C,건설,2020,Q1,"8,615,634,000,000","3,591,656,000,000","12,207,290,000,000","4,531,296,000,000","2,032,824,000,000","6,564,120,000,000","4,414,751,000,000","5,643,170,000,000",2273488000000.0,56627000000.0,140545000000.0,100821000000.0,100821000000.0,"557,273,000,000",,,,,,,,,,
880,Hanwha_Corp,화학,2020,Q1,"2,522,358,000,000","5,774,168,000,000","8,296,526,000,000","3,251,700,000,000","1,674,184,000,000","4,925,884,000,000","2,320,221,000,000","3,370,642,000,000",841490000000.0,6475000000.0,1533000000.0,14283000000.0,14283000000.0,"489,550,000,000",,,,,,,,,,
1040,CJ_Corp,기타금융,2020,Q1,"190,642,289,000","2,885,612,339,000","3,076,254,628,000","205,144,907,000","105,312,078,000","310,456,985,000","1,700,793,006,000","2,765,797,643,000",,54054372000.0,43672864000.0,44018723000.0,44018723000.0,"179,047,370,000",,,,,,,,,,
1120,LG_International,유통,2020,Q1,"972,365,528,801","1,882,050,937,240","2,854,416,466,041","840,604,832,257","572,271,468,975","1,412,876,301,232","1,174,556,414,138","1,441,540,164,809",748828166995.0,277587091.0,345551910710.0,254661627141.0,254661627141.0,"193,800,000,000",,,,,,,,,,
