code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
120,CJ대한통운,산업재,2017,Q1,2017-05-15,"836,407,974,878","3,401,445,132,368","4,237,853,107,246","796,085,482,453","1,132,968,512,244","1,929,053,994,697","435,205,544,385","2,308,799,112,549",1222536182452.0,31798754728.0,11343418592.0,8307805995.0,8307805995.0,"114,061,720,000",,,,,,,,,,,,
150,두산,산업재,2017,Q1,2017-05-15,"855,296,090,624","2,875,364,483,216","3,730,660,573,840","1,054,770,736,391","599,825,795,375","1,654,596,531,766","1,674,757,279,698","2,076,064,042,074",611569367857.0,108112959069.0,92149950344.0,86449326393.0,86449326393.0,"134,838,235,000",,,,,,,,,,,,
1120,LG상사,산업재,2017,Q1,2017-05-15,"676,522,426,938","2,134,824,708,078","2,811,347,135,016","518,625,608,771","1,077,318,752,848","1,595,944,361,619","946,339,440,534","1,215,402,773,397",719359633811.0,30253857223.0,56380820344.0,45111757341.0,45111757341.0,,,,,,,,,,,,,
3490,대한항공,산업재,2017,Q1,2017-05-11,"3,068,088,219,867","19,674,269,113,184","22,742,357,333,051","8,271,150,231,370","11,789,603,448,788","20,060,753,680,158","361,858,776,356","2,681,603,652,893",2810670107508.0,184792876846.0,723194815992.0,563122200081.0,563122200081.0,"479,777,140,000",,,,,,,,,,,,
3570,S&T중공업,산업재,2017,Q1,2017-05-10,"409,813,684,355","450,841,638,681","860,655,323,036","124,542,526,717","86,533,669,160","211,076,195,877","568,093,703,564","649,579,127,159",98253901752.0,6562826053.0,2551858079.0,2580869603.0,2580869603.0,"83,683,597,500",,,,,,,,,,,,
6260,LS,산업재,2017,Q1,2017-05-15,"132,689,000,000","2,149,165,000,000","2,281,854,000,000","253,308,000,000","172,847,000,000","426,155,000,000","1,611,403,000,000",,,,,,,,,,,,,,,,,,,
10120,LS산전,산업재,2017,Q1,2017-05-15,"1,082,488,081,553","1,007,938,645,536","2,090,426,727,089","578,094,473,386","513,467,887,145","1,091,562,360,531","874,406,379,374","998,864,366,558",424533714270.0,33559784536.0,20771351857.0,17662899552.0,17662899552.0,,,,,,,,,,,,,
11200,현대상선,산업재,2017,Q1,2017-05-15,"1,551,999,000,000","2,359,048,000,000","3,911,047,000,000","1,079,810,000,000","1,973,318,000,000","3,053,128,000,000","-2,177,585,000,000","857,919,000,000",1253533000000.0,-143739000000.0,-695340000000.0,-694849000000.0,-694849000000.0,,,,,,,,,,,,,
25540,한국단자,산업재,2017,Q1,2017-05-15,"341,942,434,498","412,331,273,186","754,273,707,684","136,033,555,330","40,048,997,573","176,082,552,903","533,107,818,532","578,191,154,781",183421389007.0,19025398441.0,16917608328.0,13146442860.0,13146442860.0,,,,,,,,,,,,,
47050,대우인터내셔널,산업재,2017,Q1,2017-05-15,"4,633,843,498,000","3,729,282,414,000","8,363,125,912,000","4,587,864,580,000","1,070,846,007,000","5,658,710,587,000","1,525,319,432,000","2,704,415,325,000",4856006183000.0,94265802000.0,109511334000.0,75093423000.0,75093423000.0,,,,,,,,,,,,,
47810,한국항공우주,산업재,2017,Q1,2017-05-15,"2,084,003,000,000","984,275,000,000","3,068,278,000,000","1,086,600,000,000","604,719,000,000","1,691,319,000,000","754,556,000,000","1,376,959,000,000",711822000000.0,97895000000.0,48938000000.0,37325000000.0,37325000000.0,"487,376,000,000",,,,,,,,,,,,
51600,한전KPS,산업재,2017,Q1,2017-05-15,"580,191,706,102","535,463,515,437","1,115,655,221,539","285,573,170,245","43,796,902,098","329,370,072,343","777,285,149,196","786,285,149,196",270003532730.0,35651955096.0,37005268624.0,29063130524.0,29063130524.0,,,,,,,,,,,,,
86280,현대글로비스,산업재,2017,Q1,2017-05-15,"3,283,862,060,011","3,780,386,561,315","7,064,248,621,326","2,447,614,877,536","1,377,642,527,802","3,825,257,405,338",,"3,238,991,215,988",3183511749793.0,144198890238.0,369218342827.0,314400657332.0,314400657332.0,"18,750,000,000",,,,,,,,,,,,
