code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익
52690,한전기술,건설,2015,Q4,2016-03-31,"320,404,813,770","518,715,720,741","839,120,534,511","342,314,683,563","96,055,979,295","438,370,662,858","7,644,000,000","403,251,989,746","400,749,871,653",657603284844,14263492281,15356382996,15012059152,15012059152,
52690,한전기술,건설,2016,Q1,2016-05-16,"357,943,497,022","517,610,018,951","875,553,515,973","346,755,778,225","110,361,161,187","457,116,939,412","7,644,000,000","420,943,035,819","418,436,576,561",117984470284,14050314353,13606637045,12743298411,12743298411,
52690,한전기술,건설,2016,Q2,2016-08-12,"324,654,053,433","523,561,214,601","848,215,268,034","290,683,868,455","119,539,164,377","410,223,032,832","7,644,000,000","440,495,028,491","437,992,235,202",128026996720,25495358082,28257508393,23410471150,23410471150,
52690,한전기술,건설,2016,Q3,2016-11-13,"320,808,689,588","524,793,395,664","845,602,085,252","314,489,149,535","98,402,108,923","412,891,258,458","7,644,000,000","435,211,088,098","432,710,826,794",102155081674,-1573735151,-6978896222,-4899404988,-4899404988,
52690,한전기술,건설,2016,Q4,2017-03-31,"255,846,356,667","519,628,220,782","775,474,577,449","286,554,618,300","78,232,410,286","364,787,028,586","7,644,000,000","413,178,227,254","410,687,548,863",157845686715,-25689498091,-5130677118,-8655598329,-8655598329,
52690,한전기술,건설,2017,Q1,2017-05-16,"237,304,713,799","520,666,574,670","757,971,288,469","227,727,598,520","109,001,790,982","336,729,389,502","7,644,000,000","423,743,820,902","421,241,898,967",102200644477,-1634657128,-71838224,1427948340,1427948340,
52690,한전기술,건설,2017,Q2,2017-08-12,"263,910,262,293","511,813,640,301","775,723,902,594","237,686,511,932","112,520,972,806","350,207,484,738","7,644,000,000","428,004,148,415","425,516,417,856",118794918458,7105046547,7397439104,4419642624,4419642624,
52690,한전기술,건설,2017,Q3,2017-11-13,"224,923,217,629","507,767,783,015","732,691,000,644","186,774,097,381","115,276,100,479","302,050,197,860","7,644,000,000","433,119,285,866","430,640,802,784",99787226063,1909951816,6645188424,2206229882,2206229882,
52690,한전기술,건설,2017,Q4,2018-03-31,"257,528,889,339","504,636,954,825","762,165,844,164","221,860,035,071","83,274,337,086","305,134,372,157","7,644,000,000","459,509,378,375","457,031,472,007",169410024676,25491616349,34014680194,24400290963,24400290963,
52690,한전기술,건설,2018,Q1,2018-05-16,"294,798,146,615","510,716,390,447","805,514,537,062","300,386,062,576","57,030,759,133","357,416,821,709","7,644,000,000","450,954,625,540","448,097,715,353",86250349113,1215817653,2077007830,1723689654,1723689654,
52690,한전기술,건설,2018,Q2,2018-08-12,"261,600,374,828","501,782,040,374","763,382,415,202","249,544,601,431","65,072,553,624","314,617,155,055","7,644,000,000","451,629,014,810","448,765,260,147",85669162058,216684050,2573478346,1055003206,1055003206,
52690,한전기술,건설,2018,Q3,2018-11-13,"260,219,098,827","496,017,921,899","756,237,020,726","235,211,330,937","69,237,453,685","304,448,784,622","7,644,000,000","454,640,946,347","451,788,236,104",101154780563,4635666397,7311429131,5603841210,5603841210,
52690,한전기술,건설,2018,Q4,2019-03-31,"281,389,537,047","490,090,449,948","771,479,986,995","248,402,017,936","61,697,861,143","310,099,879,079","7,644,000,000","464,417,557,624","461,380,107,916",160626306410,15431147665,7856511174,4554306783,4554306783,
52690,한전기술,건설,2019,Q1,2019-05-16,"250,156,537,003","483,566,999,474","733,723,536,477","203,585,290,800","70,268,256,687","273,853,547,487","7,644,000,000","462,910,122,616","459,869,988,990",84209902895,8831107490,11269256281,9157340634,9157340634,
52690,한전기술,건설,2019,Q2,2019-08-12,"214,117,367,498","491,312,563,203","705,429,930,701","165,471,201,593","77,662,869,235","243,134,070,828","7,644,000,000","465,323,891,418","462,295,859,873",100192139728,6763939853,6592996743,5324591721,5324591721,
52690,한전기술,건설,2019,Q3,2019-11-13,"212,478,580,969","496,374,969,481","708,853,550,450","166,501,617,130","83,135,552,702","249,637,169,832","7,644,000,000","462,240,048,800","459,216,380,618",82114423683,-4752283500,-2422127544,-1884130236,-1884130236,
52690,한전기술,건설,2019,Q4,2020-03-30,"257,592,435,097","477,614,435,523","735,206,870,620","223,522,061,943","19,472,049,245","242,994,111,188","7,644,000,000","495,248,674,555","492,212,759,432",182118243115,33226164952,18830449458,13800045010,13800045010,
52690,한전기술,건설,2020,Q1,2020-06-01,"218,064,082,183","471,348,004,932","689,412,087,115","181,154,466,092","25,670,342,756","206,824,808,848","7,644,000,000","485,607,917,432","482,587,278,267",89698129517,7435138887,8839221929,5042651350,5042651350,
52690,한전기술,건설,2020,Q2,2020-08-14,"228,040,734,958","471,559,387,086","699,600,122,044","191,285,639,648","30,456,539,918","221,742,179,566","7,644,000,000","480,874,872,570","477,857,942,478",88253601322,-5513400533,-5916913042,-2706029202,-2706029202,
52690,한전기술,건설,2020,Q3,2020-11-16,"217,238,042,270","458,021,139,280","675,259,181,550","155,632,869,812","34,582,439,281","190,215,309,093","7,644,000,000","488,058,993,995","485,043,872,457",95401976174,13607836893,10689242332,7884260758,7884260758,
52690,한전기술,건설,2020,Q4,2021-03-22,"235,805,179,516","463,438,586,008","699,243,765,524","186,296,228,240","13,873,024,662","200,169,252,902","7,644,000,000","502,096,768,135","499,074,512,622",158368918728,13478051581,12833375719,9939200451,9939200451,
52690,한전기술,건설,2021,Q1,2021-05-14,"248,287,008,362","454,948,780,066","703,235,788,428","196,995,385,830","14,226,277,956","211,221,663,786","7,644,000,000","495,032,291,079","492,014,124,642",80545679398,490995759,1991154174,1631212338,1631212338,
52690,한전기술,건설,2021,Q2,2021-08-17,"237,211,263,364","450,127,759,048","687,339,022,412","178,054,666,267","14,680,835,986","192,735,502,253","7,644,000,000","497,629,937,682","494,603,520,159",74974965745,-814361725,1571909693,1240861595,1240861595,
52690,한전기술,건설,2021,Q3,2021-11-15,"218,421,076,672","461,079,383,373","679,500,460,045","169,264,548,841","16,444,495,026","185,709,043,867","7,644,000,000","496,820,588,380","493,791,416,178",88265242357,-8763072821,-7837314079,-2655540028,-2655540028,
52690,한전기술,건설,2021,Q4,2022-03-21,"253,957,554,421","451,085,235,095","705,042,789,516","183,099,879,791","8,491,982,844","191,591,862,635","7,644,000,000","516,484,265,624","513,450,926,881",189340751921,17632972753,21672499530,16235928115,16235928115,
52690,한전기술,건설,2022,Q1,2022-05-16,"280,606,124,346","452,650,715,412","733,256,839,758","212,035,463,954","14,258,537,819","226,294,001,773","7,644,000,000","509,995,160,556","506,962,837,985",92935561953,-4917013762,-2388823142,-1668280309,-1668280309,
52690,한전기술,건설,2022,Q2,2022-08-16,"289,711,962,144","450,114,461,646","739,826,423,790","199,429,881,818","20,704,170,455","220,134,052,273","7,644,000,000","522,735,038,968","519,692,371,517",110007530693,5077421463,6656198696,5125087121,5125087121,
52690,한전기술,건설,2022,Q3,2022-11-14,"333,605,433,677","434,562,117,589","768,167,551,266","221,488,073,831","19,788,611,545","241,276,685,376","7,644,000,000","529,921,983,713","526,890,865,890",108032519991,-1123479404,756796264,587305253,587305253,
52690,한전기술,건설,2022,Q4,2023-03-21,"372,030,600,155","443,502,063,205","815,532,663,360","243,795,775,100","28,323,074,960","272,118,850,060","7,644,000,000","546,462,131,881","543,413,813,300",194315160425,13067954999,20360047308,13909862237,13909862237,
