code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),총포괄손익
12630,현대산업,건설,2015,Q4,2016-03-30,"2,790,497,068,521","1,694,210,834,259","4,484,707,902,780","1,518,903,301,417","522,381,509,085","2,041,284,810,502","376,920,900,000","1,949,152,653,663","2,443,423,092,278",3347031662926,293076273861,230982854590,170590538790,
12630,현대산업,건설,2016,Q1,2016-05-16,"2,929,110,121,947","1,694,242,419,580","4,623,352,541,527","1,694,852,961,238","486,446,720,247","2,181,299,681,485","376,920,900,000","1,950,277,974,294","2,442,052,860,042",683595787281,57105486917,51112133132,37938627739,
12630,현대산업,건설,2016,Q2,2016-08-16,"3,065,345,584,844","1,733,113,127,612","4,798,458,712,456","1,771,087,027,514","484,101,170,109","2,255,188,197,623","376,920,900,000","2,051,140,919,278","2,543,270,514,833",894547751471,130234677574,134538104759,100940051349,
12630,현대산업,건설,2016,Q3,2016-11-14,"2,954,833,376,946","1,649,722,349,128","4,604,555,726,074","1,486,446,591,948","493,767,071,738","1,980,213,663,686","376,920,900,000","2,132,519,233,379","2,624,342,062,388",862830191062,116404093879,108309811284,81345335589,
12630,현대산업,건설,2016,Q4,2017-03-31,"3,094,732,720,679","1,694,294,157,346","4,789,026,878,025","1,580,440,718,613","529,367,023,805","2,109,807,742,418","376,920,900,000","2,188,199,424,028","2,679,219,135,607",1066279926395,103161496781,82053878896,57058826269,
12630,현대산업,건설,2017,Q1,2017-05-15,"3,075,055,824,879","1,733,891,475,546","4,808,947,300,425","1,642,095,948,611","531,775,240,059","2,173,871,188,670","376,920,900,000","2,230,035,148,293","2,635,076,111,755",838706893692,118453428923,123529080843,93239238963,
12630,현대산업,건설,2017,Q2,2017-08-11,"3,142,906,939,140","1,783,302,270,531","4,926,209,209,671","1,733,924,396,671","532,003,276,703","2,265,927,673,374","376,920,900,000","2,323,921,854,536","2,660,281,536,297",1054529434993,117686777936,123626629690,93737182702,
12630,현대산업,건설,2017,Q3,2017-11-14,"3,301,080,622,592","1,792,087,993,433","5,093,168,616,025","1,595,392,270,542","726,346,980,291","2,321,739,250,833","376,920,900,000","2,434,886,165,285","2,771,429,365,192",1050163544905,143305461025,148064163648,111097937810,
12630,현대산업,건설,2017,Q4,2018-04-02,"3,586,700,917,069","1,765,476,160,029","5,352,177,077,098","1,896,298,795,261","635,434,542,903","2,531,733,338,164","376,920,900,000","2,476,604,792,223","2,820,443,738,934",1182507981358,163902124741,122036506181,40961181910,
12630,현대산업,건설,2018,Q1,2018-05-15,"223,567,260,246","875,339,994,691","5,719,695,220,541","2,475,603,231,571","29,592,626,321","5,438,679,097,466","376,920,900,000","2,292,993,985,782","281,016,123,075",14869930089,2857310572,13688612094,114768802105,
12630,현대산업,건설,2018,Q2,2018-08-13,"194,729,029,954","1,073,359,255,975","1,268,088,285,929","57,842,793,335","23,424,439,295","81,267,232,630","157,229,800,000","3,031,225,626,546","1,186,821,053,299",9170142004,-1343523413,-203243895,734300762320,
12630,현대산업,건설,2018,Q3,2018-11-14,"187,969,977,288","1,753,970,359,085","1,941,940,336,373","35,349,239,762","29,304,892,891","64,654,132,653","298,708,605,000","3,027,804,797,270","1,877,286,203,720",11047271058,3448150008,-4102443070,-3655980320,
12630,현대산업,건설,2018,Q4,2019-04-01,"165,785,820,254","1,751,266,828,706","1,917,052,648,960","16,403,728,488","29,835,279,147","46,239,007,635","298,708,605,000","3,031,960,948,124","1,870,813,641,325",14526529493,6322961395,4432729229,4658417629,
12630,현대산업,건설,2019,Q1,2019-05-15,"189,470,181,536","1,764,330,064,589","1,953,800,246,125","31,465,470,449","30,734,110,344","62,199,580,793","298,708,605,000","3,045,644,357,050","1,891,600,665,332",21020933799,16011820110,29498312714,22295945340,
12630,현대산업,건설,2019,Q2,2019-08-14,"131,271,450,277","1,812,458,168,874","1,943,729,619,151","16,434,640,502","30,369,600,584","46,804,241,086","298,708,605,000","3,050,838,625,975","1,896,925,378,065",10987127497,3953852086,7880458026,5238372960,
12630,현대산업,건설,2019,Q3,2019-11-14,"229,751,423,635","1,805,663,110,245","2,035,414,533,880","43,053,068,913","27,597,177,576","70,650,246,489","298,708,605,000","3,118,542,812,073","1,964,764,287,391",8183338741,3581809046,84003250393,67735886328,
12630,현대산업,건설,2019,Q4,2020-03-30,"227,667,317,453","1,809,974,585,105","2,037,641,902,558","48,758,820,349","25,193,080,314","73,951,900,663","298,708,605,000","3,120,891,090,920","1,963,690,001,895",9908034471,3800529883,12405655545,2401517275,
12630,현대산업,건설,2020,Q1,2020-05-15,"164,501,928,593","1,997,279,051,584","2,161,780,980,177","49,931,228,973","146,631,777,480","196,563,006,453","298,708,605,000","3,133,877,691,910","1,965,217,973,724",25012309861,20251281330,27654717165,24612213653,
12630,현대산업,건설,2020,Q2,2020-08-12,"133,417,072,863","2,021,248,529,743","2,154,665,602,606","32,021,210,476","148,823,980,218","180,845,190,694","298,708,605,000","3,149,262,902,151","1,973,820,411,912",9624560689,2638130311,21151311314,15258659399,
12630,현대산업,건설,2020,Q3,2020-11-16,"137,758,159,201","2,013,869,071,161","2,151,627,230,362","146,995,402,871","27,128,632,381","174,124,035,252","298,708,605,000","3,150,049,460,732","1,977,503,195,110",8566169956,4079434675,-81213150,776630294,
12630,현대산업,건설,2020,Q4,2021-03-17,"119,156,412,181","1,989,634,474,801","2,108,790,886,982","145,600,249,944","25,445,314,287","171,045,564,231","298,708,605,000","3,128,228,470,679","1,937,745,322,751",9635674027,3352754690,-20680911183,-21555565128,
12630,현대산업,건설,2021,Q1,2021-05-17,"165,202,468,278","1,982,512,544,276","2,147,715,012,554","164,136,793,124","19,774,805,248","183,911,598,372","298,708,605,000","3,144,550,919,942","1,963,803,414,182",33525017140,28789439065,33368768291,29983509706,
12630,현대산업,건설,2021,Q2,2021-08-17,"228,730,293,814","1,984,438,507,975","2,213,168,801,789","152,264,476,539","89,392,654,687","241,657,131,226","298,708,605,000","3,139,878,028,735","1,971,511,670,563",9119200661,1823196649,3235683711,2482587886,
12630,현대산업,건설,2021,Q3,2021-11-15,"208,335,472,092","2,017,333,368,400","2,225,668,840,492","43,070,741,011","201,778,458,792","244,849,199,803","298,708,605,000","3,150,370,942,504","1,980,819,640,689",7932579599,3570963084,14164617384,10538506730,
12630,현대산업,건설,2021,Q4,2022-03-21,"185,961,912,261","2,110,380,084,225","2,296,341,996,486","57,126,580,222","220,853,230,105","277,979,810,327","298,708,605,000","3,177,197,891,001","2,018,362,186,159",8966954304,3358534284,43027559087,26860031226,
12630,현대산업,건설,2022,Q1,2022-05-16,"172,233,986,615","2,183,054,309,566","2,355,288,296,181","71,655,927,557","244,698,416,957","316,354,344,514","298,708,605,000","3,197,677,213,178","2,038,933,951,667",34065595445,28456210976,38261647824,34254469680,
12630,현대산업,건설,2022,Q2,2022-08-16,"133,168,840,144","2,226,383,223,309","2,359,552,063,453","46,741,216,389","270,100,318,983","316,841,535,372","298,708,605,000","3,202,245,250,100","2,042,710,528,081",9321137513,669303452,6429568823,4682942627,
12630,현대산업,건설,2022,Q3,2022-11-14,"151,446,172,940","2,250,330,264,480","2,401,776,437,420","49,217,876,260","307,166,183,304","356,384,059,564","298,708,605,000","3,205,760,042,274","2,045,392,377,856",8022167429,3627167333,5950885441,3555295495,
12630,현대산업,건설,2022,Q4,2023-03-16,"94,843,744,797","2,364,530,639,707","2,459,374,384,504","64,158,100,744","329,642,539,868","393,800,640,612","298,708,605,000","3,206,417,388,547","2,065,573,743,892",9159091581,3423562075,1959232911,415077612,
12630,현대산업,건설,2023,Q1,2023-05-15,"138,863,313,910","2,313,091,131,680","2,451,954,445,590","37,043,317,693","330,040,302,398","367,083,620,091","298,708,605,000","3,232,786,978,344","2,084,870,825,499",35511653711,31045526063,44669757322,40000124093,
12630,현대산업,건설,2023,Q2,2023-08-14,"116,794,641,388","2,312,873,312,341","2,429,667,953,729","23,129,297,308","329,437,641,429","352,566,938,737","298,708,605,000","3,237,814,023,812","2,077,101,014,992",10255258670,3152496620,6530596242,5004208659,
12630,현대산업,건설,2023,Q3,2023-11-14,"151,376,693,611","2,287,037,669,508","2,438,414,363,119","96,478,500,535","256,901,330,134","353,379,830,669","298,708,605,000","3,246,335,108,970","2,085,034,532,450",10203185255,5849979117,11489067366,8530407244,7933517458.0
12630,현대산업,건설,2023,Q4,2024-03-20,"336,570,868,051","2,112,031,794,528","2,448,602,662,579","309,397,193,949","39,898,123,760","349,295,317,709","298,708,605,000","3,267,653,669,527","2,099,307,344,870",10677995386,5551364202,28739380134,21189643801,59588942750.0
12630,현대산업,건설,2024,Q1,2024-05-16,"372,643,294,636","2,109,607,804,653","2,482,251,099,289","329,992,733,127","38,298,270,950","368,291,004,077","298,708,605,000","3,292,181,717,349","2,113,960,095,212",38695921975,34023129154,43440582927,40042082839,39556506722.0
12630,현대산업,건설,2024,Q2,2024-08-14,"358,853,735,674","2,107,975,107,143","2,466,828,842,817","313,688,942,575","38,789,148,148","352,478,090,723","298,708,605,000","3,297,381,944,709","2,114,350,752,094",10384674524,2273736625,6550413921,5161541709,5696186032.0
12630,현대산업,건설,2024,Q3,2024-11-14,"327,974,855,445","2,076,600,474,420","2,404,575,329,865","236,958,544,555","43,833,956,869","280,792,501,424","298,708,605,000","3,305,887,719,498","2,123,782,828,441",10934362079,6517562776,12303778610,8548238885,9432076347.0
12630,현대산업,건설,2024,Q4,2025-03-18,"318,246,116,476","2,099,854,962,513","2,418,101,078,989","243,299,666,780","39,738,633,105","283,038,299,885","298,708,605,000","3,324,079,915,218","2,135,062,779,104",11536890830,5745996048,34839990096,23847759388,11279950663.0
12630,현대산업,건설,2025,Q1,2025-05-15,"362,531,720,203","2,099,651,706,627","2,462,183,426,830","261,715,277,201","40,323,243,717","302,038,520,918","298,708,605,000","3,349,038,741,064","2,160,144,905,912",38357187568,33579709934,46001808575,42419163770,42676473378.0
12630,현대산업,건설,2025,Q2,2025-08-12,"378,976,987,478","2,072,648,122,495","2,451,625,109,973","277,115,330,433","40,187,934,947","317,303,265,380","298,708,605,000","3,355,898,330,670","2,134,321,844,593",11801966170,3415906912,9037186382,6705307732,7685972829.0
